"analysis_protocol","estimated_prior_df","control_scale_current","control_scale_improved","control_scale_moderation_only","control_scale_qq_slope_only"
"crispulator-improved-barcs-v1",55.212334132741,1.23834153011528,1.17205072997504,1.10497100033467,1.22076889056577
