"analysis_protocol","method","nominal_fdr","runs","precision_mean","precision_sd","precision_se","recall_mean","recall_sd","recall_se","directional_recall_mean","directional_recall_sd","directional_recall_se","f1_mean","f1_sd","f1_se","realized_fdp_mean","realized_fdp_sd","realized_fdp_se","specificity_mean","specificity_sd","specificity_se","balanced_accuracy_mean","balanced_accuracy_sd","balanced_accuracy_se","calls_mean","calls_sd","calls_se","scope"
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.05,5,0.979325797627502,0.0127581911811519,0.0057056365501988,0.376697314038439,0.147733986828348,0.0660686474270488,0.376697314038439,0.147733986828348,0.0660686474270488,0.528917897520083,0.168929049957801,0.0755473678160202,0.020674202372498,0.0127581911811519,0.00570563655019878,0.997411294161228,0.00144964418813612,0.000648300589571973,0.687054304099834,0.0732498358975161,0.0327583224815101,34,15.8587515271537,7.09224929059886,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.1,5,0.953587229596034,0.0328968256782528,0.0147119076921068,0.449911870820609,0.16091484635617,0.0719633070082661,0.449911870820609,0.16091484635617,0.0719633070082661,0.594058659638112,0.156421568475927,0.0699538520518624,0.0464127704039663,0.0328968256782528,0.0147119076921068,0.99224226120174,0.00629414789556469,0.00281482851098398,0.721077066011174,0.0775054758234629,0.0346615025139459,41.8,19.0971202017477,8.54049178911847,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","DESeq2",0.001,5,0.990638835709374,0.00870116025086674,0.00389127716081143,0.70691914777285,0.0472172086402036,0.0211161776454571,0.70691914777285,0.0472172086402036,0.0211161776454571,0.824378951846989,0.0326714911420363,0.0146111350239751,0.00936116429062658,0.0087011602508669,0.0038912771608115,0.99805645545155,0.00177624663018294,0.000794361641978796,0.8524878016122,0.0237369363683438,0.0106154806594407,60.8,13.9713993572584,6.24819974072532,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","DESeq2",0.005,5,0.970370710411545,0.00781537971773984,0.00349514406376788,0.764289912626214,0.0438390304317387,0.0196054104226099,0.764289912626214,0.0438390304317387,0.0196054104226099,0.854573079433685,0.0285782621611532,0.0127805873742297,0.0296292895884547,0.00781537971773952,0.00349514406376774,0.993585002378987,0.00241081058042109,0.00107814726773946,0.8789374575026,0.022059512149697,0.00986531374344102,66.6,12.953763931769,5.7930993431841,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","DESeq2",0.01,5,0.946352299441669,0.0130708254558563,0.00584545084826586,0.791409635217139,0.0300492882252937,0.0134384502294482,0.791409635217139,0.0300492882252937,0.0134384502294482,0.861548548216143,0.012922288428552,0.00577902307022025,0.0536477005583309,0.0130708254558562,0.00584545084826585,0.987862551790766,0.00442336988491646,0.00197819115045972,0.889636093503952,0.0131452406436671,0.00587873033196654,70.8,13.8816425541072,6.2080592780675,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","DESeq2",0.05,5,0.83795866600311,0.0438077396754424,0.0195914167709807,0.859264067395441,0.0277944374725224,0.0124300503169855,0.859264067395441,0.0277944374725224,0.0124300503169855,0.847801598033642,0.0260075761602032,0.0116309416448435,0.16204133399689,0.0438077396754422,0.0195914167709807,0.95692685745512,0.00581794196168355,0.00260186274309458,0.90809546242528,0.0142547834584366,0.00637493296352077,86.2,12.1326007104825,5.42586398650021,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","DESeq2",0.1,5,0.760082417711391,0.0469369973681865,0.0209908633549988,0.884247790475574,0.0210414052014517,0.00941000247451273,0.884247790475574,0.0210414052014517,0.00941000247451273,0.816871333934004,0.0310447268147158,0.013883623900123,0.239917582288609,0.0469369973681865,0.0209908633549988,0.927005198911534,0.00553673872399066,0.00247610483209971,0.905626494693554,0.0117194214841894,0.00524108461912381,97.8,13.3678719323608,5.97829407105405,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.001,5,1,0,0,0.198298639213528,0.0298049057928724,0.013329159083168,0.198298639213528,0.0298049057928724,0.013329159083168,0.330153101311599,0.0409103600760338,0.018295669222801,0,0,0,1,0,0,0.599149319606764,0.0149024528964362,0.006664579541584,17,5.29150262212918,2.36643191323985,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.005,5,0.993548387096774,0.0144262450161277,0.0064516129032258,0.311129816079798,0.0509244124001212,0.0227740895681809,0.311129816079798,0.0509244124001212,0.0227740895681809,0.471772477646096,0.0571071884130214,0.0255391110590808,0.0064516129032258,0.0144262450161277,0.0064516129032258,0.999376947040498,0.00139318877102801,0.000623052959501602,0.655253381560148,0.0249417153619355,0.0111542742049477,26.6,6.65582451691749,2.97657521322744,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.01,5,0.994285714285714,0.012777531299999,0.0057142857142858,0.408207236664616,0.0303517629751251,0.0135737210498682,0.408207236664616,0.0303517629751251,0.0135737210498682,0.578160851681019,0.03032226122678,0.0135605274669172,0.00571428571428572,0.0127775312999988,0.00571428571428572,0.999376947040498,0.00139318877102801,0.000623052959501602,0.703792091852558,0.0149049813019516,0.00666571027890542,34.6,6.22896460095897,2.78567765543682,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.05,5,0.985742928750448,0.0143097069090227,0.00639949547733465,0.614207251053054,0.0193642092944037,0.008659937662564,0.614207251053054,0.0193642092944037,0.008659937662564,0.756597819850832,0.0133685909070829,0.00597861560632458,0.0142570712495524,0.0143097069090228,0.00639949547733469,0.997433084451475,0.00270790746872737,0.00121101303537076,0.805820167752264,0.00904144285901513,0.00404345616948757,53,11.4673449411797,5.12835256198323,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.1,5,0.951706666046151,0.0259462878032781,0.0116035326583807,0.716987672706213,0.0451178657821127,0.0201773229777031,0.716987672706213,0.0451178657821127,0.0201773229777031,0.817157088312468,0.0314715449392415,0.0140745027682167,0.0482933339538488,0.0259462878032783,0.0116035326583808,0.990508426565317,0.00498499658474244,0.00222935824621768,0.853748049635765,0.022181332555025,0.00991979348491299,63.8,12.7357763799464,5.69561234635926,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.001,5,0.993518518518519,0.00902480957852667,0.00403601754031537,0.686001597116557,0.0503435602774419,0.0225143246019437,0.686001597116557,0.0503435602774419,0.0225143246019437,0.81078095770491,0.0350256246752788,0.0156639355456635,0.00648148148148148,0.00902480957852681,0.00403601754031544,0.998705806100901,0.00177418569605602,0.000793439964217807,0.842353701608729,0.0252203230637499,0.0112788713570101,58.8,13.5904378148756,6.0778285596091,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.005,5,0.972706299603548,0.0106294988843972,0.00475365641445404,0.754210992046791,0.0444832933227172,0.0198935335465316,0.754210992046791,0.0444832933227172,0.0198935335465316,0.84906797570198,0.0297081272274174,0.0132858783929435,0.0272937003964514,0.0106294988843971,0.004753656414454,0.994238542387366,0.0027719540512831,0.00123965553783499,0.874224767217079,0.022038640070272,0.00985597946575578,65.8,14.1315250415516,6.31981012372998,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.01,5,0.93778291562343,0.0181845734294419,0.00813238846601371,0.790432732256359,0.0317122166725382,0.0141821344393995,0.790432732256359,0.0317122166725382,0.0141821344393995,0.857324518356867,0.0152493708867771,0.00681972598338798,0.0622170843765697,0.0181845734294418,0.00813238846601366,0.985979804556975,0.00504090474440955,0.00225436113532019,0.888206268406667,0.0136281877914121,0.00609471086234602,71.4,14.3108350559987,6.4,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.05,5,0.843566192261844,0.0320418244475615,0.0143295395175724,0.864200452516358,0.0205160974852174,0.0091750777219917,0.864200452516358,0.0205160974852174,0.0091750777219917,0.853414092775234,0.0195262683020518,0.00873241265405744,0.156433807738156,0.0320418244475615,0.0143295395175724,0.958072840994478,0.00509440466157181,0.00227828702563328,0.911136646755418,0.0121199927594332,0.00542022553937956,86.2,12.9884564132925,5.80861429258304,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.1,5,0.767805693520153,0.052683507506329,0.0235607808154544,0.886112280171654,0.0208288771015221,0.00931495701879844,0.886112280171654,0.0208288771015221,0.00931495701879844,0.821969727270581,0.0337927279080673,0.0151125673495185,0.232194306479847,0.052683507506329,0.0235607808154544,0.930317004988452,0.00413777959943552,0.00185047129204993,0.908214642580053,0.00986693279760699,0.00441262649297428,97,12.747548783982,5.70087712549569,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","limma-voom",0.001,5,0.988479394887846,0.0112103429473969,0.00501341777629297,0.680804097826986,0.0453464323039215,0.0202795410337322,0.680804097826986,0.0453464323039215,0.0202795410337322,0.805691496685915,0.033046088664291,0.014778660128768,0.0115206051121544,0.011210342947397,0.00501341777629299,0.998117570806783,0.00172470645853537,0.000771312176503602,0.839460834316885,0.02297195990522,0.0102733727848943,58.4,12.3409886151799,5.51905789061865,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","limma-voom",0.005,5,0.972402888166238,0.014177445285932,0.00634034628132559,0.721380966255517,0.0509602834781882,0.0227901316019776,0.721380966255517,0.0509602834781882,0.0227901316019776,0.827619073984069,0.0357322752109779,0.0159799592724955,0.0275971118337621,0.0141774452859318,0.00634034628132551,0.994966609323168,0.00159467366170334,0.000713159741899433,0.858173787789343,0.0254863981226314,0.0113978637407654,63,13.8744369255116,6.20483682299543,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","limma-voom",0.01,5,0.94096394833237,0.0219195562135837,0.00980272354604019,0.767003428045223,0.0404594862509456,0.0180940323183665,0.767003428045223,0.0404594862509456,0.0180940323183665,0.844733675425251,0.0293216944223868,0.0131130603887867,0.0590360516676306,0.0219195562135837,0.00980272354604021,0.987226546557127,0.00542321551124047,0.00242533570795299,0.877114987301175,0.0201442254616416,0.00900877149726254,69.2,14.8054044186574,6.62117814289874,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","limma-voom",0.05,5,0.867494130817452,0.0372285697987353,0.0166491225550136,0.856914615415052,0.0184118500581995,0.0082340296643335,0.856914615415052,0.0184118500581995,0.0082340296643335,0.861937271321775,0.0244335968039206,0.0109270366776776,0.132505869182548,0.0372285697987355,0.0166491225550136,0.965698985611631,0.00839035188193289,0.00375227943262904,0.911306800513342,0.0104381498510923,0.00466808252527436,83.4,14.3108350559987,6.4,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","limma-voom",0.1,5,0.782089901213982,0.0533119467738838,0.023841827399851,0.890033848799105,0.0167823002864058,0.00750527285184352,0.890033848799105,0.0167823002864058,0.00750527285184352,0.832046516449069,0.0360926520399848,0.0161411246899305,0.217910098786018,0.0533119467738838,0.023841827399851,0.935316037297953,0.00932067639385064,0.00416833320258553,0.912674943048529,0.0110833133072237,0.00495660839417604,95.8,13.8996402831152,6.21610810716802,"four-replicate baseline"
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.001,5,0.4,0.547722557505166,0.244948974278318,0.00955572102258625,0.0164441056849128,0.00735402762813117,0.00955572102258625,0.0164441056849128,0.00735402762813117,0.0185176414870945,0.0316878490553353,0.0141712369096965,0,0,0,1,0,0,0.504777860511293,0.00822205284245647,0.00367701381406561,0.8,1.30384048104053,0.58309518948453,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.005,5,0.4,0.547722557505166,0.244948974278318,0.017150657731447,0.0331424875959004,0.0148217710415754,0.017150657731447,0.0331424875959004,0.0148217710415754,0.0321187892632781,0.0615421625650049,0.0275224917955387,0,0,0,1,0,0,0.508575328865724,0.0165712437979503,0.00741088552078773,1.4,2.60768096208106,1.16619037896906,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.01,5,0.4,0.547722557505166,0.244948974278318,0.0196823033010673,0.0387635700188194,0.0173355955225306,0.0196823033010673,0.0387635700188194,0.0173355955225306,0.0364416346805149,0.0711299619043148,0.0318102860110036,0,0,0,1,0,0,0.509841151650534,0.0193817850094095,0.0086677977612652,1.6,3.04959013639538,1.36381816969859,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.05,5,0.8,0.447213595499958,0.2,0.0482051863122795,0.0731441208445442,0.032711045272572,0.0482051863122795,0.0731441208445442,0.032711045272572,0.0851116625310173,0.123014678044145,0.055013836467392,0,0,0,1,0,0,0.52410259315614,0.0365720604222721,0.016355522636286,3.8,5.76194411635517,2.57681974534502,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.1,5,1,0,0,0.117285369477088,0.0882748349978552,0.0394777063515563,0.117285369477088,0.0882748349978552,0.0394777063515563,0.201376722692512,0.135777278517816,0.0607214449131517,0,0,0,1,0,0,0.558642684738544,0.0441374174989278,0.0197388531757783,9.8,7.15541752799933,3.2,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-NORM",0.001,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-NORM",0.005,5,0.2,0.447213595499958,0.2,0.00392156862745098,0.00876889402941094,0.00392156862745098,0.00392156862745098,0.00876889402941094,0.00392156862745098,0.0076923076923077,0.0172005229038446,0.0076923076923077,0,0,0,1,0,0,0.501960784313725,0.00438444701470526,0.00196078431372539,0.4,0.894427190999916,0.4,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-NORM",0.01,5,0.2,0.447213595499958,0.2,0.00392156862745098,0.00876889402941094,0.00392156862745098,0.00392156862745098,0.00876889402941094,0.00392156862745098,0.0076923076923077,0.0172005229038446,0.0076923076923077,0,0,0,1,0,0,0.501960784313725,0.00438444701470526,0.00196078431372539,0.4,0.894427190999916,0.4,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-NORM",0.05,5,0.4,0.547722557505166,0.244948974278318,0.00725490196078432,0.00998845931525493,0.00446697480388021,0.00725490196078432,0.00998845931525493,0.00446697480388021,0.014249684741488,0.0196150593218408,0.00877212120526541,0,0,0,1,0,0,0.503627450980392,0.00499422965762723,0.00223348740194,0.6,0.894427190999916,0.4,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-NORM",0.1,5,0.4,0.547722557505166,0.244948974278318,0.00725490196078432,0.00998845931525493,0.00446697480388021,0.00725490196078432,0.00998845931525493,0.00446697480388021,0.014249684741488,0.0196150593218408,0.00877212120526541,0,0,0,1,0,0,0.503627450980392,0.00499422965762723,0.00223348740194,0.6,0.894427190999916,0.4,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-original",0.001,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-original",0.005,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-original",0.01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-original",0.05,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-original",0.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.001,5,0.8,0.447213595499958,0.2,0.0191976647566016,0.0135476936421773,0.00605871278445003,0.0191976647566016,0.0135476936421773,0.00605871278445003,0.0373944693808238,0.0261116265679867,0.0116774744018216,0,0,0,1,0,0,0.509598832378301,0.00677384682108869,0.00302935639222503,1.6,1.14017542509914,0.509901951359279,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.005,5,1,0,0,0.0532454919226909,0.0280923250647753,0.0125632696981718,0.0532454919226909,0.0280923250647753,0.0125632696981718,0.100055621781888,0.0493012798122191,0.022048202607572,0,0,0,1,0,0,0.526622745961346,0.0140461625323876,0.00628163484908584,4.4,2.19089023002066,0.979795897113271,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.01,5,1,0,0,0.0532454919226909,0.0280923250647753,0.0125632696981718,0.0532454919226909,0.0280923250647753,0.0125632696981718,0.100055621781888,0.0493012798122191,0.022048202607572,0,0,0,1,0,0,0.526622745961346,0.0140461625323876,0.00628163484908584,4.4,2.19089023002066,0.979795897113271,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.05,5,0.971428571428571,0.0638876564999941,0.0285714285714286,0.095890158668494,0.0347672329376601,0.0155483792476355,0.095890158668494,0.0347672329376601,0.0155483792476355,0.172967565399778,0.0586236109041376,0.0262172758136299,0.0285714285714286,0.063887656499994,0.0285714285714286,0.999411764705882,0.00131533410441154,0.0005882352941176,0.547650961687188,0.0173525697350326,0.0077603051023677,8.2,2.94957624075052,1.31909059582729,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.1,5,0.909803921568627,0.0933977551785424,0.0417687459050208,0.128342236179006,0.030354800253222,0.0135750793619265,0.128342236179006,0.030354800253222,0.0135750793619265,0.224325828215322,0.0496200695134709,0.0221907696960772,0.0901960784313724,0.0933977551785424,0.0417687459050207,0.996770781527987,0.00330605134536418,0.00147851110906779,0.562556508853497,0.0160612630569646,0.00718281519997578,11.8,3.27108544675922,1.46287388383278,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","DESeq2",0.001,5,1,0,0,0.0997892453624268,0.079269891334237,0.0354505731184751,0.0997892453624268,0.079269891334237,0.0354505731184751,0.174525437476038,0.120458212881378,0.0538705504901806,0,0,0,1,0,0,0.549894622681213,0.0396349456671185,0.0177252865592375,8.2,6.1400325732035,2.7459060435492,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","DESeq2",0.005,5,1,0,0,0.154021784094302,0.0929878121682164,0.0415854138174228,0.154021784094302,0.0929878121682164,0.0415854138174228,0.258349945329348,0.13340082970139,0.0596586646934361,0,0,0,1,0,0,0.577010892047151,0.0464939060841083,0.0207927069087114,12.8,7.46324326281812,3.33766385365573,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","DESeq2",0.01,5,0.992857142857143,0.0159719141249986,0.00714285714285721,0.198056050158093,0.0817402847810814,0.0365553666541379,0.198056050158093,0.0817402847810814,0.0365553666541379,0.323918722008556,0.103450532572468,0.0462644846281191,0.00714285714285714,0.0159719141249985,0.00714285714285714,0.999376947040498,0.00139318877102801,0.000623052959501602,0.598716498599296,0.0401856886053673,0.017971586288848,16.8,6.94262198308391,3.104834939252,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","DESeq2",0.05,5,0.942436868686869,0.0469595218831097,0.0210009366243044,0.306440336545552,0.0741361188285385,0.0331546802577228,0.306440336545552,0.0741361188285385,0.0331546802577228,0.457521906047876,0.082100640359025,0.0367165225678085,0.0575631313131313,0.0469595218831096,0.0210009366243044,0.994243433984022,0.00515089739140112,0.00230355134245985,0.650341885264787,0.0356327592050392,0.0159354543616698,27.4,7.73304597167248,3.45832329315812,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","DESeq2",0.1,5,0.858872568036655,0.0579575151061565,0.0259193887168674,0.419357736123251,0.118034751043841,0.0527867454082585,0.419357736123251,0.118034751043841,0.0527867454082585,0.554412848749189,0.107621402846498,0.0481297545197319,0.141127431963345,0.0579575151061566,0.0259193887168674,0.981666804335517,0.0094282438451105,0.00421643882922221,0.700512270229384,0.0578712507976866,0.0258808101453132,40,7.90569415042095,3.53553390593274,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.001,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.005,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.05,5,0.2,0.447213595499958,0.2,0.00253164556962026,0.00566093158860708,0.00253164556962026,0.00253164556962026,0.00566093158860708,0.00253164556962026,0.005,0.0111803398874989,0.005,0,0,0,1,0,0,0.50126582278481,0.0028304657943037,0.0012658227848102,0.2,0.447213595499958,0.2,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.1,5,0.6,0.547722557505166,0.244948974278318,0.0135944475019874,0.0182321269180492,0.00815365503263235,0.0135944475019874,0.0182321269180492,0.00815365503263235,0.0263223518645619,0.0348792438171074,0.0155984720357683,0,0,0,1,0,0,0.506797223750994,0.00911606345902451,0.00407682751631614,1.2,1.6431676725155,0.734846922834953,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.001,5,0.869858366847351,0.0463970571889144,0.0207493947660716,0.402145531850605,0.0678003648243772,0.0303212449293186,0.402145531850605,0.0678003648243772,0.0303212449293186,0.546747266194058,0.0641170215122474,0.0286740037232403,0.130141633152649,0.0463970571889145,0.0207493947660716,0.984141415242305,0.00637582016678016,0.0028513534610469,0.693143473546455,0.0342239410735226,0.0153054117396687,38.2,3.42052627529741,1.52970585407784,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.005,5,0.769765023418274,0.0571063203969363,0.0255387228704865,0.512228193423765,0.0640657557955194,0.0286510769977365,0.512228193423765,0.0640657557955194,0.0286510769977365,0.611256718363109,0.0410859247846121,0.0183741841473672,0.230234976581726,0.0571063203969365,0.0255387228704865,0.959488452739798,0.0107898270230854,0.00482535733781664,0.735858323081782,0.0306510515967443,0.0137075669904347,55.4,5.85662018573853,2.61916017074176,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.01,5,0.712112841596323,0.0591542164670846,0.0264545698352277,0.543782288552919,0.0700809336638184,0.0313411463197903,0.543782288552919,0.0700809336638184,0.0313411463197903,0.612357617237444,0.0389642514381795,0.0174253429816327,0.287887158403677,0.0591542164670848,0.0264545698352278,0.941677878559119,0.0139202972935258,0.00622534620306602,0.742730083556019,0.0340198892041014,0.0152141569694764,63.6,6.76756972627545,3.02654919008431,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.05,5,0.5570500931691,0.0527086278132115,0.0235720149582154,0.63708209682699,0.0517069008612545,0.0231240290463215,0.63708209682699,0.0517069008612545,0.0231240290463215,0.591900536612005,0.032824867501257,0.0146797270170469,0.4429499068309,0.0527086278132115,0.0235720149582154,0.864405606653183,0.0276062430934609,0.0123458872320726,0.750743851740087,0.0308781875595784,0.0138091452810411,96,12.9034879005639,5.7706152185014,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.1,5,0.474276511257237,0.0608361827487172,0.0272067680235464,0.709687303283082,0.0751943786349599,0.0336279484307256,0.707726518969356,0.0782597956989531,0.0349988446176209,0.56417163081875,0.0413821103987997,0.0185066423808234,0.525723488742763,0.0608361827487173,0.0272067680235464,0.787562202087464,0.0497006915187021,0.022226824952913,0.748624752685273,0.0350112593701477,0.0156575111859054,126.4,21.651789764359,9.68297474952816,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","limma-voom",0.001,5,0.891553268384664,0.0492353989785182,0.0220187398030581,0.389376081381002,0.0943980633342216,0.04221609731193,0.389376081381002,0.0943980633342216,0.04221609731193,0.536717278629807,0.0953079523123059,0.0426230120333249,0.108446731615336,0.0492353989785181,0.0220187398030581,0.987989815355366,0.00511969010487031,0.00228959501964461,0.688682948368184,0.0476566319010178,0.0213126937018722,35.8,5.06951674225463,2.26715680975093,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","limma-voom",0.005,5,0.815088485170969,0.0484690686973802,0.0216760264826899,0.484867500476617,0.0751320412400545,0.0336000703002159,0.484867500476617,0.0751320412400545,0.0336000703002159,0.602987676403005,0.0476113493462983,0.0212924427277627,0.184911514829031,0.0484690686973802,0.0216760264826899,0.971011646430258,0.00839340992967901,0.0037536470331568,0.727939573453437,0.0341090668267721,0.0152540384147491,49.4,5.94138031100518,2.65706605111728,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","limma-voom",0.01,5,0.748791756882153,0.0364612025153233,0.0163059454731299,0.515495519800288,0.0709942824511361,0.0317496083149121,0.515495519800288,0.0709942824511361,0.0317496083149121,0.607652871014939,0.0531733111283576,0.0237798276543507,0.251208243117847,0.0364612025153234,0.0163059454731299,0.954982676825522,0.00121366688053533,0.000542768329383425,0.735239098312905,0.0350654543924169,0.0156817479366726,57.2,6.53452370108182,2.92232783924049,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","limma-voom",0.05,5,0.562648642268525,0.0382960781933737,0.0171265268224062,0.618503602505027,0.064384152134333,0.0287934681692114,0.618503602505027,0.064384152134333,0.0287934681692114,0.586849905377513,0.0305674409966914,0.0136701751933632,0.437351357731475,0.0382960781933737,0.0171265268224062,0.872769853283545,0.016925407500621,0.00756927234365468,0.745636727894286,0.0369805182063021,0.016538190510492,91.6,8.38450952650183,3.74966665185053,"one-replicate boundary"
"crispulator-f1-threshold-curves-v1","limma-voom",0.1,5,0.493365458229311,0.036536534296895,0.0163396348700219,0.688181517332671,0.0853292142901781,0.0381603847238969,0.684046819975468,0.0864131569401513,0.0386451386137072,0.570940095176111,0.0223463008603915,0.00999356955389947,0.506634541770689,0.036536534296895,0.0163396348700219,0.812469051588256,0.029527726205844,0.0132052006034538,0.750325284460464,0.0416903158561701,0.0186444760515667,116.4,14.4844744467999,6.47765389628066,"one-replicate boundary"
