"analysis_protocol","method","design","genes","active_genes","auroc","average_precision","effect_spearman_active","direction_accuracy_active","calls_fdr_0_10","directional_recall_fdr_0_10","empirical_fdp_fdr_0_10","f1_fdr_0_10","negative_control_p_below_0_05","scenario_id","seed","moi","high_quality_guide_fraction","replicates","is_baseline"
"barcs-four-methods-v1","BARCS-partial","Two 25% tails",400,60,0.894362745098039,0.735708244327715,0.910419560989164,0.966666666666667,13,0.216666666666667,0,0.356164383561644,0.05,"moi_0.25_quality_0.9_genes_400_replicates_3",20250725,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-EB","Two 25% tails",400,60,0.915343137254902,0.840676566801868,0.913031397610447,0.966666666666667,27,0.45,0,0.620689655172414,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250725,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-original","Unsorted 0-100%",400,60,0.495,0.166677404883723,-0.10780772436788,0.466666666666667,0,0,0,0,0.05,"moi_0.25_quality_0.9_genes_400_replicates_3",20250725,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-NORM","Unsorted 0-100%",400,60,0.451078431372549,0.165360348498958,0.0961378160600167,0.533333333333333,0,0,0,0,0.1,"moi_0.25_quality_0.9_genes_400_replicates_3",20250725,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-partial","Unsorted 0-100%",400,60,0.490147058823529,0.160299074908787,0.03450958599611,0.566666666666667,0,0,0,0,0.05,"moi_0.25_quality_0.9_genes_400_replicates_3",20250725,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-EB","Unsorted 0-100%",400,60,0.496813725490196,0.160602875976638,0.0125590441789386,0.533333333333333,0,0,0,0,0.05,"moi_0.25_quality_0.9_genes_400_replicates_3",20250725,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-original","Low + bulk + high",400,92,0.946499153020892,0.892068450065898,0.891034631567591,0.978260869565217,51,0.554347826086957,0,0.713286713286713,0.111111111111111,"moi_0.25_quality_0.9_genes_400_replicates_3",20250726,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-NORM","Low + bulk + high",400,92,0.886469508752117,0.76100582641997,0.881602268699043,1,1,0.0108695652173913,0,0.021505376344086,0.0555555555555556,"moi_0.25_quality_0.9_genes_400_replicates_3",20250726,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-partial","Low + bulk + high",400,92,0.897586109542631,0.80256657441794,0.902886734583789,1,28,0.282608695652174,0.0714285714285714,0.433333333333333,0.0555555555555556,"moi_0.25_quality_0.9_genes_400_replicates_3",20250726,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-EB","Low + bulk + high",400,92,0.926030491247883,0.873126161240247,0.902578487431222,1,29,0.315217391304348,0,0.479338842975207,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250726,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-original","Two 25% tails",400,92,0.94240542066629,0.865277664718717,0.888984788003021,0.978260869565217,39,0.41304347826087,0.0256410256410256,0.580152671755725,0.0555555555555556,"moi_0.25_quality_0.9_genes_400_replicates_3",20250726,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-NORM","Two 25% tails",400,92,0.878705533596838,0.735158952503245,0.883497988687329,1,8,0.0760869565217391,0.125,0.14,0.0555555555555556,"moi_0.25_quality_0.9_genes_400_replicates_3",20250726,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-partial","Two 25% tails",400,92,0.897903726708075,0.789280434916863,0.889077262148791,1,23,0.25,0,0.4,0.0555555555555556,"moi_0.25_quality_0.9_genes_400_replicates_3",20250726,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-EB","Two 25% tails",400,92,0.930194805194805,0.867506359247878,0.891574064084583,1,32,0.347826086956522,0,0.516129032258065,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250726,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-original","Unsorted 0-100%",400,92,0.540902032749859,0.245222810080421,0.098639088821417,0.543478260869565,0,0,0,0,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250726,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-NORM","Unsorted 0-100%",400,92,0.500211744776962,0.281589650786057,0.0383767704945825,0.489130434782609,0,0,0,0,0.0555555555555556,"moi_0.25_quality_0.9_genes_400_replicates_3",20250726,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-partial","Unsorted 0-100%",400,92,0.540654997176736,0.244224306922653,0.159040118366907,0.521739130434783,0,0,0,0,0.0555555555555556,"moi_0.25_quality_0.9_genes_400_replicates_3",20250726,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-EB","Unsorted 0-100%",400,92,0.538466967814794,0.244232648040637,0.154971255953023,0.532608695652174,0,0,0,0,0.0555555555555556,"moi_0.25_quality_0.9_genes_400_replicates_3",20250726,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-original","Low + bulk + high",400,102,0.921996315304645,0.891927543664106,0.922431877682343,0.96078431372549,78,0.725490196078431,0.0512820512820513,0.822222222222222,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250727,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-NORM","Low + bulk + high",400,102,0.879721015923148,0.783127669051853,0.911156849551317,0.970588235294118,21,0.196078431372549,0.0476190476190476,0.32520325203252,0.05,"moi_0.25_quality_0.9_genes_400_replicates_3",20250727,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-partial","Low + bulk + high",400,102,0.885313857086459,0.835756139227436,0.937325771412093,0.970588235294118,51,0.470588235294118,0.0588235294117647,0.627450980392157,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250727,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-EB","Low + bulk + high",400,102,0.909297275957363,0.878034170937127,0.936160949047503,0.980392156862745,43,0.411764705882353,0.0232558139534884,0.579310344827586,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250727,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-original","Two 25% tails",400,102,0.913870246085011,0.883910279292824,0.926333467155967,0.96078431372549,48,0.46078431372549,0.0208333333333333,0.626666666666667,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250727,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-NORM","Two 25% tails",400,102,0.884721673904461,0.785344995523418,0.911213394326297,0.970588235294118,21,0.196078431372549,0.0476190476190476,0.32520325203252,0.05,"moi_0.25_quality_0.9_genes_400_replicates_3",20250727,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-partial","Two 25% tails",400,102,0.883767601000132,0.811151550238841,0.93852452064167,0.970588235294118,49,0.431372549019608,0.102040816326531,0.582781456953642,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250727,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-EB","Two 25% tails",400,102,0.901039610475063,0.86929109677895,0.93719006395214,0.96078431372549,40,0.382352941176471,0.025,0.549295774647887,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250727,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-original","Unsorted 0-100%",400,102,0.487597052243716,0.243596309590666,0.127005219082731,0.558823529411765,0,0,0,0,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250727,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-NORM","Unsorted 0-100%",400,102,0.495525727069351,0.25326210279464,0.166710960073734,0.57843137254902,0,0,0,0,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250727,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-partial","Unsorted 0-100%",400,102,0.459896038952494,0.232405797473585,0.250318064359263,0.588235294117647,0,0,0,0,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250727,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-EB","Unsorted 0-100%",400,102,0.458909066982498,0.232753305110417,0.259421773131054,0.588235294117647,0,0,0,0,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250727,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-original","Low + bulk + high",400,90,0.939498207885305,0.910770352122526,0.892167757336297,0.955555555555556,84,0.811111111111111,0.130952380952381,0.839080459770115,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250728,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-NORM","Low + bulk + high",400,90,0.902007168458781,0.804247990288834,0.8977322303165,0.977777777777778,16,0.177777777777778,0,0.30188679245283,0.0434782608695652,"moi_0.25_quality_0.9_genes_400_replicates_3",20250728,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-partial","Low + bulk + high",400,90,0.913010752688172,0.84739804046232,0.906704531423633,0.966666666666667,48,0.488888888888889,0.0833333333333333,0.63768115942029,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250728,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-EB","Low + bulk + high",400,90,0.936415770609319,0.899371098156125,0.907363048936083,0.966666666666667,50,0.544444444444444,0.02,0.7,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250728,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-original","Two 25% tails",400,90,0.930358422939068,0.891254890834596,0.891509239823847,0.955555555555556,36,0.388888888888889,0.0277777777777778,0.555555555555556,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250728,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-NORM","Two 25% tails",400,90,0.899856630824373,0.80158545830849,0.895954233032885,0.966666666666667,7,0.0777777777777778,0,0.144329896907217,0.0434782608695652,"moi_0.25_quality_0.9_genes_400_replicates_3",20250728,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-partial","Two 25% tails",400,90,0.896487455197133,0.818860764343428,0.898934024776721,0.966666666666667,40,0.422222222222222,0.05,0.584615384615385,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250728,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-EB","Two 25% tails",400,90,0.92347670250896,0.876322571848357,0.899592542289172,0.966666666666667,52,0.566666666666667,0.0192307692307692,0.71830985915493,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250728,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-original","Unsorted 0-100%",400,90,0.506810035842294,0.24949652974295,0.00914516195415072,0.433333333333333,0,0,0,0,0,"moi_0.25_quality_0.9_genes_400_replicates_3",20250728,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-NORM","Unsorted 0-100%",400,90,0.52168458781362,0.248855736698068,-0.00348191134707989,0.411111111111111,0,0,0,0,0.0434782608695652,"moi_0.25_quality_0.9_genes_400_replicates_3",20250728,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-partial","Unsorted 0-100%",400,90,0.464516129032258,0.227574252717496,0.0876404494382022,0.466666666666667,0,0,0,0,0.0434782608695652,"moi_0.25_quality_0.9_genes_400_replicates_3",20250728,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-EB","Unsorted 0-100%",400,90,0.467741935483871,0.226602322214429,0.100465077993168,0.466666666666667,0,0,0,0,0.0434782608695652,"moi_0.25_quality_0.9_genes_400_replicates_3",20250728,0.25,0.9,3,FALSE
"barcs-four-methods-v1","BARCS-original","Low + bulk + high",100,16,0.955357142857143,0.905982905982906,0.897058823529412,1,15,0.8125,0.133333333333333,0.838709677419355,0.285714285714286,"moi_0.25_quality_0.9_genes_100_replicates_4",20250724,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Low + bulk + high",100,16,0.949404761904762,0.685933835256591,0.897058823529412,1,2,0.0625,0.5,0.111111111111111,0.142857142857143,"moi_0.25_quality_0.9_genes_100_replicates_4",20250724,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Low + bulk + high",100,16,0.952380952380952,0.872197730448844,0.894117647058823,1,6,0.375,0,0.545454545454545,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250724,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Low + bulk + high",100,16,0.962053571428571,0.911357106945342,0.894117647058823,1,7,0.4375,0,0.608695652173913,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250724,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-original","Two 25% tails",100,16,0.963541666666667,0.912089974589975,0.894117647058823,1,12,0.75,0,0.857142857142857,0.142857142857143,"moi_0.25_quality_0.9_genes_100_replicates_4",20250724,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Two 25% tails",100,16,0.952380952380952,0.695057618035559,0.897058823529412,1,0,0,0,0,0.142857142857143,"moi_0.25_quality_0.9_genes_100_replicates_4",20250724,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Two 25% tails",100,16,0.948660714285714,0.860043082264784,0.876470588235294,1,7,0.4375,0,0.608695652173913,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250724,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Two 25% tails",100,16,0.959077380952381,0.903288898601399,0.873529411764706,1,6,0.375,0,0.545454545454545,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250724,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-original","Unsorted 0-100%",100,16,0.56547619047619,0.200551400073955,-0.208823529411765,0.4375,0,0,0,0,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250724,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Unsorted 0-100%",100,16,0.551339285714286,0.20296275513739,-0.155882352941176,0.5,0,0,0,0,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250724,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Unsorted 0-100%",100,16,0.53422619047619,0.199619658134901,-0.235294117647059,0.4375,0,0,0,0,0.142857142857143,"moi_0.25_quality_0.9_genes_100_replicates_4",20250724,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Unsorted 0-100%",100,16,0.521949404761905,0.192304683985191,-0.235294117647059,0.4375,0,0,0,0,0.142857142857143,"moi_0.25_quality_0.9_genes_100_replicates_4",20250724,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-original","Low + bulk + high",100,17,0.930545712260808,0.868124123426253,0.958333333333333,0.941176470588235,20,0.823529411764706,0.3,0.756756756756757,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Low + bulk + high",100,17,0.880935506732814,0.688261691027648,0.948529411764706,0.941176470588235,7,0.294117647058824,0.285714285714286,0.416666666666667,0.142857142857143,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Low + bulk + high",100,17,0.88731396172927,0.79261948518798,0.936274509803922,0.941176470588235,15,0.705882352941177,0.2,0.75,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Low + bulk + high",100,17,0.917788802267895,0.847971062429326,0.936274509803922,0.941176470588235,16,0.764705882352941,0.1875,0.787878787878788,0.142857142857143,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-original","Two 25% tails",100,17,0.917788802267895,0.839748882008944,0.958333333333333,0.941176470588235,13,0.647058823529412,0.153846153846154,0.733333333333333,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Two 25% tails",100,17,0.880226789510985,0.687651185128551,0.938725490196079,0.941176470588235,7,0.294117647058824,0.285714285714286,0.416666666666667,0.142857142857143,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Two 25% tails",100,17,0.8781006378455,0.73114907391724,0.946078431372549,0.941176470588235,9,0.411764705882353,0.222222222222222,0.538461538461538,0.142857142857143,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Two 25% tails",100,17,0.902197023387668,0.81666591770398,0.948529411764706,0.941176470588235,12,0.588235294117647,0.166666666666667,0.689655172413793,0.142857142857143,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-original","Unsorted 0-100%",100,17,0.489723600283487,0.187012573177676,0.0661764705882353,0.529411764705882,0,0,0,0,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Unsorted 0-100%",100,17,0.576187101346563,0.227988271927772,0.29656862745098,0.647058823529412,0,0,0,0,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Unsorted 0-100%",100,17,0.463501063075833,0.199846252134044,0.0661764705882353,0.411764705882353,0,0,0,0,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Unsorted 0-100%",100,17,0.454287739192062,0.184367543887688,0.0588235294117647,0.411764705882353,0,0,0,0,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-original","Low + bulk + high",100,19,0.916179337231969,0.851530644184055,0.894736842105263,1,14,0.631578947368421,0.142857142857143,0.727272727272727,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Low + bulk + high",100,19,0.892137751786875,0.713956072752489,0.915789473684211,1,1,0.0526315789473684,0,0.1,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Low + bulk + high",100,19,0.902534113060429,0.835765342519974,0.907017543859649,1,7,0.368421052631579,0,0.538461538461538,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Low + bulk + high",100,19,0.920077972709552,0.882492221737073,0.914035087719298,1,10,0.526315789473684,0,0.689655172413793,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-original","Two 25% tails",100,19,0.905133203378817,0.801365541153444,0.894736842105263,1,15,0.68421052631579,0.133333333333333,0.764705882352941,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Two 25% tails",100,19,0.888888888888889,0.709144123006329,0.915789473684211,1,1,0.0526315789473684,0,0.1,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Two 25% tails",100,19,0.89538661468486,0.784202965747546,0.896491228070176,1,8,0.368421052631579,0.125,0.518518518518518,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Two 25% tails",100,19,0.915529564652372,0.851742767203294,0.912280701754386,1,11,0.578947368421053,0,0.733333333333333,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-original","Unsorted 0-100%",100,19,0.474333983105913,0.217650702452232,0.47719298245614,0.68421052631579,0,0,0,0,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Unsorted 0-100%",100,19,0.443794671864847,0.18907499304395,0.391228070175439,0.68421052631579,0,0,0,0,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Unsorted 0-100%",100,19,0.497400909681611,0.214216906696885,0.443859649122807,0.631578947368421,0,0,0,0,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Unsorted 0-100%",100,19,0.501949317738791,0.22226146691417,0.46140350877193,0.631578947368421,0,0,0,0,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-original","Low + bulk + high",100,30,0.916190476190476,0.875156535428746,0.967964404894327,0.966666666666667,25,0.733333333333333,0.12,0.8,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Low + bulk + high",100,30,0.857619047619048,0.762981939641665,0.960400444938821,1,4,0.133333333333333,0,0.235294117647059,0.25,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Low + bulk + high",100,30,0.889047619047619,0.83619759723734,0.959510567296997,0.966666666666667,9,0.3,0,0.461538461538462,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Low + bulk + high",100,30,0.914761904761905,0.879183865833497,0.959955506117909,0.966666666666667,11,0.366666666666667,0,0.536585365853658,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-original","Two 25% tails",100,30,0.919047619047619,0.878887678542695,0.966184649610679,0.966666666666667,20,0.6,0.1,0.72,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Two 25% tails",100,30,0.86,0.764595355096007,0.963959955506118,0.966666666666667,4,0.133333333333333,0,0.235294117647059,0.25,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Two 25% tails",100,30,0.888571428571429,0.824664154234416,0.957285873192436,1,10,0.333333333333333,0,0.5,0.25,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Two 25% tails",100,30,0.91047619047619,0.863325195018891,0.951501668520578,1,9,0.3,0,0.461538461538462,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-original","Unsorted 0-100%",100,30,0.56,0.365385870563764,0.18754171301446,0.533333333333333,0,0,0,0,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Unsorted 0-100%",100,30,0.598095238095238,0.40450597482398,-0.0656284760845384,0.5,0,0,0,0,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Unsorted 0-100%",100,30,0.543333333333333,0.392531366094385,0.0126807563959956,0.533333333333333,0,0,0,0,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Unsorted 0-100%",100,30,0.545952380952381,0.371742397458617,0.0491657397107898,0.566666666666667,0,0,0,0,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-original","Low + bulk + high",100,23,0.953698475437606,0.903896975956741,0.922924901185771,1,24,0.826086956521739,0.208333333333333,0.808510638297872,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Low + bulk + high",100,23,0.88481084133258,0.778686005146107,0.912055335968379,1,4,0.173913043478261,0,0.296296296296296,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Low + bulk + high",100,23,0.945228684359119,0.868586136398211,0.897233201581028,1,9,0.391304347826087,0,0.5625,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Low + bulk + high",100,23,0.93845285149633,0.889215403803465,0.904150197628459,1,15,0.652173913043478,0,0.789473684210526,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-original","Two 25% tails",100,23,0.950875211744777,0.885176786380784,0.923913043478261,1,16,0.608695652173913,0.125,0.717948717948718,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Two 25% tails",100,23,0.886504799548278,0.791793722677656,0.912055335968379,1,4,0.173913043478261,0,0.296296296296296,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Two 25% tails",100,23,0.949745906267645,0.87354846387188,0.896245059288537,1,13,0.521739130434783,0.0769230769230769,0.666666666666667,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Two 25% tails",100,23,0.947487295313382,0.88225870579524,0.895256916996047,1,10,0.434782608695652,0,0.606060606060606,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-original","Unsorted 0-100%",100,23,0.40824392998306,0.192904860771805,-0.5,0.347826086956522,0,0,0,0,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Unsorted 0-100%",100,23,0.409373235460192,0.198467517468407,-0.0592885375494071,0.434782608695652,0,0,0,0,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Unsorted 0-100%",100,23,0.392715979672501,0.192027475930306,-0.213438735177866,0.434782608695652,0,0,0,0,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Unsorted 0-100%",100,23,0.39553924336533,0.191901981659936,-0.188735177865613,0.434782608695652,0,0,0,0,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,4,FALSE
"barcs-four-methods-v1","BARCS-original","Low + bulk + high",400,64,0.849516369047619,0.733082830636979,0.911900729011301,0.9375,18,0.28125,0,0.439024390243902,0.05,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Low + bulk + high",400,64,0.762555803571429,0.482434093332075,0.886350108534861,0.921875,0,0,0,0,0.05,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Low + bulk + high",400,64,0.779482886904762,0.578255142247202,0.901460690537057,0.953125,11,0.171875,0,0.293333333333333,0.05,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Low + bulk + high",400,64,0.821614583333333,0.690831123134627,0.902193324815951,0.9375,14,0.21875,0,0.358974358974359,0.05,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,4,FALSE
