"analysis_protocol","method","design","genes","active_genes","auroc","average_precision","effect_spearman_active","direction_accuracy_active","calls_fdr_0_10","directional_recall_fdr_0_10","empirical_fdp_fdr_0_10","f1_fdr_0_10","negative_control_p_below_0_05","scenario_id","seed","moi","high_quality_guide_fraction","replicates","is_baseline"
"barcs-four-methods-v1","BARCS-original","Two 25% tails",400,64,0.834170386904762,0.707280403833568,0.910572829380805,0.921875,13,0.203125,0,0.337662337662338,0.05,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Two 25% tails",400,64,0.763299851190476,0.482708067293299,0.876276387200064,0.90625,0,0,0,0,0.05,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Two 25% tails",400,64,0.770740327380952,0.545655215666456,0.897889098427447,0.90625,8,0.125,0,0.222222222222222,0.05,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Two 25% tails",400,64,0.819428943452381,0.666598168285111,0.899537525554959,0.90625,12,0.1875,0,0.31578947368421,0.05,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-original","Unsorted 0-100%",400,64,0.490327380952381,0.197638249970178,-0.0839782042182639,0.546875,0,0,0,0,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Unsorted 0-100%",400,64,0.459309895833333,0.152975381134985,-0.0622281240635882,0.53125,0,0,0,0,0.05,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Unsorted 0-100%",400,64,0.486421130952381,0.172000598819361,-0.134255231607388,0.421875,0,0,0,0,0.05,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Unsorted 0-100%",400,64,0.482607886904762,0.173399716675789,-0.129447319152144,0.421875,0,0,0,0,0.05,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-original","Low + bulk + high",400,68,0.771881644223955,0.577464532696863,0.906581923371466,0.941176470588235,31,0.338235294117647,0.258064516129032,0.464646464646465,0.0625,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Low + bulk + high",400,68,0.691486534372785,0.416402042801383,0.908624161435441,0.926470588235294,1,0.0147058823529412,0,0.0289855072463768,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Low + bulk + high",400,68,0.704819277108434,0.4490655348563,0.923969576420823,0.941176470588235,9,0.117647058823529,0.111111111111111,0.207792207792208,0.0625,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Low + bulk + high",400,68,0.739812189936215,0.528278448746445,0.926737095292565,0.941176470588235,15,0.191176470588235,0.133333333333333,0.313253012048193,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-original","Two 25% tails",400,68,0.760896527285613,0.548704006389705,0.905532174833909,0.941176470588235,21,0.264705882352941,0.142857142857143,0.404494382022472,0.0625,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Two 25% tails",400,68,0.689404677533664,0.4146116965377,0.906830045753071,0.926470588235294,1,0.0147058823529412,0,0.0289855072463768,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Two 25% tails",400,68,0.708318568391212,0.438446049450569,0.931489593217142,0.941176470588235,20,0.176470588235294,0.4,0.272727272727273,0.0625,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Two 25% tails",400,68,0.742115520907158,0.527781653227578,0.93177588827284,0.955882352941177,15,0.176470588235294,0.2,0.289156626506024,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-original","Unsorted 0-100%",400,68,0.490698086463501,0.17369020563452,0.0211858341216095,0.470588235294118,0,0,0,0,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Unsorted 0-100%",400,68,0.458672927002126,0.153346717139619,0.109918215050765,0.544117647058823,0,0,0,0,0.0625,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Unsorted 0-100%",400,68,0.512889794472006,0.181568466538056,0.0843043507343684,0.588235294117647,0,0,0,0,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Unsorted 0-100%",400,68,0.513775690999291,0.181330539490428,0.095546203254754,0.602941176470588,0,0,0,0,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-original","Low + bulk + high",400,78,0.818721133938525,0.675745922364865,0.859983289966303,0.884615384615385,26,0.307692307692308,0.0769230769230769,0.461538461538462,0.166666666666667,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Low + bulk + high",400,78,0.735228539576366,0.442950934636643,0.896025264947159,0.897435897435897,0,0,0,0,0.0555555555555556,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Low + bulk + high",400,78,0.759436215957955,0.518917867766885,0.909414453686535,0.923076923076923,10,0.115384615384615,0.1,0.204545454545455,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Low + bulk + high",400,78,0.807174709348622,0.640443243270201,0.909768798946179,0.923076923076923,12,0.153846153846154,0,0.266666666666667,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-original","Two 25% tails",400,78,0.800645007166746,0.637139831752865,0.858768391933241,0.884615384615385,11,0.141025641025641,0,0.247191011235955,0.111111111111111,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Two 25% tails",400,78,0.734551680203854,0.436315918951579,0.893595468881033,0.897435897435897,0,0,0,0,0.0555555555555556,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Two 25% tails",400,78,0.749601847427934,0.496521167755882,0.913109768537101,0.91025641025641,11,0.128205128205128,0.0909090909090909,0.224719101123595,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Two 25% tails",400,78,0.807095078834209,0.618544542976157,0.910350937587021,0.923076923076923,10,0.128205128205128,0,0.227272727272727,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-original","Unsorted 0-100%",400,78,0.481645166427775,0.183600325525457,0.0158063296176575,0.538461538461538,0,0,0,0,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Unsorted 0-100%",400,78,0.454570791527313,0.17424202744905,0.0175527455401849,0.525641025641026,0,0,0,0,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Unsorted 0-100%",400,78,0.539735626692148,0.22082897646357,0.0310431757823168,0.525641025641026,0,0,0,0,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Unsorted 0-100%",400,78,0.539974518235388,0.219549939308679,0.0278287580698389,0.525641025641026,0,0,0,0,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-original","Low + bulk + high",400,78,0.8762143653448,0.742647000374492,0.890964009573098,0.897435897435897,18,0.230769230769231,0,0.375,0.0357142857142857,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Low + bulk + high",400,78,0.773729893295111,0.447176545063385,0.908369853500794,0.987179487179487,1,0.0128205128205128,0,0.0253164556962025,0.107142857142857,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Low + bulk + high",400,78,0.793239369326326,0.525442518503001,0.904989955079925,0.974358974358974,6,0.0641025641025641,0.166666666666667,0.119047619047619,0.0357142857142857,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Low + bulk + high",400,78,0.843924191750279,0.659273405343027,0.902141726073575,0.974358974358974,4,0.0512820512820513,0,0.0975609756097561,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-original","Two 25% tails",400,78,0.85351966873706,0.701215900271544,0.891900760446298,0.897435897435897,14,0.17948717948718,0,0.304347826086957,0.0714285714285714,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Two 25% tails",400,78,0.77130116260551,0.442442348310288,0.908382512296378,0.987179487179487,1,0.0128205128205128,0,0.0253164556962025,0.107142857142857,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Two 25% tails",400,78,0.776556776556777,0.501877972680001,0.901875891366316,0.961538461538462,2,0.0256410256410256,0,0.05,0.0357142857142857,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Two 25% tails",400,78,0.825688803949673,0.644893233778691,0.900091001189003,0.961538461538462,9,0.115384615384615,0,0.206896551724138,0.0357142857142857,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-original","Unsorted 0-100%",400,78,0.475394171046345,0.202260542101289,0.0706993733354042,0.551282051282051,0,0,0,0,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Unsorted 0-100%",400,78,0.47360248447205,0.182148153013614,0.0517997915288226,0.512820512820513,0,0,0,0,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Unsorted 0-100%",400,78,0.493987896161809,0.193421671227342,0.0560404880493884,0.564102564102564,0,0,0,0,0.0357142857142857,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Unsorted 0-100%",400,78,0.492992514731645,0.193294673611693,0.040849933348854,0.564102564102564,0,0,0,0,0.0357142857142857,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-original","Low + bulk + high",400,95,0.865435720448663,0.78194205852034,0.940232748326357,0.894736842105263,52,0.494736842105263,0.0961538461538462,0.639455782312925,0.04,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Low + bulk + high",400,95,0.784503882657463,0.6040633307652,0.942052680092571,0.926315789473684,0,0,0,0,0.04,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Low + bulk + high",400,95,0.814978429680759,0.646040325113797,0.942871649387367,0.936842105263158,10,0.105263157894737,0,0.19047619047619,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Low + bulk + high",400,95,0.848283002588438,0.741391891614614,0.944782577741891,0.936842105263158,9,0.0947368421052632,0,0.173076923076923,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-original","Two 25% tails",400,95,0.856566005176877,0.762705552992622,0.938587809999203,0.905263157894737,22,0.231578947368421,0,0.376068376068376,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Two 25% tails",400,95,0.793615185504746,0.610703110596498,0.941975682979385,0.936842105263158,0,0,0,0,0.04,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Two 25% tails",400,95,0.819810181190682,0.650965196983871,0.938454814985518,0.936842105263158,6,0.0631578947368421,0,0.118811881188119,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Two 25% tails",400,95,0.855461604831751,0.751895147976782,0.939756766172117,0.947368421052632,7,0.0736842105263158,0,0.137254901960784,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-original","Unsorted 0-100%",400,95,0.512338222605695,0.258894137383726,-0.0451273080645307,0.442105263157895,0,0,0,0,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Unsorted 0-100%",400,95,0.513339085418464,0.253849062111935,-0.0308688426500047,0.473684210526316,0,0,0,0,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Unsorted 0-100%",400,95,0.517963761863676,0.256521817319613,0.0421244206502786,0.505263157894737,0,0,0,0,0.04,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Unsorted 0-100%",400,95,0.519206212251941,0.257348882853039,0.0389815384847792,0.526315789473684,0,0,0,0,0.04,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,4,FALSE
"barcs-four-methods-v1","BARCS-original","Low + bulk + high",400,82,0.879736155852125,0.827496752320544,0.862017174388611,0.914634146341463,66,0.695121951219512,0.136363636363636,0.77027027027027,0.153846153846154,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Low + bulk + high",400,82,0.8256250958736,0.63779807590659,0.873162024792939,0.963414634146341,6,0.0609756097560976,0.166666666666667,0.113636363636364,0.115384615384615,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Low + bulk + high",400,82,0.844339622641509,0.719813474802588,0.885155799349158,0.951219512195122,12,0.146341463414634,0,0.25531914893617,0.0384615384615385,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Low + bulk + high",400,82,0.875402669121031,0.815362470882761,0.888399124955105,0.951219512195122,30,0.365853658536585,0,0.535714285714286,0.0384615384615385,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-original","Two 25% tails",400,82,0.869075011504832,0.815222082069514,0.861124715664827,0.926829268292683,48,0.573170731707317,0.0208333333333333,0.723076923076923,0.153846153846154,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Two 25% tails",400,82,0.822518791225648,0.632456570757234,0.875904702822129,0.951219512195122,3,0.0365853658536585,0,0.0705882352941176,0.115384615384615,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Two 25% tails",400,82,0.83383187605461,0.704796489601367,0.881477128024292,0.926829268292683,6,0.0731707317073171,0,0.136363636363636,0.0384615384615385,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Two 25% tails",400,82,0.85546096026998,0.782169621714785,0.884611617200509,0.926829268292683,21,0.25609756097561,0,0.407766990291262,0.0384615384615385,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-original","Unsorted 0-100%",400,82,0.532060131922074,0.21329322679803,0.0473764978613642,0.560975609756098,0,0,0,0,0.0384615384615385,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Unsorted 0-100%",400,82,0.536201871452677,0.219788330059614,0.0657698544856935,0.560975609756098,0,0,0,0,0.0769230769230769,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Unsorted 0-100%",400,82,0.511428133149256,0.217327230404497,0.111568224115976,0.634146341463415,0,0,0,0,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Unsorted 0-100%",400,82,0.510776192667587,0.217093010523712,0.116095819592734,0.609756097560976,0,0,0,0,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-original","Low + bulk + high",400,81,0.903827547505708,0.808013514223686,0.924074074074074,0.962962962962963,52,0.567901234567901,0.115384615384615,0.691729323308271,0.133333333333333,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Low + bulk + high",400,81,0.832462556600488,0.653481949917433,0.901716350496838,0.987654320987654,7,0.0864197530864197,0,0.159090909090909,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Low + bulk + high",400,81,0.834939432640582,0.680363598162565,0.907881662149955,0.987654320987654,15,0.17283950617284,0.0666666666666667,0.291666666666667,0.0666666666666667,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Low + bulk + high",400,81,0.885212276016874,0.773373239709754,0.907429990966576,1,21,0.259259259259259,0,0.411764705882353,0.0666666666666667,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-original","Two 25% tails",400,81,0.892294593444019,0.772655981210138,0.924480578139115,0.950617283950617,34,0.407407407407407,0.0294117647058824,0.573913043478261,0.0666666666666667,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Two 25% tails",400,81,0.834823329076203,0.655082389832469,0.907859078590786,0.987654320987654,8,0.0864197530864197,0.125,0.157303370786517,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Two 25% tails",400,81,0.809125740160223,0.63917062224968,0.908785004516712,0.987654320987654,16,0.197530864197531,0,0.329896907216495,0.0666666666666667,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Two 25% tails",400,81,0.863423507101668,0.741142960412887,0.907204155374887,1,24,0.296296296296296,0,0.457142857142857,0.0666666666666667,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-original","Unsorted 0-100%",400,81,0.5154224234684,0.219401636735211,0.157294489611563,0.518518518518518,0,0,0,0,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Unsorted 0-100%",400,81,0.518750725647277,0.209680060187382,0.122990063233966,0.567901234567901,0,0,0,0,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Unsorted 0-100%",400,81,0.4885250977205,0.204150637023862,0.13676603432701,0.580246913580247,0,0,0,0,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Unsorted 0-100%",400,81,0.480475250590193,0.202663445309017,0.138121047877145,0.567901234567901,0,0,0,0,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-original","Low + bulk + high",400,77,0.905994933858711,0.820159916697404,0.898916872601083,0.974025974025974,54,0.623376623376623,0.111111111111111,0.732824427480916,0.0526315789473684,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Low + bulk + high",400,77,0.805355635076997,0.529872102216228,0.861717230138283,0.974025974025974,0,0,0,0,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Low + bulk + high",400,77,0.850026134855856,0.677591510944483,0.882091592617908,0.987012987012987,21,0.272727272727273,0,0.428571428571429,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Low + bulk + high",400,77,0.891520244461421,0.783813435283178,0.887244334612756,0.987012987012987,28,0.350649350649351,0.0357142857142857,0.514285714285714,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-original","Two 25% tails",400,77,0.89827509951349,0.796369658905825,0.898417372101583,0.987012987012987,34,0.428571428571429,0.0294117647058824,0.594594594594595,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Two 25% tails",400,77,0.804270033372201,0.506151769045986,0.86127030863873,0.974025974025974,0,0,0,0,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Two 25% tails",400,77,0.839491777572273,0.679431595461571,0.893658972606341,0.974025974025974,26,0.311688311688312,0.0769230769230769,0.466019417475728,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Two 25% tails",400,77,0.880342567649069,0.780567565324347,0.892554813607445,0.987012987012987,35,0.441558441558442,0.0285714285714286,0.607142857142857,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-original","Unsorted 0-100%",400,77,0.52844678541273,0.199439665304156,-0.105683789894316,0.454545454545455,0,0,0,0,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Unsorted 0-100%",400,77,0.555988902738129,0.226947084275058,-0.0894368789105631,0.467532467532468,0,0,0,0,0.0526315789473684,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Unsorted 0-100%",400,77,0.502995456555828,0.199119526300438,-0.01161995898838,0.493506493506494,0,0,0,0,0.0526315789473684,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Unsorted 0-100%",400,77,0.50215109967432,0.198475064318219,0.00541563699458436,0.519480519480519,0,0,0,0,0.0526315789473684,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-original","Low + bulk + high",400,75,0.938748717948718,0.882723942778306,0.897977183213573,0.973333333333333,46,0.586666666666667,0.0434782608695652,0.727272727272727,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Low + bulk + high",400,75,0.886974358974359,0.732101932354686,0.906768329480182,0.973333333333333,0,0,0,0,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Low + bulk + high",400,75,0.89694358974359,0.789769548998424,0.919599419985816,1,34,0.44,0.0294117647058824,0.605504587155963,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Low + bulk + high",400,75,0.927630769230769,0.857957451434574,0.918603659081831,0.986666666666667,35,0.466666666666667,0,0.636363636363636,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-original","Two 25% tails",400,75,0.928574358974359,0.859736418971255,0.892600074332054,0.973333333333333,42,0.546666666666667,0.0238095238095238,0.700854700854701,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Two 25% tails",400,75,0.885169230769231,0.726254906405524,0.905715667953112,0.973333333333333,0,0,0,0,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Two 25% tails",400,75,0.882707692307692,0.777256798896381,0.925488634475098,0.986666666666667,32,0.4,0.0625,0.560747663551402,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Two 25% tails",400,75,0.9136,0.838260048656994,0.92398076796335,0.986666666666667,36,0.466666666666667,0.0277777777777778,0.630630630630631,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-original","Unsorted 0-100%",400,75,0.562461538461538,0.221171295912811,0.00199152180796978,0.426666666666667,0,0,0,0,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-NORM","Unsorted 0-100%",400,75,0.559630769230769,0.216793143595071,0.0826766053422882,0.493333333333333,0,0,0,0,0.0769230769230769,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-partial","Unsorted 0-100%",400,75,0.571569230769231,0.221732309577595,-0.00628751885087601,0.453333333333333,1,0,1,0,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,4,FALSE
"barcs-four-methods-v1","BARCS-EB","Unsorted 0-100%",400,75,0.56508717948718,0.218350577826958,-0.012375885520955,0.453333333333333,1,0,1,0,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,4,FALSE
