"analysis_protocol","method","genes","active_genes","auroc","average_precision","effect_spearman_active","direction_accuracy_active","calls_fdr_0_10","directional_recall_fdr_0_10","empirical_fdp_fdr_0_10","f1_fdr_0_10","negative_control_p_below_0_05","scenario_id","seed","moi","high_quality_guide_fraction","genes_simulated","replicates","is_baseline"
"barcs-external-headtohead-v1","edgeR-QL",100,16,0.963541666666667,0.910547969187675,0.894117647058823,1,22,0.875,0.363636363636364,0.736842105263158,0.428571428571429,"moi_0.25_quality_0.9_genes_100_replicates_4",20250724,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","DESeq2",100,16,0.951636904761905,0.899916056166056,0.9,1,23,0.875,0.391304347826087,0.717948717948718,0.428571428571429,"moi_0.25_quality_0.9_genes_100_replicates_4",20250724,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","limma-voom",100,16,0.96577380952381,0.919740188953488,0.897058823529412,1,22,0.875,0.363636363636364,0.736842105263158,0.285714285714286,"moi_0.25_quality_0.9_genes_100_replicates_4",20250724,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",100,17,0.930545712260808,0.868124123426253,0.958333333333333,0.941176470588235,20,0.823529411764706,0.3,0.756756756756757,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",100,17,0.88731396172927,0.79261948518798,0.936274509803922,0.941176470588235,15,0.705882352941177,0.2,0.75,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",100,17,0.917788802267895,0.847971062429326,0.936274509803922,0.941176470588235,16,0.764705882352941,0.1875,0.787878787878788,0.142857142857143,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",100,17,0.906449326718639,0.803222570081205,0.958333333333333,0.941176470588235,15,0.647058823529412,0.266666666666667,0.6875,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",100,17,0.924167257264352,0.880876155781164,0.958333333333333,0.941176470588235,23,0.88235294117647,0.347826086956522,0.75,0.142857142857143,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","DESeq2",100,17,0.927002126151665,0.885186811042825,0.96078431372549,0.941176470588235,24,0.88235294117647,0.375,0.731707317073171,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","limma-voom",100,17,0.922041105598866,0.877370513133648,0.948529411764706,0.941176470588235,23,0.88235294117647,0.347826086956522,0.75,0.142857142857143,"moi_0.25_quality_0.9_genes_100_replicates_4",20250725,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",100,19,0.916179337231969,0.851530644184055,0.894736842105263,1,14,0.631578947368421,0.142857142857143,0.727272727272727,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",100,19,0.902534113060429,0.835765342519974,0.907017543859649,1,7,0.368421052631579,0,0.538461538461538,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",100,19,0.920077972709552,0.882492221737073,0.914035087719298,1,10,0.526315789473684,0,0.689655172413793,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",100,19,0.890188434048083,0.783338463508742,0.912280701754386,1,15,0.631578947368421,0.2,0.705882352941177,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",100,19,0.919428200129955,0.856011468435248,0.88421052631579,1,22,0.789473684210526,0.318181818181818,0.731707317073171,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","DESeq2",100,19,0.928525016244314,0.856789207324069,0.866666666666667,1,22,0.789473684210526,0.318181818181818,0.731707317073171,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","limma-voom",100,19,0.91358024691358,0.847216313030184,0.880701754385965,1,21,0.789473684210526,0.285714285714286,0.75,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250726,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",100,30,0.916190476190476,0.875156535428746,0.967964404894327,0.966666666666667,25,0.733333333333333,0.12,0.8,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",100,30,0.889047619047619,0.83619759723734,0.959510567296997,0.966666666666667,9,0.3,0,0.461538461538462,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",100,30,0.914761904761905,0.879183865833497,0.959955506117909,0.966666666666667,11,0.366666666666667,0,0.536585365853658,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",100,30,0.921428571428571,0.899994189652426,0.964849833147942,0.966666666666667,24,0.7,0.125,0.777777777777778,0.25,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",100,30,0.923809523809524,0.884488442984746,0.963515016685206,0.966666666666667,31,0.766666666666667,0.258064516129032,0.754098360655738,0.25,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","DESeq2",100,30,0.921904761904762,0.887147848891992,0.963959955506118,0.966666666666667,31,0.833333333333333,0.193548387096774,0.819672131147541,0.25,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","limma-voom",100,30,0.921904761904762,0.8877092179484,0.961290322580645,0.966666666666667,30,0.766666666666667,0.233333333333333,0.766666666666667,0.25,"moi_0.25_quality_0.9_genes_100_replicates_4",20250727,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",100,23,0.953698475437606,0.903896975956741,0.922924901185771,1,24,0.826086956521739,0.208333333333333,0.808510638297872,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",100,23,0.945228684359119,0.868586136398211,0.897233201581028,1,9,0.391304347826087,0,0.5625,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",100,23,0.93845285149633,0.889215403803465,0.904150197628459,1,15,0.652173913043478,0,0.789473684210526,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",100,23,0.939017504234895,0.902377424316315,0.905138339920948,1,16,0.695652173913043,0,0.82051282051282,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",100,23,0.944664031620553,0.910113449895561,0.922924901185771,1,26,0.826086956521739,0.269230769230769,0.775510204081633,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","DESeq2",100,23,0.950875211744777,0.918737142592978,0.939723320158103,1,24,0.826086956521739,0.208333333333333,0.808510638297872,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","limma-voom",100,23,0.950310559006211,0.913538107844206,0.91699604743083,1,27,0.826086956521739,0.296296296296296,0.76,0,"moi_0.25_quality_0.9_genes_100_replicates_4",20250728,0.25,0.9,100,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,64,0.849516369047619,0.733082830636979,0.911900729011301,0.9375,18,0.28125,0,0.439024390243902,0.05,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,64,0.779482886904762,0.578255142247202,0.901460690537057,0.953125,11,0.171875,0,0.293333333333333,0.05,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,64,0.821614583333333,0.690831123134627,0.902193324815951,0.9375,14,0.21875,0,0.358974358974359,0.05,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,64,0.862072172619048,0.742551030149997,0.913182838999366,0.96875,26,0.375,0.0769230769230769,0.533333333333333,0.05,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,64,0.863188244047619,0.751880980949399,0.911946518653732,0.953125,52,0.609375,0.25,0.672413793103448,0.15,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,64,0.864908854166667,0.758763315220547,0.909519667604894,0.953125,58,0.640625,0.293103448275862,0.672131147540984,0.15,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,64,0.868071056547619,0.756949243525539,0.912724942575057,0.9375,47,0.578125,0.212765957446809,0.666666666666667,0.15,"moi_0.25_quality_0.6_genes_400_replicates_4",20250724,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,68,0.771881644223955,0.577464532696863,0.906581923371466,0.941176470588235,31,0.338235294117647,0.258064516129032,0.464646464646465,0.0625,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,68,0.704819277108434,0.4490655348563,0.923969576420823,0.941176470588235,9,0.117647058823529,0.111111111111111,0.207792207792208,0.0625,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,68,0.739812189936215,0.528278448746445,0.926737095292565,0.941176470588235,15,0.191176470588235,0.133333333333333,0.313253012048193,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,68,0.801913536498937,0.629048948038456,0.928512124637889,0.941176470588235,25,0.294117647058824,0.2,0.43010752688172,0.0625,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,68,0.798281360737066,0.635509532414664,0.904749635015003,0.941176470588235,63,0.514705882352941,0.444444444444444,0.534351145038168,0.125,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,68,0.794161941885188,0.630911300705559,0.894672049054453,0.941176470588235,65,0.544117647058823,0.430769230769231,0.556390977443609,0.125,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,68,0.808026222537208,0.635077518164725,0.904616030655677,0.926470588235294,56,0.485294117647059,0.410714285714286,0.532258064516129,0.125,"moi_0.25_quality_0.6_genes_400_replicates_4",20250725,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,78,0.818721133938525,0.675745922364865,0.859983289966303,0.884615384615385,26,0.307692307692308,0.0769230769230769,0.461538461538462,0.166666666666667,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,78,0.759436215957955,0.518917867766885,0.909414453686535,0.923076923076923,10,0.115384615384615,0.1,0.204545454545455,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,78,0.807174709348622,0.640443243270201,0.909768798946179,0.923076923076923,12,0.153846153846154,0,0.266666666666667,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,78,0.847189042841217,0.699320769757424,0.912603561023325,0.948717948717949,21,0.230769230769231,0.142857142857143,0.363636363636364,0.0555555555555556,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,78,0.856505813027552,0.736812813237157,0.85983142771217,0.897435897435897,78,0.628205128205128,0.358974358974359,0.641025641025641,0.222222222222222,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,78,0.851608536391145,0.735636642114503,0.86215998227554,0.91025641025641,75,0.615384615384615,0.346666666666667,0.640522875816993,0.222222222222222,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,78,0.853280777193821,0.740626767855925,0.855883009104717,0.897435897435897,64,0.602564102564103,0.25,0.676056338028169,0.222222222222222,"moi_0.25_quality_0.6_genes_400_replicates_4",20250726,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,78,0.8762143653448,0.742647000374492,0.890964009573098,0.897435897435897,18,0.230769230769231,0,0.375,0.0357142857142857,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,78,0.793239369326326,0.525442518503001,0.904989955079925,0.974358974358974,6,0.0641025641025641,0.166666666666667,0.119047619047619,0.0357142857142857,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,78,0.843924191750279,0.659273405343027,0.902141726073575,0.974358974358974,4,0.0512820512820513,0,0.0975609756097561,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,78,0.879399585921325,0.712016363327475,0.903205064902612,0.987179487179487,27,0.333333333333333,0.037037037037037,0.495238095238095,0.0714285714285714,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,78,0.889910813823857,0.775345861248722,0.891888101650714,0.884615384615385,66,0.615384615384615,0.272727272727273,0.666666666666667,0.107142857142857,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,78,0.891742315655359,0.782181749236341,0.89441986076747,0.923076923076923,65,0.615384615384615,0.261538461538462,0.671328671328671,0.107142857142857,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,78,0.88871635610766,0.770653562214189,0.898812462835041,0.91025641025641,57,0.576923076923077,0.210526315789474,0.666666666666667,0.107142857142857,"moi_0.25_quality_0.6_genes_400_replicates_4",20250727,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,95,0.865435720448663,0.78194205852034,0.940232748326357,0.894736842105263,52,0.494736842105263,0.0961538461538462,0.639455782312925,0.04,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,95,0.814978429680759,0.646040325113797,0.942871649387367,0.936842105263158,10,0.105263157894737,0,0.19047619047619,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,95,0.848283002588438,0.741391891614614,0.944782577741891,0.936842105263158,9,0.0947368421052632,0,0.173076923076923,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,95,0.87565142364107,0.801648287472616,0.940932722082593,0.936842105263158,39,0.410526315789474,0,0.582089552238806,0,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,95,0.874754098360656,0.795956891333573,0.942661657260496,0.91578947368421,70,0.589473684210526,0.2,0.678787878787879,0.12,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,95,0.875478861087144,0.798998642573006,0.941289708698273,0.926315789473684,72,0.621052631578947,0.180555555555556,0.706586826347305,0.08,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,95,0.870854184641933,0.794055255109616,0.936613884006617,0.905263157894737,66,0.568421052631579,0.181818181818182,0.670807453416149,0.12,"moi_0.25_quality_0.6_genes_400_replicates_4",20250728,0.25,0.6,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,82,0.879736155852125,0.827496752320544,0.862017174388611,0.914634146341463,66,0.695121951219512,0.136363636363636,0.77027027027027,0.153846153846154,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,82,0.844339622641509,0.719813474802588,0.885155799349158,0.951219512195122,12,0.146341463414634,0,0.25531914893617,0.0384615384615385,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,82,0.875402669121031,0.815362470882761,0.888399124955105,0.951219512195122,30,0.365853658536585,0,0.535714285714286,0.0384615384615385,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,82,0.900943396226415,0.83031777595527,0.889596325682132,0.975609756097561,46,0.524390243902439,0.0652173913043478,0.671875,0.115384615384615,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,82,0.90063660070563,0.848986022867053,0.862909633112395,0.914634146341463,82,0.75609756097561,0.24390243902439,0.75609756097561,0.269230769230769,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,82,0.896878355576009,0.851063145172161,0.865434638282126,0.926829268292683,86,0.768292682926829,0.267441860465116,0.75,0.269230769230769,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,82,0.899677864703175,0.848670334458907,0.860689369945908,0.902439024390244,78,0.768292682926829,0.192307692307692,0.7875,0.269230769230769,"moi_0.25_quality_0.75_genes_400_replicates_4",20250724,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,81,0.903827547505708,0.808013514223686,0.924074074074074,0.962962962962963,52,0.567901234567901,0.115384615384615,0.691729323308271,0.133333333333333,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,81,0.834939432640582,0.680363598162565,0.907881662149955,0.987654320987654,15,0.17283950617284,0.0666666666666667,0.291666666666667,0.0666666666666667,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,81,0.885212276016874,0.773373239709754,0.907429990966576,1,21,0.259259259259259,0,0.411764705882353,0.0666666666666667,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,81,0.915166995626766,0.809393961559728,0.903635953026197,1,48,0.530864197530864,0.104166666666667,0.666666666666667,0.0666666666666667,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,81,0.914005959982972,0.83156260523224,0.923554652213189,0.950617283950617,87,0.703703703703704,0.344827586206897,0.678571428571429,0.133333333333333,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,81,0.912187004141027,0.833663878760939,0.919896115627823,0.950617283950617,89,0.740740740740741,0.314606741573034,0.71764705882353,0.2,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,81,0.91895971206316,0.830361995770294,0.924728997289973,0.950617283950617,86,0.716049382716049,0.325581395348837,0.694610778443114,0.133333333333333,"moi_0.25_quality_0.75_genes_400_replicates_4",20250725,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,77,0.905994933858711,0.820159916697404,0.898916872601083,0.974025974025974,54,0.623376623376623,0.111111111111111,0.732824427480916,0.0526315789473684,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,77,0.850026134855856,0.677591510944483,0.882091592617908,0.987012987012987,21,0.272727272727273,0,0.428571428571429,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,77,0.891520244461421,0.783813435283178,0.887244334612756,0.987012987012987,28,0.350649350649351,0.0357142857142857,0.514285714285714,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,77,0.906477423505287,0.808893544713625,0.888874283611126,0.987012987012987,37,0.454545454545455,0.0540540540540541,0.614035087719298,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,77,0.920590245667645,0.854160786629844,0.898128187601872,0.987012987012987,75,0.753246753246753,0.226666666666667,0.763157894736842,0.0526315789473684,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,77,0.917253025612159,0.855578341956167,0.897208055102792,0.961038961038961,85,0.805194805194805,0.270588235294118,0.765432098765432,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,77,0.920670660608741,0.851210716198463,0.899942163100058,0.987012987012987,73,0.727272727272727,0.232876712328767,0.746666666666667,0.0526315789473684,"moi_0.25_quality_0.75_genes_400_replicates_4",20250726,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,75,0.938748717948718,0.882723942778306,0.897977183213573,0.973333333333333,46,0.586666666666667,0.0434782608695652,0.727272727272727,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,75,0.89694358974359,0.789769548998424,0.919599419985816,1,34,0.44,0.0294117647058824,0.605504587155963,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,75,0.927630769230769,0.857957451434574,0.918603659081831,0.986666666666667,35,0.466666666666667,0,0.636363636363636,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,75,0.937805128205128,0.870647247883429,0.926996500986847,0.986666666666667,39,0.506666666666667,0.0256410256410256,0.666666666666667,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,75,0.946953846153846,0.898176418620096,0.895871860159433,0.973333333333333,78,0.826666666666667,0.205128205128205,0.810457516339869,0.0384615384615385,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,75,0.942317948717949,0.900270854737184,0.888702381650742,0.973333333333333,75,0.8,0.2,0.8,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,75,0.942276923076923,0.890162250661751,0.900793764056273,0.973333333333333,78,0.813333333333333,0.217948717948718,0.797385620915033,0.0384615384615385,"moi_0.25_quality_0.75_genes_400_replicates_4",20250727,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,93,0.91264754299324,0.872646575797512,0.88086330184471,0.956989247311828,71,0.688172043010753,0.0985915492957746,0.780487804878049,0.105263157894737,"moi_0.25_quality_0.75_genes_400_replicates_4",20250728,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,93,0.867640362859444,0.785577091314177,0.914792585995241,0.989247311827957,24,0.258064516129032,0,0.41025641025641,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250728,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,93,0.90154460439214,0.853047373314305,0.914464334345587,1,32,0.344086021505376,0,0.512,0,"moi_0.25_quality_0.75_genes_400_replicates_4",20250728,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","MAGeCK-MLE",400,93,0.912332317607089,0.868335175981618,0.921462062695015,0.978494623655914,52,0.548387096774194,0.0192307692307692,0.703448275862069,0.0526315789473684,"moi_0.25_quality_0.75_genes_400_replicates_4",20250728,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","edgeR-QL",400,93,0.918987075759168,0.880721140122182,0.879714421070924,0.956989247311828,86,0.763440860215054,0.174418604651163,0.793296089385475,0.105263157894737,"moi_0.25_quality_0.75_genes_400_replicates_4",20250728,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","DESeq2",400,93,0.924906308010227,0.888335837008782,0.88727912954248,0.978494623655914,89,0.774193548387097,0.191011235955056,0.791208791208791,0.105263157894737,"moi_0.25_quality_0.75_genes_400_replicates_4",20250728,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","limma-voom",400,93,0.921438828762565,0.884511581249938,0.881915199176554,0.956989247311828,81,0.741935483870968,0.123456790123457,0.816091954022988,0.105263157894737,"moi_0.25_quality_0.75_genes_400_replicates_4",20250728,0.25,0.75,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-original",400,79,0.971528845774676,0.944003360579533,0.954381694255112,1,78,0.886075949367089,0.102564102564103,0.89171974522293,0.05,"moi_0.1_quality_0.9_genes_400_replicates_4",20250724,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-partial",400,79,0.955124413423242,0.900903429854993,0.963802336903603,1,47,0.582278481012658,0.0212765957446809,0.73015873015873,0,"moi_0.1_quality_0.9_genes_400_replicates_4",20250724,0.1,0.9,400,4,FALSE
"barcs-external-headtohead-v1","BARCS-EB",400,79,0.965653219764186,0.932138486899307,0.963680623174294,1,50,0.632911392405063,0,0.775193798449612,0,"moi_0.1_quality_0.9_genes_400_replicates_4",20250724,0.1,0.9,400,4,FALSE
