"analysis_protocol","method","design","nominal_fdr","genes","active_genes","calls","precision","recall","directional_recall","realized_fdp","f1","moi","seed","scope"
"crispulator-moi-10k-v1","BARCS-moderated","low-high",0.05,9517,1933,1432,0.972765363128492,0.720641489912054,0.720641489912054,0.0272346368715084,0.827934621099554,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","BARCS-moderated","low-high",0.1,9517,1933,1589,0.94273127753304,0.774961200206932,0.774961200206932,0.0572687224669604,0.850653038046564,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","BARCS-moderated","low-high",0.2,9517,1933,1846,0.861321776814735,0.82255561303673,0.82255561303673,0.138678223185265,0.841492458322307,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","BARCS-moderated","low-high",0.3,9517,1933,2092,0.796367112810707,0.861872736678738,0.861872736678738,0.203632887189293,0.827826086956522,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","BARCS-moderated","low-high",0.5,9517,1933,2729,0.645291315500183,0.911019141231247,0.91050181065701,0.354708684499817,0.755469755469756,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","edgeR-QL","low-bulk-high",0.001,9517,1933,1204,0.993355481727575,0.618727366787377,0.618727366787377,0.00664451827242525,0.76251195409627,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","edgeR-QL","low-bulk-high",0.005,9517,1933,1371,0.978118161925602,0.693740300051733,0.693740300051733,0.0218818380743982,0.811743341404358,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","edgeR-QL","low-bulk-high",0.01,9517,1933,1453,0.965588437715072,0.725814795654423,0.725814795654423,0.0344115622849277,0.828706438275251,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","edgeR-QL","low-bulk-high",0.05,9517,1933,1812,0.869757174392936,0.815312984997413,0.815312984997413,0.130242825607064,0.841655540720961,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","edgeR-QL","low-bulk-high",0.1,9517,1933,2067,0.798258345428157,0.853595447490947,0.853595447490947,0.201741654571843,0.825,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","edgeR-QL","low-bulk-high",0.2,9517,1933,2486,0.693885760257442,0.892395240558717,0.89187790998448,0.306114239742558,0.780719619823489,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","edgeR-QL","low-bulk-high",0.3,9517,1933,2996,0.592456608811749,0.918261769270564,0.916192446973616,0.407543391188251,0.720227226617975,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","edgeR-QL","low-bulk-high",0.5,9517,1933,4199,0.436294355799,0.947749612002069,0.943610967408174,0.563705644201,0.597521200260926,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","limma-voom","low-bulk-high",0.001,9517,1933,1218,0.990968801313629,0.624418003103983,0.624418003103983,0.0090311986863711,0.766105998095842,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","limma-voom","low-bulk-high",0.005,9517,1933,1385,0.977617328519856,0.700465597516813,0.700465597516813,0.0223826714801444,0.816154309825196,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","limma-voom","low-bulk-high",0.01,9517,1933,1468,0.964577656675749,0.732540093119503,0.732540093119503,0.0354223433242507,0.832696265804175,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","limma-voom","low-bulk-high",0.05,9517,1933,1840,0.863586956521739,0.822038282462494,0.821520951888257,0.136413043478261,0.842300556586271,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","limma-voom","low-bulk-high",0.1,9517,1933,2095,0.785202863961814,0.851008794619762,0.850491464045525,0.214797136038186,0.816782522343595,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","limma-voom","low-bulk-high",0.2,9517,1933,2596,0.671032357473035,0.901189860320745,0.899120538023797,0.328967642526965,0.769264738352837,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","limma-voom","low-bulk-high",0.3,9517,1933,3079,0.578759337447223,0.921883083290223,0.919296430419038,0.421240662552777,0.711093375897845,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","limma-voom","low-bulk-high",0.5,9517,1933,4249,0.431866321487409,0.94930160372478,0.943093636833937,0.568133678512591,0.593659010029117,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","MAGeCK-MLE","low-bulk-high",0.001,9517,1933,330,1,0.170719089498189,0.170719089498189,0,0.291648254529386,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","MAGeCK-MLE","low-bulk-high",0.005,9517,1933,330,1,0.170719089498189,0.170719089498189,0,0.291648254529386,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","MAGeCK-MLE","low-bulk-high",0.01,9517,1933,424,1,0.219348163476461,0.219348163476461,0,0.359779380568519,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","MAGeCK-MLE","low-bulk-high",0.05,9517,1933,902,0.997782705099778,0.465597516813244,0.465597516813244,0.00221729490022173,0.634920634920635,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","MAGeCK-MLE","low-bulk-high",0.1,9517,1933,1085,0.9963133640553,0.559234350750129,0.559234350750129,0.00368663594470046,0.71636845593108,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","MAGeCK-MLE","low-bulk-high",0.2,9517,1933,1319,0.981046247156937,0.669425763062597,0.669425763062597,0.0189537528430629,0.795817958179582,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","MAGeCK-MLE","low-bulk-high",0.3,9517,1933,1483,0.953472690492245,0.731505431971029,0.731505431971029,0.0465273095077545,0.827868852459016,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","MAGeCK-MLE","low-bulk-high",0.5,9517,1933,1782,0.889450056116723,0.819968960165546,0.819968960165546,0.110549943883277,0.853297442799462,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","DESeq2","low-bulk-high",0.001,9517,1933,1281,0.987509758001561,0.654423176409726,0.654423176409726,0.0124902419984387,0.787181082762912,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","DESeq2","low-bulk-high",0.005,9517,1933,1461,0.965092402464066,0.729436109674082,0.729436109674082,0.0349075975359343,0.830878020035356,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","DESeq2","low-bulk-high",0.01,9517,1933,1541,0.947436729396496,0.755302638385929,0.755302638385929,0.0525632706035042,0.840529648819804,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","DESeq2","low-bulk-high",0.05,9517,1933,1921,0.839146277980219,0.833936885669943,0.833936885669943,0.160853722019781,0.836533471717696,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","DESeq2","low-bulk-high",0.1,9517,1933,2178,0.772727272727273,0.870667356440766,0.870150025866529,0.227272727272727,0.818778885915835,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","DESeq2","low-bulk-high",0.2,9517,1933,2654,0.656744536548606,0.901707190894982,0.899637868598034,0.343255463451394,0.75997383911053,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","DESeq2","low-bulk-high",0.3,9517,1933,3217,0.557351569785514,0.927573719606829,0.924469736161407,0.442648430214486,0.69631067961165,0.3,20250726,"supplementary"
"crispulator-moi-10k-v1","DESeq2","low-bulk-high",0.5,9517,1933,4408,0.417649727767695,0.952405587170202,0.946197620279358,0.582350272232305,0.580665510171897,0.3,20250726,"supplementary"
