"analysis_protocol","method","nominal_fdr","genes","active_genes","calls","true_positive","false_positive","true_negative","false_negative","precision","recall","directional_recall","f1","realized_fdp","specificity","balanced_accuracy","scenario_id","seed","moi","high_quality_guide_fraction","genes_simulated","replicates","is_baseline"
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.005,400,92,3,3,0,308,89,1,0.0326086956521739,0.0326086956521739,0.0631578947368421,0,1,0.516304347826087,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.001,400,92,2,2,0,308,90,1,0.0217391304347826,0.0217391304347826,0.0425531914893617,0,1,0.510869565217391,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.1,400,92,3,3,0,308,89,1,0.0326086956521739,0.0326086956521739,0.0631578947368421,0,1,0.516304347826087,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.05,400,92,1,1,0,308,91,1,0.0108695652173913,0.0108695652173913,0.021505376344086,0,1,0.505434782608696,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.01,400,92,0,0,0,308,92,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.005,400,92,0,0,0,308,92,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.001,400,92,0,0,0,308,92,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.1,400,92,1,1,0,308,91,1,0.0108695652173913,0.0108695652173913,0.021505376344086,0,1,0.505434782608696,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.05,400,92,0,0,0,308,92,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.01,400,92,0,0,0,308,92,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.005,400,92,0,0,0,308,92,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.001,400,92,0,0,0,308,92,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.1,400,92,157,74,83,225,18,0.471337579617834,0.804347826086957,0.804347826086957,0.594377510040161,0.528662420382166,0.730519480519481,0.767433653303219,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.05,400,92,114,61,53,255,31,0.535087719298246,0.66304347826087,0.66304347826087,0.592233009708738,0.464912280701754,0.827922077922078,0.745482778091474,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.01,400,92,75,52,23,285,40,0.693333333333333,0.565217391304348,0.565217391304348,0.622754491017964,0.306666666666667,0.925324675324675,0.745271033314512,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.005,400,92,65,48,17,291,44,0.738461538461539,0.521739130434783,0.521739130434783,0.611464968152866,0.261538461538462,0.944805194805195,0.733272162619989,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.001,400,92,43,35,8,300,57,0.813953488372093,0.380434782608696,0.380434782608696,0.518518518518519,0.186046511627907,0.974025974025974,0.677230378317335,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","DESeq2",0.1,400,92,44,34,10,298,58,0.772727272727273,0.369565217391304,0.369565217391304,0.5,0.227272727272727,0.967532467532468,0.668548842461886,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","DESeq2",0.05,400,92,30,27,3,305,65,0.9,0.293478260869565,0.293478260869565,0.442622950819672,0.1,0.99025974025974,0.641869000564653,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","DESeq2",0.01,400,92,17,17,0,308,75,1,0.184782608695652,0.184782608695652,0.311926605504587,0,1,0.592391304347826,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","DESeq2",0.005,400,92,15,15,0,308,77,1,0.16304347826087,0.16304347826087,0.280373831775701,0,1,0.581521739130435,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","DESeq2",0.001,400,92,7,7,0,308,85,1,0.0760869565217391,0.0760869565217391,0.141414141414141,0,1,0.53804347826087,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","limma-voom",0.1,400,92,139,69,70,238,23,0.496402877697842,0.75,0.739130434782609,0.597402597402597,0.503597122302158,0.772727272727273,0.761363636363636,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","limma-voom",0.05,400,92,103,58,45,263,34,0.563106796116505,0.630434782608696,0.630434782608696,0.594871794871795,0.436893203883495,0.853896103896104,0.7421654432524,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","limma-voom",0.01,400,92,64,50,14,294,42,0.78125,0.543478260869565,0.543478260869565,0.641025641025641,0.21875,0.954545454545455,0.74901185770751,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","limma-voom",0.005,400,92,49,40,9,299,52,0.816326530612245,0.434782608695652,0.434782608695652,0.567375886524823,0.183673469387755,0.970779220779221,0.702780914737436,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","limma-voom",0.001,400,92,37,31,6,302,61,0.837837837837838,0.33695652173913,0.33695652173913,0.48062015503876,0.162162162162162,0.980519480519481,0.658738001129305,"moi_0.25_quality_0.9_genes_400_replicates_1",20250726,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-original",0.1,400,102,0,0,0,298,102,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-original",0.05,400,102,0,0,0,298,102,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-original",0.01,400,102,0,0,0,298,102,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-original",0.005,400,102,0,0,0,298,102,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-original",0.001,400,102,0,0,0,298,102,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-NORM",0.1,400,102,2,2,0,298,100,1,0.0196078431372549,0.0196078431372549,0.0384615384615385,0,1,0.509803921568627,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-NORM",0.05,400,102,2,2,0,298,100,1,0.0196078431372549,0.0196078431372549,0.0384615384615385,0,1,0.509803921568627,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-NORM",0.01,400,102,2,2,0,298,100,1,0.0196078431372549,0.0196078431372549,0.0384615384615385,0,1,0.509803921568627,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-NORM",0.005,400,102,2,2,0,298,100,1,0.0196078431372549,0.0196078431372549,0.0384615384615385,0,1,0.509803921568627,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-NORM",0.001,400,102,0,0,0,298,102,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.1,400,102,17,15,2,296,87,0.88235294117647,0.147058823529412,0.147058823529412,0.252100840336134,0.117647058823529,0.993288590604027,0.570173707066719,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.05,400,102,11,11,0,298,91,1,0.107843137254902,0.107843137254902,0.194690265486726,0,1,0.553921568627451,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.01,400,102,5,5,0,298,97,1,0.0490196078431373,0.0490196078431373,0.0934579439252336,0,1,0.524509803921569,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.005,400,102,5,5,0,298,97,1,0.0490196078431373,0.0490196078431373,0.0934579439252336,0,1,0.524509803921569,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.001,400,102,2,2,0,298,100,1,0.0196078431372549,0.0196078431372549,0.0384615384615385,0,1,0.509803921568627,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.1,400,102,8,8,0,298,94,1,0.0784313725490196,0.0784313725490196,0.145454545454545,0,1,0.53921568627451,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.05,400,102,2,2,0,298,100,1,0.0196078431372549,0.0196078431372549,0.0384615384615385,0,1,0.509803921568627,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.01,400,102,1,1,0,298,101,1,0.00980392156862745,0.00980392156862745,0.0194174757281553,0,1,0.504901960784314,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.005,400,102,1,1,0,298,101,1,0.00980392156862745,0.00980392156862745,0.0194174757281553,0,1,0.504901960784314,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.001,400,102,1,1,0,298,101,1,0.00980392156862745,0.00980392156862745,0.0194174757281553,0,1,0.504901960784314,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.1,400,102,0,0,0,298,102,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.05,400,102,0,0,0,298,102,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.01,400,102,0,0,0,298,102,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.005,400,102,0,0,0,298,102,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.001,400,102,0,0,0,298,102,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.1,400,102,135,63,72,226,39,0.466666666666667,0.61764705882353,0.607843137254902,0.531645569620253,0.533333333333333,0.758389261744966,0.688018160284248,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.05,400,102,100,56,44,254,46,0.56,0.549019607843137,0.549019607843137,0.554455445544555,0.44,0.852348993288591,0.700684300565864,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.01,400,102,63,45,18,280,57,0.714285714285714,0.441176470588235,0.441176470588235,0.545454545454546,0.285714285714286,0.939597315436242,0.690386893012238,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.005,400,102,52,42,10,288,60,0.807692307692308,0.411764705882353,0.411764705882353,0.545454545454545,0.192307692307692,0.966442953020134,0.689103829451244,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.001,400,102,35,31,4,294,71,0.885714285714286,0.303921568627451,0.303921568627451,0.452554744525547,0.114285714285714,0.986577181208054,0.645249374917752,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","DESeq2",0.1,400,102,30,27,3,295,75,0.9,0.264705882352941,0.264705882352941,0.409090909090909,0.1,0.98993288590604,0.627319384129491,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","DESeq2",0.05,400,102,22,21,1,297,81,0.954545454545455,0.205882352941176,0.205882352941176,0.338709677419355,0.0454545454545455,0.996644295302013,0.601263324121595,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","DESeq2",0.01,400,102,15,15,0,298,87,1,0.147058823529412,0.147058823529412,0.256410256410256,0,1,0.573529411764706,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","DESeq2",0.005,400,102,6,6,0,298,96,1,0.0588235294117647,0.0588235294117647,0.111111111111111,0,1,0.529411764705882,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","DESeq2",0.001,400,102,5,5,0,298,97,1,0.0490196078431373,0.0490196078431373,0.0934579439252336,0,1,0.524509803921569,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","limma-voom",0.1,400,102,121,60,61,237,42,0.495867768595041,0.588235294117647,0.57843137254902,0.538116591928251,0.504132231404959,0.795302013422819,0.691768653770233,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","limma-voom",0.05,400,102,96,53,43,255,49,0.552083333333333,0.519607843137255,0.519607843137255,0.535353535353535,0.447916666666667,0.855704697986577,0.687656270561916,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","limma-voom",0.01,400,102,53,40,13,285,62,0.754716981132076,0.392156862745098,0.392156862745098,0.516129032258065,0.245283018867925,0.956375838926175,0.674266350835636,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","limma-voom",0.005,400,102,45,40,5,293,62,0.888888888888889,0.392156862745098,0.392156862745098,0.54421768707483,0.111111111111111,0.983221476510067,0.687689169627583,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","limma-voom",0.001,400,102,30,27,3,295,75,0.9,0.264705882352941,0.264705882352941,0.409090909090909,0.1,0.98993288590604,0.627319384129491,"moi_0.25_quality_0.9_genes_400_replicates_1",20250727,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-original",0.1,400,90,0,0,0,310,90,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-original",0.05,400,90,0,0,0,310,90,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-original",0.01,400,90,0,0,0,310,90,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-original",0.005,400,90,0,0,0,310,90,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-original",0.001,400,90,0,0,0,310,90,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-NORM",0.1,399,89,0,0,0,310,89,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-NORM",0.05,399,89,0,0,0,310,89,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-NORM",0.01,399,89,0,0,0,310,89,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-NORM",0.005,399,89,0,0,0,310,89,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-NORM",0.001,399,89,0,0,0,310,89,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.1,400,90,12,12,0,310,78,1,0.133333333333333,0.133333333333333,0.235294117647059,0,1,0.566666666666667,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.05,400,90,8,8,0,310,82,1,0.0888888888888889,0.0888888888888889,0.163265306122449,0,1,0.544444444444445,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.01,400,90,3,3,0,310,87,1,0.0333333333333333,0.0333333333333333,0.0645161290322581,0,1,0.516666666666667,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.005,400,90,3,3,0,310,87,1,0.0333333333333333,0.0333333333333333,0.0645161290322581,0,1,0.516666666666667,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-partial",0.001,400,90,0,0,0,310,90,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.1,400,90,14,14,0,310,76,1,0.155555555555556,0.155555555555556,0.269230769230769,0,1,0.577777777777778,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.05,400,90,0,0,0,310,90,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.01,400,90,0,0,0,310,90,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.005,400,90,0,0,0,310,90,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","BARCS-EB",0.001,400,90,0,0,0,310,90,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.1,400,90,4,4,0,310,86,1,0.0444444444444444,0.0444444444444444,0.0851063829787234,0,1,0.522222222222222,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.05,400,90,0,0,0,310,90,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.01,400,90,0,0,0,310,90,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.005,400,90,0,0,0,310,90,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","MAGeCK-MLE",0.001,400,90,0,0,0,310,90,0,0,0,0,0,1,0.5,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.1,400,90,121,62,59,251,28,0.512396694214876,0.688888888888889,0.688888888888889,0.587677725118483,0.487603305785124,0.809677419354839,0.749283154121864,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.05,400,90,99,58,41,269,32,0.585858585858586,0.644444444444444,0.644444444444444,0.613756613756614,0.414141414141414,0.867741935483871,0.756093189964158,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.01,400,90,62,47,15,295,43,0.758064516129032,0.522222222222222,0.522222222222222,0.618421052631579,0.241935483870968,0.951612903225806,0.736917562724014,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.005,400,90,57,45,12,298,45,0.789473684210526,0.5,0.5,0.612244897959184,0.210526315789474,0.961290322580645,0.730645161290323,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","edgeR-QL",0.001,400,90,40,36,4,306,54,0.9,0.4,0.4,0.553846153846154,0.1,0.987096774193548,0.693548387096774,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","DESeq2",0.1,400,90,38,35,3,307,55,0.921052631578947,0.388888888888889,0.388888888888889,0.546875,0.0789473684210526,0.990322580645161,0.689605734767025,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","DESeq2",0.05,400,90,32,31,1,309,59,0.96875,0.344444444444444,0.344444444444444,0.508196721311475,0.03125,0.996774193548387,0.670609318996416,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","DESeq2",0.01,400,90,15,15,0,310,75,1,0.166666666666667,0.166666666666667,0.285714285714286,0,1,0.583333333333333,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","DESeq2",0.005,400,90,13,13,0,310,77,1,0.144444444444444,0.144444444444444,0.252427184466019,0,1,0.572222222222222,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","DESeq2",0.001,400,90,6,6,0,310,84,1,0.0666666666666667,0.0666666666666667,0.125,0,1,0.533333333333333,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","limma-voom",0.1,400,90,110,58,52,258,32,0.527272727272727,0.644444444444444,0.644444444444444,0.58,0.472727272727273,0.832258064516129,0.738351254480287,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","limma-voom",0.05,400,90,92,56,36,274,34,0.608695652173913,0.622222222222222,0.622222222222222,0.615384615384615,0.391304347826087,0.883870967741936,0.753046594982079,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","limma-voom",0.01,400,90,61,47,14,296,43,0.770491803278688,0.522222222222222,0.522222222222222,0.622516556291391,0.229508196721311,0.954838709677419,0.738530465949821,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","limma-voom",0.005,400,90,52,43,9,301,47,0.826923076923077,0.477777777777778,0.477777777777778,0.605633802816901,0.173076923076923,0.970967741935484,0.724372759856631,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
"crispulator-f1-threshold-curves-v1","limma-voom",0.001,400,90,37,35,2,308,55,0.945945945945946,0.388888888888889,0.388888888888889,0.551181102362205,0.0540540540540541,0.993548387096774,0.691218637992832,"moi_0.25_quality_0.9_genes_400_replicates_1",20250728,0.25,0.9,400,1,FALSE
