"analysis_protocol","replicates","method","nominal_fdr","runs","precision_mean","precision_sd","precision_se","recall_mean","recall_sd","recall_se","directional_recall_mean","directional_recall_sd","directional_recall_se","f1_mean","f1_sd","f1_se","realized_fdp_mean","realized_fdp_sd","realized_fdp_se","specificity_mean","specificity_sd","specificity_se","balanced_accuracy_mean","balanced_accuracy_sd","balanced_accuracy_se","calls_mean","calls_sd","calls_se"
"crispulator-f1-threshold-curves-v1",1,"BARCS-original",0.001,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0
"crispulator-f1-threshold-curves-v1",1,"BARCS-original",0.005,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0
"crispulator-f1-threshold-curves-v1",1,"BARCS-original",0.01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0
"crispulator-f1-threshold-curves-v1",1,"BARCS-original",0.05,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0
"crispulator-f1-threshold-curves-v1",1,"BARCS-original",0.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0
"crispulator-f1-threshold-curves-v1",1,"BARCS-partial",0.001,5,0.8,0.447213595499958,0.2,0.0191976647566016,0.0135476936421773,0.00605871278445004,0.0191976647566016,0.0135476936421773,0.00605871278445004,0.0373944693808238,0.0261116265679867,0.0116774744018216,0,0,0,1,0,0,0.509598832378301,0.00677384682108866,0.00302935639222502,1.6,1.14017542509914,0.509901951359279
"crispulator-f1-threshold-curves-v1",1,"BARCS-partial",0.005,5,1,0,0,0.0532454919226909,0.0280923250647754,0.0125632696981718,0.0532454919226909,0.0280923250647754,0.0125632696981718,0.100055621781888,0.0493012798122193,0.0220482026075721,0,0,0,1,0,0,0.526622745961346,0.0140461625323877,0.00628163484908591,4.4,2.19089023002066,0.979795897113271
"crispulator-f1-threshold-curves-v1",1,"BARCS-partial",0.01,5,1,0,0,0.0532454919226909,0.0280923250647754,0.0125632696981718,0.0532454919226909,0.0280923250647754,0.0125632696981718,0.100055621781888,0.0493012798122193,0.0220482026075721,0,0,0,1,0,0,0.526622745961346,0.0140461625323877,0.00628163484908591,4.4,2.19089023002066,0.979795897113271
"crispulator-f1-threshold-curves-v1",1,"BARCS-partial",0.05,5,0.971428571428571,0.063887656499994,0.0285714285714286,0.095890158668494,0.0347672329376601,0.0155483792476355,0.095890158668494,0.0347672329376601,0.0155483792476355,0.172967565399779,0.0586236109041377,0.0262172758136299,0.0285714285714286,0.063887656499994,0.0285714285714286,0.999411764705882,0.00131533410441164,0.000588235294117645,0.547650961687188,0.0173525697350328,0.00776030510236777,8.2,2.94957624075052,1.31909059582729
"crispulator-f1-threshold-curves-v1",1,"BARCS-partial",0.1,5,0.909803921568627,0.0933977551785425,0.0417687459050208,0.128342236179007,0.0303548002532221,0.0135750793619265,0.128342236179007,0.0303548002532221,0.0135750793619265,0.224325828215322,0.0496200695134711,0.0221907696960772,0.0901960784313725,0.0933977551785425,0.0417687459050208,0.996770781527986,0.00330605134536431,0.00147851110906785,0.562556508853497,0.0160612630569643,0.00718281519997567,11.8,3.27108544675923,1.46287388383278
