"scenario_id","method","design","moi","high_quality_guide_fraction","genes","replicates","is_baseline","metric","n","mean","sd","se"
"moi_0.25_quality_0.75_genes_400_replicates_4","BARCS-partial","Unsorted 0-100%",0.25,0.75,400,4,FALSE,"average_precision",5,0.217507182127304,0.0180390081884239,0.00806728971119822
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-EB","Low + bulk + high",0.25,0.9,100,4,FALSE,"average_precision",5,0.88204393214974,0.0228036927719472,0.0101981214352189
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-EB","Two 25% tails",0.25,0.9,100,4,FALSE,"average_precision",5,0.863456296864561,0.0326601067417587,0.0146060437653943
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-EB","Unsorted 0-100%",0.25,0.9,100,4,FALSE,"average_precision",5,0.23251561478112,0.0791736500433388,0.035407532704737
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-NORM","Low + bulk + high",0.25,0.9,100,4,FALSE,"average_precision",5,0.7259639087649,0.0427726729054637,0.019128520839196
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-NORM","Two 25% tails",0.25,0.9,100,4,FALSE,"average_precision",5,0.72964840078882,0.0460001207337971,0.0205718793867936
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-NORM","Unsorted 0-100%",0.25,0.9,100,4,FALSE,"average_precision",5,0.2445999024803,0.0905410995013473,0.040491210648517
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-original","Low + bulk + high",0.25,0.9,100,4,FALSE,"average_precision",5,0.88093823699574,0.0235413212984927,0.0105279989407186
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-original","Two 25% tails",0.25,0.9,100,4,FALSE,"average_precision",5,0.863453772535168,0.043279455999564,0.0193551611288472
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-original","Unsorted 0-100%",0.25,0.9,100,4,FALSE,"average_precision",5,0.232701081407886,0.0750608888688702,0.0335682499924702
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-partial","Low + bulk + high",0.25,0.9,100,4,FALSE,"average_precision",5,0.84107325835847,0.0321146594147754,0.0143621123051383
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-partial","Two 25% tails",0.25,0.9,100,4,FALSE,"average_precision",5,0.814721548007173,0.0581576418127,0.0260088881008563
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-partial","Unsorted 0-100%",0.25,0.9,100,4,FALSE,"average_precision",5,0.239648331798104,0.0858402960921002,0.0383889474541291
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-EB","Low + bulk + high",0.25,0.9,1000,4,FALSE,"average_precision",5,0.887315938734952,0.0147889311529972,0.00661381107453321
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-EB","Two 25% tails",0.25,0.9,1000,4,FALSE,"average_precision",5,0.878171525353161,0.0148935428228308,0.00666059483553075
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-EB","Unsorted 0-100%",0.25,0.9,1000,4,FALSE,"average_precision",5,0.207560051762261,0.0349324278984654,0.0156222566800157
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-NORM","Low + bulk + high",0.25,0.9,1000,4,FALSE,"average_precision",5,0.755763626023502,0.0288825763233015,0.0129166808048456
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-NORM","Two 25% tails",0.25,0.9,1000,4,FALSE,"average_precision",5,0.749012365799507,0.0285142118024025,0.0127519431829998
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-NORM","Unsorted 0-100%",0.25,0.9,1000,4,FALSE,"average_precision",5,0.21141123448577,0.0282280991416237,0.0126239897112548
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-original","Low + bulk + high",0.25,0.9,1000,4,FALSE,"average_precision",5,0.892151010704238,0.0101907763239299,0.00455745372076054
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-original","Two 25% tails",0.25,0.9,1000,4,FALSE,"average_precision",5,0.879246799076396,0.0111859505057492,0.00500250914476066
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-original","Unsorted 0-100%",0.25,0.9,1000,4,FALSE,"average_precision",5,0.207143736452284,0.0297462361046037,0.0133029212009305
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-partial","Low + bulk + high",0.25,0.9,1000,4,FALSE,"average_precision",5,0.834586330648488,0.0223121082767107,0.00997827816561217
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-partial","Two 25% tails",0.25,0.9,1000,4,FALSE,"average_precision",5,0.822857165659274,0.0234481122865263,0.0104863146033442
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-partial","Unsorted 0-100%",0.25,0.9,1000,4,FALSE,"average_precision",5,0.20674953276857,0.0345600006344087,0.0154557021441947
"moi_0.25_quality_0.9_genes_400_replicates_1","BARCS-EB","Low + bulk + high",0.25,0.9,400,1,FALSE,"average_precision",5,0.632461023533772,0.034342676131772,0.0153585116719803
"moi_0.25_quality_0.9_genes_400_replicates_1","BARCS-NORM","Low + bulk + high",0.25,0.9,400,1,FALSE,"average_precision",5,0.517077513249102,0.058017481578236,0.0259462065384555
"moi_0.25_quality_0.9_genes_400_replicates_1","BARCS-original","Low + bulk + high",0.25,0.9,400,1,FALSE,"average_precision",5,0.632863584977172,0.0315737411740503,0.0141202063138321
"moi_0.25_quality_0.9_genes_400_replicates_1","BARCS-partial","Low + bulk + high",0.25,0.9,400,1,FALSE,"average_precision",5,0.561963350760079,0.0431901295188123,0.0193152131122169
"moi_0.25_quality_0.9_genes_400_replicates_3","BARCS-EB","Low + bulk + high",0.25,0.9,400,3,FALSE,"average_precision",5,0.874741127564527,0.0179386403267751,0.00802240383891765
"moi_0.25_quality_0.9_genes_400_replicates_3","BARCS-EB","Two 25% tails",0.25,0.9,400,3,FALSE,"average_precision",5,0.864490609832266,0.0137531601071498,0.00615060018100506
"moi_0.25_quality_0.9_genes_400_replicates_3","BARCS-EB","Unsorted 0-100%",0.25,0.9,400,3,FALSE,"average_precision",5,0.210698629333497,0.0347536581988005,0.0155423084398622
"moi_0.25_quality_0.9_genes_400_replicates_3","BARCS-NORM","Low + bulk + high",0.25,0.9,400,3,FALSE,"average_precision",5,0.739967302600899,0.0810969681221135,0.0362676666980358
"moi_0.25_quality_0.9_genes_400_replicates_3","BARCS-NORM","Two 25% tails",0.25,0.9,400,3,FALSE,"average_precision",5,0.730623275921208,0.0829690677117538,0.0371048950866529
"moi_0.25_quality_0.9_genes_400_replicates_3","BARCS-NORM","Unsorted 0-100%",0.25,0.9,400,3,FALSE,"average_precision",5,0.227741890529299,0.0483211777755564,0.0216098876517992
"moi_0.25_quality_0.9_genes_400_replicates_3","BARCS-original","Low + bulk + high",0.25,0.9,400,3,FALSE,"average_precision",5,0.883316385569505,0.0224801797089922,0.0100534419951436
"moi_0.25_quality_0.9_genes_400_replicates_3","BARCS-original","Two 25% tails",0.25,0.9,400,3,FALSE,"average_precision",5,0.867354083065435,0.0236750002324901,0.0105877819774342
"moi_0.25_quality_0.9_genes_400_replicates_3","BARCS-original","Unsorted 0-100%",0.25,0.9,400,3,FALSE,"average_precision",5,0.219618863702342,0.0375137843131143,0.0167766743634778
"moi_0.25_quality_0.9_genes_400_replicates_3","BARCS-partial","Low + bulk + high",0.25,0.9,400,3,FALSE,"average_precision",5,0.810290292774009,0.0492914532735046,0.0220438080458622
"moi_0.25_quality_0.9_genes_400_replicates_3","BARCS-partial","Two 25% tails",0.25,0.9,400,3,FALSE,"average_precision",5,0.79538120724088,0.0357127045886619,0.0159712070241233
"moi_0.25_quality_0.9_genes_400_replicates_3","BARCS-partial","Unsorted 0-100%",0.25,0.9,400,3,FALSE,"average_precision",5,0.21088284709673,0.0348282858495087,0.0155756829398591
"moi_0.25_quality_0.9_genes_400_replicates_4","BARCS-EB","Low + bulk + high",0.25,0.9,400,4,TRUE,"average_precision",5,0.902691427445082,0.0289513585260922,0.012947441141062
"moi_0.25_quality_0.9_genes_400_replicates_4","BARCS-EB","Two 25% tails",0.25,0.9,400,4,TRUE,"average_precision",5,0.893360436080515,0.0331693204789454,0.0148337710716796
"moi_0.25_quality_0.9_genes_400_replicates_4","BARCS-EB","Unsorted 0-100%",0.25,0.9,400,4,TRUE,"average_precision",5,0.214222035692236,0.0345724098251662,0.0154612517030106
"moi_0.25_quality_0.9_genes_400_replicates_4","BARCS-NORM","Low + bulk + high",0.25,0.9,400,4,TRUE,"average_precision",5,0.776612981794012,0.0797187523823796,0.0356513098816948
"moi_0.25_quality_0.9_genes_400_replicates_4","BARCS-NORM","Two 25% tails",0.25,0.9,400,4,TRUE,"average_precision",5,0.773173659696561,0.0783565549268548,0.0350421166598287
"moi_0.25_quality_0.9_genes_400_replicates_4","BARCS-NORM","Unsorted 0-100%",0.25,0.9,400,4,TRUE,"average_precision",5,0.211100340714718,0.0396355124568093,0.017725540035293
"moi_0.25_quality_0.9_genes_400_replicates_4","BARCS-original","Low + bulk + high",0.25,0.9,400,4,TRUE,"average_precision",5,0.916887142459818,0.0208378833201862,0.00931898472222909
"moi_0.25_quality_0.9_genes_400_replicates_4","BARCS-original","Two 25% tails",0.25,0.9,400,4,TRUE,"average_precision",5,0.906958074256899,0.0257201137317159,0.0115023845386285
"moi_0.25_quality_0.9_genes_400_replicates_4","BARCS-original","Unsorted 0-100%",0.25,0.9,400,4,TRUE,"average_precision",5,0.213961779435076,0.0410418455162723,0.018354471299286
"moi_0.25_quality_0.9_genes_400_replicates_4","BARCS-partial","Low + bulk + high",0.25,0.9,400,4,TRUE,"average_precision",5,0.842153392972155,0.0516620516086483,0.023103971850808
"moi_0.25_quality_0.9_genes_400_replicates_4","BARCS-partial","Two 25% tails",0.25,0.9,400,4,TRUE,"average_precision",5,0.83127870402365,0.051576818113121,0.0230658542728162
"moi_0.25_quality_0.9_genes_400_replicates_4","BARCS-partial","Unsorted 0-100%",0.25,0.9,400,4,TRUE,"average_precision",5,0.213221886782356,0.0363399178980785,0.016251705343373
"moi_0.25_quality_0.9_genes_400_replicates_6","BARCS-EB","Low + bulk + high",0.25,0.9,400,6,FALSE,"average_precision",5,0.94152239038612,0.0080965970594123,0.00362090828225416
"moi_0.25_quality_0.9_genes_400_replicates_6","BARCS-EB","Two 25% tails",0.25,0.9,400,6,FALSE,"average_precision",5,0.93512941056946,0.0136195973190613,0.00609086908631897
"moi_0.25_quality_0.9_genes_400_replicates_6","BARCS-EB","Unsorted 0-100%",0.25,0.9,400,6,FALSE,"average_precision",5,0.208595635244386,0.0384235843107689,0.0171835492916147
"moi_0.25_quality_0.9_genes_400_replicates_6","BARCS-NORM","Low + bulk + high",0.25,0.9,400,6,FALSE,"average_precision",5,0.826899226539833,0.0609179891554128,0.0272433529608196
"moi_0.25_quality_0.9_genes_400_replicates_6","BARCS-NORM","Two 25% tails",0.25,0.9,400,6,FALSE,"average_precision",5,0.826560093603435,0.0598785722584798,0.0267785115931188
"moi_0.25_quality_0.9_genes_400_replicates_6","BARCS-NORM","Unsorted 0-100%",0.25,0.9,400,6,FALSE,"average_precision",5,0.207736696945796,0.0462090011297274,0.020665293539687
"moi_0.25_quality_0.9_genes_400_replicates_6","BARCS-original","Low + bulk + high",0.25,0.9,400,6,FALSE,"average_precision",5,0.949278961836551,0.0110389557839893,0.00493677110672293
"moi_0.25_quality_0.9_genes_400_replicates_6","BARCS-original","Two 25% tails",0.25,0.9,400,6,FALSE,"average_precision",5,0.942487459620282,0.0159727013788497,0.00714320921348253
"moi_0.25_quality_0.9_genes_400_replicates_6","BARCS-original","Unsorted 0-100%",0.25,0.9,400,6,FALSE,"average_precision",5,0.207871315751262,0.0366471981979419,0.0163891252711012
"moi_0.25_quality_0.9_genes_400_replicates_6","BARCS-partial","Low + bulk + high",0.25,0.9,400,6,FALSE,"average_precision",5,0.899560744737334,0.0215510728847485,0.00963793279167003
"moi_0.25_quality_0.9_genes_400_replicates_6","BARCS-partial","Two 25% tails",0.25,0.9,400,6,FALSE,"average_precision",5,0.900198937598984,0.0233130152859258,0.0104258973879644
"moi_0.25_quality_0.9_genes_400_replicates_6","BARCS-partial","Unsorted 0-100%",0.25,0.9,400,6,FALSE,"average_precision",5,0.207843513088975,0.0397173327128349,0.017762131166175
"moi_0.4_quality_0.9_genes_400_replicates_4","BARCS-EB","Low + bulk + high",0.4,0.9,400,4,FALSE,"average_precision",5,0.88411851405081,0.0366918398986366,0.0164090896465781
"moi_0.4_quality_0.9_genes_400_replicates_4","BARCS-EB","Two 25% tails",0.4,0.9,400,4,FALSE,"average_precision",5,0.874346473550593,0.0381890545979371,0.0170786644154877
"moi_0.4_quality_0.9_genes_400_replicates_4","BARCS-EB","Unsorted 0-100%",0.4,0.9,400,4,FALSE,"average_precision",5,0.218875491644364,0.042587656055919,0.0190457787886831
"moi_0.4_quality_0.9_genes_400_replicates_4","BARCS-NORM","Low + bulk + high",0.4,0.9,400,4,FALSE,"average_precision",5,0.779945582914761,0.0349134499766194,0.0156137694953519
"moi_0.4_quality_0.9_genes_400_replicates_4","BARCS-NORM","Two 25% tails",0.4,0.9,400,4,FALSE,"average_precision",5,0.778992217943089,0.0377283905735462,0.0168726492008223
"moi_0.4_quality_0.9_genes_400_replicates_4","BARCS-NORM","Unsorted 0-100%",0.4,0.9,400,4,FALSE,"average_precision",5,0.222472671870766,0.0500103791673345,0.0223653214797398
"moi_0.4_quality_0.9_genes_400_replicates_4","BARCS-original","Low + bulk + high",0.4,0.9,400,4,FALSE,"average_precision",5,0.913985745046357,0.0266045979354701,0.0118979378995523
"moi_0.4_quality_0.9_genes_400_replicates_4","BARCS-original","Two 25% tails",0.4,0.9,400,4,FALSE,"average_precision",5,0.900327173282315,0.0303027994800288,0.013551823909178
"moi_0.4_quality_0.9_genes_400_replicates_4","BARCS-original","Unsorted 0-100%",0.4,0.9,400,4,FALSE,"average_precision",5,0.226487853637898,0.0426782644859425,0.0190863001104565
"moi_0.4_quality_0.9_genes_400_replicates_4","BARCS-partial","Low + bulk + high",0.4,0.9,400,4,FALSE,"average_precision",5,0.83146975390573,0.0384231995419875,0.0171833772177846
"moi_0.4_quality_0.9_genes_400_replicates_4","BARCS-partial","Two 25% tails",0.4,0.9,400,4,FALSE,"average_precision",5,0.820685990570968,0.0384526323636888,0.0171965399758033
"moi_0.4_quality_0.9_genes_400_replicates_4","BARCS-partial","Unsorted 0-100%",0.4,0.9,400,4,FALSE,"average_precision",5,0.21774170681313,0.0433325137204819,0.019378889262988
"moi_0.1_quality_0.9_genes_400_replicates_4","BARCS-EB","Low + bulk + high",0.1,0.9,400,4,FALSE,"effect_spearman_active",5,0.948613402589073,0.0190892160231356,0.00853695693298187
"moi_0.1_quality_0.9_genes_400_replicates_4","BARCS-EB","Two 25% tails",0.1,0.9,400,4,FALSE,"effect_spearman_active",5,0.944809902218168,0.0190624760629572,0.00852499845924696
"moi_0.1_quality_0.9_genes_400_replicates_4","BARCS-EB","Unsorted 0-100%",0.1,0.9,400,4,FALSE,"effect_spearman_active",5,-0.0297520140543787,0.0458704091276218,0.0205138705930178
"moi_0.1_quality_0.9_genes_400_replicates_4","BARCS-NORM","Low + bulk + high",0.1,0.9,400,4,FALSE,"effect_spearman_active",5,0.939528741136636,0.0209336936182469,0.0093618323901107
"moi_0.1_quality_0.9_genes_400_replicates_4","BARCS-NORM","Two 25% tails",0.1,0.9,400,4,FALSE,"effect_spearman_active",5,0.938969391008514,0.0214364275514118,0.00958666183994121
"moi_0.1_quality_0.9_genes_400_replicates_4","BARCS-NORM","Unsorted 0-100%",0.1,0.9,400,4,FALSE,"effect_spearman_active",5,-0.0152646808753469,0.103638919045273,0.0463487336199654
"moi_0.1_quality_0.9_genes_400_replicates_4","BARCS-original","Low + bulk + high",0.1,0.9,400,4,FALSE,"effect_spearman_active",5,0.942923485927326,0.0184580687106992,0.00825469927409707
"moi_0.1_quality_0.9_genes_400_replicates_4","BARCS-original","Two 25% tails",0.1,0.9,400,4,FALSE,"effect_spearman_active",5,0.941285718320674,0.0194835042783706,0.00871328800126895
"moi_0.1_quality_0.9_genes_400_replicates_4","BARCS-original","Unsorted 0-100%",0.1,0.9,400,4,FALSE,"effect_spearman_active",5,0.0371580689405486,0.0737475328268373,0.0329808993147411
"moi_0.1_quality_0.9_genes_400_replicates_4","BARCS-partial","Low + bulk + high",0.1,0.9,400,4,FALSE,"effect_spearman_active",5,0.947100296576194,0.0185663928905243,0.00830314332003623
"moi_0.1_quality_0.9_genes_400_replicates_4","BARCS-partial","Two 25% tails",0.1,0.9,400,4,FALSE,"effect_spearman_active",5,0.945338795987981,0.0203399458777154,0.00909630032824764
"moi_0.1_quality_0.9_genes_400_replicates_4","BARCS-partial","Unsorted 0-100%",0.1,0.9,400,4,FALSE,"effect_spearman_active",5,-0.0255321020545459,0.0499697019431591,0.0223471300720614
"moi_0.25_quality_0.6_genes_400_replicates_4","BARCS-EB","Low + bulk + high",0.25,0.6,400,4,FALSE,"effect_spearman_active",5,0.917124704574032,0.0184316378635092,0.0082428790398931
"moi_0.25_quality_0.6_genes_400_replicates_4","BARCS-EB","Two 25% tails",0.25,0.6,400,4,FALSE,"effect_spearman_active",5,0.916302423755188,0.018498827687741,0.00827292724276881
"moi_0.25_quality_0.6_genes_400_replicates_4","BARCS-EB","Unsorted 0-100%",0.25,0.6,400,4,FALSE,"effect_spearman_active",5,0.0147518228012164,0.0847943411809407,0.0379211821975786
"moi_0.25_quality_0.6_genes_400_replicates_4","BARCS-NORM","Low + bulk + high",0.25,0.6,400,4,FALSE,"effect_spearman_active",5,0.908284413702165,0.0210464902944925,0.00941227659725496
"moi_0.25_quality_0.6_genes_400_replicates_4","BARCS-NORM","Two 25% tails",0.25,0.6,400,4,FALSE,"effect_spearman_active",5,0.905412019421986,0.0241673956550408,0.0108079879047608
"moi_0.25_quality_0.6_genes_400_replicates_4","BARCS-NORM","Unsorted 0-100%",0.25,0.6,400,4,FALSE,"effect_spearman_active",5,0.0172347570812359,0.0678479400777065,0.0303425212294168
"moi_0.25_quality_0.6_genes_400_replicates_4","BARCS-original","Low + bulk + high",0.25,0.6,400,4,FALSE,"effect_spearman_active",5,0.901932540049705,0.0294445909882347,0.0131680214038741
"moi_0.25_quality_0.6_genes_400_replicates_4","BARCS-original","Two 25% tails",0.25,0.6,400,4,FALSE,"effect_spearman_active",5,0.901072393318691,0.0291174424014728,0.0130217161081256
"moi_0.25_quality_0.6_genes_400_replicates_4","BARCS-original","Unsorted 0-100%",0.25,0.6,400,4,FALSE,"effect_spearman_active",5,-0.00428279504162468,0.0606097806947483,0.0271055179469623
"moi_0.25_quality_0.6_genes_400_replicates_4","BARCS-partial","Low + bulk + high",0.25,0.6,400,4,FALSE,"effect_spearman_active",5,0.916541265022341,0.0170302442660914,0.00761615677048127
"moi_0.25_quality_0.6_genes_400_replicates_4","BARCS-partial","Two 25% tails",0.25,0.6,400,4,FALSE,"effect_spearman_active",5,0.916563833306705,0.0178773971291514,0.00799501504830843
"moi_0.25_quality_0.6_genes_400_replicates_4","BARCS-partial","Unsorted 0-100%",0.25,0.6,400,4,FALSE,"effect_spearman_active",5,0.0158514407217928,0.086246785129217,0.0385707348779494
"moi_0.25_quality_0.75_genes_400_replicates_4","BARCS-EB","Low + bulk + high",0.25,0.75,400,4,FALSE,"effect_spearman_active",5,0.903228288792371,0.014626140329058,0.00654100880484495
"moi_0.25_quality_0.75_genes_400_replicates_4","BARCS-EB","Two 25% tails",0.25,0.75,400,4,FALSE,"effect_spearman_active",5,0.903908126452002,0.0155566938587968,0.00695716499468464
"moi_0.25_quality_0.75_genes_400_replicates_4","BARCS-EB","Unsorted 0-100%",0.25,0.75,400,4,FALSE,"effect_spearman_active",5,0.054604874688259,0.0679957173896452,0.0304086092524222
"moi_0.25_quality_0.75_genes_400_replicates_4","BARCS-NORM","Low + bulk + high",0.25,0.75,400,4,FALSE,"effect_spearman_active",5,0.887328223464332,0.0192154247801944,0.0085933992050097
"moi_0.25_quality_0.75_genes_400_replicates_4","BARCS-NORM","Two 25% tails",0.25,0.75,400,4,FALSE,"effect_spearman_active",5,0.887871362935076,0.0198071091272722,0.00885800848926745
"moi_0.25_quality_0.75_genes_400_replicates_4","BARCS-NORM","Unsorted 0-100%",0.25,0.75,400,4,FALSE,"effect_spearman_active",5,0.0173180636147477,0.102335195142385,0.0457656905658157
"moi_0.25_quality_0.75_genes_400_replicates_4","BARCS-original","Low + bulk + high",0.25,0.75,400,4,FALSE,"effect_spearman_active",5,0.89276972122441,0.0230886855249811,0.0103255740689946
"moi_0.25_quality_0.75_genes_400_replicates_4","BARCS-original","Two 25% tails",0.25,0.75,400,4,FALSE,"effect_spearman_active",5,0.890946640876812,0.0236494464625352,0.0105763539840941
"moi_0.25_quality_0.75_genes_400_replicates_4","BARCS-original","Unsorted 0-100%",0.25,0.75,400,4,FALSE,"effect_spearman_active",5,0.00307145213608318,0.106586799976777,0.0476670660504492
"moi_0.25_quality_0.75_genes_400_replicates_4","BARCS-partial","Low + bulk + high",0.25,0.75,400,4,FALSE,"effect_spearman_active",5,0.901904212019616,0.0172337582472615,0.00770717098973488
"moi_0.25_quality_0.75_genes_400_replicates_4","BARCS-partial","Two 25% tails",0.25,0.75,400,4,FALSE,"effect_spearman_active",5,0.904351071754963,0.0170873300399055,0.00764168630464056
"moi_0.25_quality_0.75_genes_400_replicates_4","BARCS-partial","Unsorted 0-100%",0.25,0.75,400,4,FALSE,"effect_spearman_active",5,0.047511758743785,0.0708713669872369,0.0316946388483592
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-EB","Low + bulk + high",0.25,0.9,100,4,FALSE,"effect_spearman_active",5,0.921706589665682,0.0264737252033322,0.01183940983446
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-EB","Two 25% tails",0.25,0.9,100,4,FALSE,"effect_spearman_active",5,0.916219622160085,0.0337866447913869,0.015109846897036
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-EB","Unsorted 0-100%",0.25,0.9,100,4,FALSE,"effect_spearman_active",5,0.0290726964763625,0.27637332371362,0.123597907798242
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-NORM","Low + bulk + high",0.25,0.9,100,4,FALSE,"effect_spearman_active",5,0.926766697977106,0.0265721944690966,0.0118834466288488
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-NORM","Two 25% tails",0.25,0.9,100,4,FALSE,"effect_spearman_active",5,0.92551781577684,0.0261631134076851,0.011700500016524
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-NORM","Unsorted 0-100%",0.25,0.9,100,4,FALSE,"effect_spearman_active",5,0.0813994662102595,0.244951282759034,0.109545543884994
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-original","Low + bulk + high",0.25,0.9,100,4,FALSE,"effect_spearman_active",5,0.928203661009621,0.0339359988917486,0.0151766400812615
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-original","Two 25% tails",0.25,0.9,100,4,FALSE,"effect_spearman_active",5,0.927457103117272,0.0340876063234363,0.0152444409858911
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-original","Unsorted 0-100%",0.25,0.9,100,4,FALSE,"effect_spearman_active",5,0.00441752732941407,0.374424243199728,0.167447612043701
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-partial","Low + bulk + high",0.25,0.9,100,4,FALSE,"effect_spearman_active",5,0.918830693920084,0.028177454131822,0.0126013405743273
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-partial","Two 25% tails",0.25,0.9,100,4,FALSE,"effect_spearman_active",5,0.914514236031798,0.0351127546108106,0.0157029012374083
"moi_0.25_quality_0.9_genes_100_replicates_4","BARCS-partial","Unsorted 0-100%",0.25,0.9,100,4,FALSE,"effect_spearman_active",5,0.0147968046564226,0.274488708007791,0.122755082032302
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-EB","Low + bulk + high",0.25,0.9,1000,4,FALSE,"effect_spearman_active",5,0.932133994697587,0.00807532722813504,0.00361139612453298
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-EB","Two 25% tails",0.25,0.9,1000,4,FALSE,"effect_spearman_active",5,0.928446486955721,0.00861237846489878,0.00385157273909379
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-EB","Unsorted 0-100%",0.25,0.9,1000,4,FALSE,"effect_spearman_active",5,-0.0064435180525925,0.10367940338695,0.0463668387679684
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-NORM","Low + bulk + high",0.25,0.9,1000,4,FALSE,"effect_spearman_active",5,0.923103169504562,0.0108561082055991,0.00485499918376257
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-NORM","Two 25% tails",0.25,0.9,1000,4,FALSE,"effect_spearman_active",5,0.921097398796628,0.0114465365838084,0.00511904678166676
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-NORM","Unsorted 0-100%",0.25,0.9,1000,4,FALSE,"effect_spearman_active",5,0.028910441740762,0.0762938454595327,0.0341196449424757
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-original","Low + bulk + high",0.25,0.9,1000,4,FALSE,"effect_spearman_active",5,0.926158074504099,0.0122915029850123,0.00549692724402582
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-original","Two 25% tails",0.25,0.9,1000,4,FALSE,"effect_spearman_active",5,0.925137449044029,0.0135905688060369,0.00607788714063734
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-original","Unsorted 0-100%",0.25,0.9,1000,4,FALSE,"effect_spearman_active",5,-0.0195945437542265,0.0872805754226004,0.0390330599520464
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-partial","Low + bulk + high",0.25,0.9,1000,4,FALSE,"effect_spearman_active",5,0.932218619373664,0.00780900358044866,0.00349229256848449
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-partial","Two 25% tails",0.25,0.9,1000,4,FALSE,"effect_spearman_active",5,0.928411369574105,0.00863100935291001,0.00385990472550865
"moi_0.25_quality_0.9_genes_1000_replicates_4","BARCS-partial","Unsorted 0-100%",0.25,0.9,1000,4,FALSE,"effect_spearman_active",5,-0.00498257760637382,0.100125479579168,0.0447774757237572
"moi_0.25_quality_0.9_genes_400_replicates_1","BARCS-EB","Low + bulk + high",0.25,0.9,400,1,FALSE,"effect_spearman_active",5,0.852701856232913,0.0359111528592224,0.0160599557887215
"moi_0.25_quality_0.9_genes_400_replicates_1","BARCS-NORM","Low + bulk + high",0.25,0.9,400,1,FALSE,"effect_spearman_active",5,0.846388962864848,0.0492877131597064,0.0220421354161229
"moi_0.25_quality_0.9_genes_400_replicates_1","BARCS-original","Low + bulk + high",0.25,0.9,400,1,FALSE,"effect_spearman_active",5,0.834350934031042,0.0414467446798791,0.0185355477100575
"moi_0.25_quality_0.9_genes_400_replicates_1","BARCS-partial","Low + bulk + high",0.25,0.9,400,1,FALSE,"effect_spearman_active",5,0.850696330746554,0.0387139385276925,0.0173133996449337
"moi_0.25_quality_0.9_genes_400_replicates_3","BARCS-EB","Low + bulk + high",0.25,0.9,400,3,FALSE,"effect_spearman_active",5,0.916502239577158,0.0153905013852623,0.00688284146105026
"moi_0.25_quality_0.9_genes_400_replicates_3","BARCS-EB","Two 25% tails",0.25,0.9,400,3,FALSE,"effect_spearman_active",5,0.911943631114045,0.0176551769320403,0.00789563515496567
"moi_0.25_quality_0.9_genes_400_replicates_3","BARCS-EB","Unsorted 0-100%",0.25,0.9,400,3,FALSE,"effect_spearman_active",5,0.138565221877332,0.0907265505422996,0.0405741468753305
