"guide_rule","mean_guides_per_gene","auroc","average_precision","recall_at_5pct_null_fpr","null_p_lt_0_05","essential_fdr_0_10_recall"
"all_valid_guides",7.16278771033553,0.938591137005699,0.775585849282917,0.823333333333333,0.0646028197306747,0.486666666666667
"top5_by_mean_day0_abundance",4.93774460971714,0.904595935628693,0.637976727124648,0.72,0.0524184721844152,0.33
