guide	barcode_id	gene	gene_id	class	behavior	knockdown	theoretical_phenotype	library_frequency
g01075	1075	GENE0215	215	inactive	linear	1.0	0.0	0.0006870615411752002
g01076	1076	GENE0216	216	increasing	linear	0.0694253038822146	0.06300898361451811	0.0005184653588891923
g01077	1077	GENE0216	216	increasing	linear	1.0	0.9075795148324841	0.0005999825726326957
g01078	1078	GENE0216	216	increasing	linear	1.0	0.9075795148324841	0.0013637438397536405
g01079	1079	GENE0216	216	increasing	linear	1.0	0.9075795148324841	0.000718288026099101
g01080	1080	GENE0216	216	increasing	linear	1.0	0.9075795148324841	0.00018867806983669018
g01081	1081	GENE0217	217	inactive	sigmoidal	1.0	0.0	0.00024423487307644113
g01082	1082	GENE0217	217	inactive	sigmoidal	1.0	0.0	0.0001666379412377071
g01083	1083	GENE0217	217	inactive	sigmoidal	1.0	0.0	0.0003007051803303998
g01084	1084	GENE0217	217	inactive	sigmoidal	1.0	0.0	0.00029162319685037495
g01085	1085	GENE0217	217	inactive	sigmoidal	1.0	0.0	0.0003690985178323259
g01086	1086	GENE0218	218	inactive	linear	1.0	0.0	0.00032721785590270736
g01087	1087	GENE0218	218	inactive	linear	1.0	0.0	0.0002822837280048374
g01088	1088	GENE0218	218	inactive	linear	1.0	0.0	0.001038789708924236
g01089	1089	GENE0218	218	inactive	linear	1.0	0.0	0.0007134093095725998
g01090	1090	GENE0218	218	inactive	linear	1.0	0.0	0.00047121275015991275
g01091	1091	GENE0219	219	inactive	sigmoidal	0.15538322410566274	0.0	0.00032440582713941934
g01092	1092	GENE0219	219	inactive	sigmoidal	1.0	0.0	0.00013177507127195442
g01093	1093	GENE0219	219	inactive	sigmoidal	1.0	0.0	0.0004189193886940523
g01094	1094	GENE0219	219	inactive	sigmoidal	1.0	0.0	0.000306070288378242
g01095	1095	GENE0219	219	inactive	sigmoidal	0.19199534945190067	0.0	0.00038882512603365365
g01096	1096	GENE0220	220	negcontrol	linear	1.0	0.0	0.0007510877241215031
g01097	1097	GENE0220	220	negcontrol	linear	1.0	0.0	0.0009702540080232126
g01098	1098	GENE0220	220	negcontrol	linear	0.09595694349602955	0.0	0.00043996987690111863
g01099	1099	GENE0220	220	negcontrol	linear	1.0	0.0	0.000514710209981064
g01100	1100	GENE0220	220	negcontrol	linear	1.0	0.0	0.00019345937249797194
g01101	1101	GENE0221	221	negcontrol	linear	1.0	0.0	0.0003215887803660566
g01102	1102	GENE0221	221	negcontrol	linear	1.0	0.0	0.0004760019514524257
g01103	1103	GENE0221	221	negcontrol	linear	1.0	0.0	0.00043158033914860453
g01104	1104	GENE0221	221	negcontrol	linear	1.0	0.0	0.000946070414890794
g01105	1105	GENE0221	221	negcontrol	linear	1.0	0.0	7.05705326889878e-5
g01106	1106	GENE0222	222	inactive	sigmoidal	1.0	0.0	9.872671799845698e-5
g01107	1107	GENE0222	222	inactive	sigmoidal	1.0	0.0	0.0003344872210744322
g01108	1108	GENE0222	222	inactive	sigmoidal	1.0	0.0	0.00048447182213191256
g01109	1109	GENE0222	222	inactive	sigmoidal	1.0	0.0	0.00027483958544026476
g01110	1110	GENE0222	222	inactive	sigmoidal	1.0	0.0	0.00013216848765039391
g01111	1111	GENE0223	223	inactive	sigmoidal	1.0	0.0	0.0002635865821536055
g01112	1112	GENE0223	223	inactive	sigmoidal	1.0	0.0	0.00024367040548143408
g01113	1113	GENE0223	223	inactive	sigmoidal	1.0	0.0	0.0006657702893057891
g01114	1114	GENE0223	223	inactive	sigmoidal	1.0	0.0	0.0006690434160859162
g01115	1115	GENE0223	223	inactive	sigmoidal	1.0	0.0	0.00025705828816282455
g01116	1116	GENE0224	224	inactive	linear	1.0	0.0	0.00010580925257077753
g01117	1117	GENE0224	224	inactive	linear	1.0	0.0	0.0006025417848106525
g01118	1118	GENE0224	224	inactive	linear	1.0	0.0	0.00022036060730392951
g01119	1119	GENE0224	224	inactive	linear	1.0	0.0	0.0003642382919287174
g01120	1120	GENE0224	224	inactive	linear	0.013870354769736186	0.0	0.0002962951689905273
g01121	1121	GENE0225	225	increasing	linear	1.0	0.3731888635675896	0.00037165336078565206
g01122	1122	GENE0225	225	increasing	linear	1.0	0.3731888635675896	0.00032387049814927663
g01123	1123	GENE0225	225	increasing	linear	1.0	0.3731888635675896	0.0002556546279553807
g01124	1124	GENE0225	225	increasing	linear	1.0	0.3731888635675896	0.0004449152772485248
g01125	1125	GENE0225	225	increasing	linear	1.0	0.3731888635675896	0.0003513752899493536
g01126	1126	GENE0226	226	inactive	linear	1.0	0.0	0.00029587213240893145
g01127	1127	GENE0226	226	inactive	linear	0.016828711107487612	0.0	0.000357118428622342
g01128	1128	GENE0226	226	inactive	linear	0.09005019122846639	0.0	0.00033502443210281393
g01129	1129	GENE0226	226	inactive	linear	1.0	0.0	0.00031126014795525146
g01130	1130	GENE0226	226	inactive	linear	1.0	0.0	0.0007818493326851449
g01131	1131	GENE0227	227	inactive	linear	1.0	0.0	0.0007823629791432332
g01132	1132	GENE0227	227	inactive	linear	1.0	0.0	0.0001567462301038622
g01133	1133	GENE0227	227	inactive	linear	1.0	0.0	0.0002130444853379344
g01134	1134	GENE0227	227	inactive	linear	1.0	0.0	0.0005944304255939594
g01135	1135	GENE0227	227	inactive	linear	1.0	0.0	0.00032563156655257173
g01136	1136	GENE0228	228	inactive	linear	1.0	0.0	0.0002756660348248542
g01137	1137	GENE0228	228	inactive	linear	1.0	0.0	0.0005651559924902544
g01138	1138	GENE0228	228	inactive	linear	1.0	0.0	0.0002353895815450785
g01139	1139	GENE0228	228	inactive	linear	0.1314615759730962	0.0	0.0003462076606416992
g01140	1140	GENE0228	228	inactive	linear	1.0	0.0	0.0004536624225780914
g01141	1141	GENE0229	229	inactive	linear	0.03500330037017802	0.0	0.0002760836210210007
g01142	1142	GENE0229	229	inactive	linear	0.07430684018608895	0.0	0.0003822940494987454
g01143	1143	GENE0229	229	inactive	linear	1.0	0.0	0.00042845466963736454
g01144	1144	GENE0229	229	inactive	linear	1.0	0.0	0.000689986825581295
g01145	1145	GENE0229	229	inactive	linear	1.0	0.0	0.0005059751244681166
g01146	1146	GENE0230	230	increasing	linear	1.0	0.38299056187675073	0.00036855110519933015
g01147	1147	GENE0230	230	increasing	linear	1.0	0.38299056187675073	0.00020644788655080565
g01148	1148	GENE0230	230	increasing	linear	1.0	0.38299056187675073	0.00027465308916989995
g01149	1149	GENE0230	230	increasing	linear	1.0	0.38299056187675073	0.001184192172780432
g01150	1150	GENE0230	230	increasing	linear	1.0	0.38299056187675073	0.0010489531667632092
g01151	1151	GENE0231	231	inactive	linear	1.0	0.0	0.0002372133489406462
g01152	1152	GENE0231	231	inactive	linear	1.0	0.0	0.0001973511817372625
g01153	1153	GENE0231	231	inactive	linear	1.0	0.0	0.0011996047078329367
g01154	1154	GENE0231	231	inactive	linear	1.0	0.0	0.0006618042954858972
g01155	1155	GENE0231	231	inactive	linear	1.0	0.0	0.0002688239032275926
g01156	1156	GENE0232	232	inactive	linear	1.0	0.0	0.0002444242115261139
g01157	1157	GENE0232	232	inactive	linear	1.0	0.0	0.0006655657577353509
g01158	1158	GENE0232	232	inactive	linear	1.0	0.0	0.00042032417967906554
g01159	1159	GENE0232	232	inactive	linear	1.0	0.0	0.001180787643662579
g01160	1160	GENE0232	232	inactive	linear	0.17653749197583934	0.0	0.00035016055290794205
g01161	1161	GENE0233	233	inactive	linear	1.0	0.0	0.0006207585020685513
g01162	1162	GENE0233	233	inactive	linear	1.0	0.0	0.0008980094652963357
g01163	1163	GENE0233	233	inactive	linear	1.0	0.0	0.0001343746747605967
g01164	1164	GENE0233	233	inactive	linear	1.0	0.0	0.0006544321367153278
g01165	1165	GENE0233	233	inactive	linear	1.0	0.0	0.0002623199872954643
g01166	1166	GENE0234	234	inactive	linear	1.0	0.0	0.000403806091906503
g01167	1167	GENE0234	234	inactive	linear	1.0	0.0	0.0005194559210413014
g01168	1168	GENE0234	234	inactive	linear	1.0	0.0	0.0002626645162455819
g01169	1169	GENE0234	234	inactive	linear	1.0	0.0	0.00040058346634257766
g01170	1170	GENE0234	234	inactive	linear	1.0	0.0	0.00028024630847003754
g01171	1171	GENE0235	235	inactive	linear	1.0	0.0	0.0003969025905014454
g01172	1172	GENE0235	235	inactive	linear	1.0	0.0	0.0009410841371591653
g01173	1173	GENE0235	235	inactive	linear	0.10724109649950728	0.0	0.00014629451253946705
g01174	1174	GENE0235	235	inactive	linear	1.0	0.0	0.00011209411418338963
g01175	1175	GENE0235	235	inactive	linear	0.15896646654606883	0.0	0.0001726742664705128
g01176	1176	GENE0236	236	inactive	sigmoidal	0.032200275155818026	0.0	0.00046137383953683
g01177	1177	GENE0236	236	inactive	sigmoidal	1.0	0.0	0.0001951796103761842
g01178	1178	GENE0236	236	inactive	sigmoidal	1.0	0.0	0.00032486275372178435
g01179	1179	GENE0236	236	inactive	sigmoidal	0.1923428760485616	0.0	0.0006372522790673314
g01180	1180	GENE0236	236	inactive	sigmoidal	0.007543920157893957	0.0	0.00022325508424292026
g01181	1181	GENE0237	237	inactive	linear	1.0	0.0	0.0005316472488992134
g01182	1182	GENE0237	237	inactive	linear	1.0	0.0	0.0002905730525157759
g01183	1183	GENE0237	237	inactive	linear	1.0	0.0	0.0005350507077315577
g01184	1184	GENE0237	237	inactive	linear	1.0	0.0	0.0005459117680675542
g01185	1185	GENE0237	237	inactive	linear	1.0	0.0	0.000290631428733264
g01186	1186	GENE0238	238	inactive	sigmoidal	1.0	0.0	0.00011759895248556752
g01187	1187	GENE0238	238	inactive	sigmoidal	1.0	0.0	0.0005195129972192764
g01188	1188	GENE0238	238	inactive	sigmoidal	1.0	0.0	0.0006475087681400427
g01189	1189	GENE0238	238	inactive	sigmoidal	1.0	0.0	0.000337735165120429
g01190	1190	GENE0238	238	inactive	sigmoidal	1.0	0.0	0.0002418176301739842
g01191	1191	GENE0239	239	inactive	sigmoidal	1.0	0.0	0.0002581888306664673
g01192	1192	GENE0239	239	inactive	sigmoidal	1.0	0.0	0.0007847216918282296
g01193	1193	GENE0239	239	inactive	sigmoidal	1.0	0.0	0.0001229136233823349
g01194	1194	GENE0239	239	inactive	sigmoidal	1.0	0.0	0.0007235365882240763
g01195	1195	GENE0239	239	inactive	sigmoidal	1.0	0.0	0.0003013661698764596
g01196	1196	GENE0240	240	inactive	linear	1.0	0.0	0.00021438364438759028
g01197	1197	GENE0240	240	inactive	linear	1.0	0.0	0.0007228540202226358
g01198	1198	GENE0240	240	inactive	linear	1.0	0.0	9.309326112577646e-5
g01199	1199	GENE0240	240	inactive	linear	1.0	0.0	0.0003398364187820633
g01200	1200	GENE0240	240	inactive	linear	1.0	0.0	0.00012685263492025187
g01201	1201	GENE0241	241	increasing	linear	1.0	0.370252736144734	0.0004119611077708497
g01202	1202	GENE0241	241	increasing	linear	1.0	0.370252736144734	0.00041784136521922955
g01203	1203	GENE0241	241	increasing	linear	1.0	0.370252736144734	0.0006874751574523722
g01204	1204	GENE0241	241	increasing	linear	1.0	0.370252736144734	0.00024501433515089586
g01205	1205	GENE0241	241	increasing	linear	1.0	0.370252736144734	0.0002950794626933375
g01206	1206	GENE0242	242	inactive	linear	1.0	0.0	0.00020320868721040208
g01207	1207	GENE0242	242	inactive	linear	1.0	0.0	0.0005637832465834402
g01208	1208	GENE0242	242	inactive	linear	1.0	0.0	0.00040365781642749964
g01209	1209	GENE0242	242	inactive	linear	1.0	0.0	0.00039683704561290764
g01210	1210	GENE0242	242	inactive	linear	1.0	0.0	0.0019203313815028382
g01211	1211	GENE0243	243	inactive	sigmoidal	1.0	0.0	0.0006552919496580353
g01212	1212	GENE0243	243	inactive	sigmoidal	1.0	0.0	8.81623193922802e-5
g01213	1213	GENE0243	243	inactive	sigmoidal	1.0	0.0	0.00023747251499258665
g01214	1214	GENE0243	243	inactive	sigmoidal	1.0	0.0	0.00036022623175003036
g01215	1215	GENE0243	243	inactive	sigmoidal	0.01815793295542195	0.0	0.000628521658293904
g01216	1216	GENE0244	244	inactive	linear	0.08255476529535978	0.0	0.0003582741315731804
g01217	1217	GENE0244	244	inactive	linear	1.0	0.0	0.0002225411402398617
g01218	1218	GENE0244	244	inactive	linear	1.0	0.0	0.0005115510208706642
g01219	1219	GENE0244	244	inactive	linear	1.0	0.0	0.0010727303166459955
g01220	1220	GENE0244	244	inactive	linear	1.0	0.0	0.0002327634927591763
g01221	1221	GENE0245	245	inactive	linear	1.0	0.0	0.0005229868679670739
g01222	1222	GENE0245	245	inactive	linear	1.0	0.0	0.0004543919260544655
g01223	1223	GENE0245	245	inactive	linear	1.0	0.0	0.00022706158375513342
g01224	1224	GENE0245	245	inactive	linear	1.0	0.0	0.001085880598692971
g01225	1225	GENE0245	245	inactive	linear	1.0	0.0	0.0005061357973664817
g01226	1226	GENE0246	246	increasing	linear	0.040197650913197804	0.011274701616188206	0.0008143781605377058
g01227	1227	GENE0246	246	increasing	linear	0.10071922080660149	0.028249888633083534	0.00010175140276588814
g01228	1228	GENE0246	246	increasing	linear	1.0	0.2804816042742056	0.0005354132527620534
g01229	1229	GENE0246	246	increasing	linear	1.0	0.2804816042742056	0.0023542101521199007
g01230	1230	GENE0246	246	increasing	linear	1.0	0.2804816042742056	0.0010028749533439532
g01231	1231	GENE0247	247	inactive	linear	1.0	0.0	0.0005353600343239629
g01232	1232	GENE0247	247	inactive	linear	1.0	0.0	0.0007355315622515497
g01233	1233	GENE0247	247	inactive	linear	0.12595056576530522	0.0	0.000823839351686696
g01234	1234	GENE0247	247	inactive	linear	1.0	0.0	0.00024703182473781167
g01235	1235	GENE0247	247	inactive	linear	1.0	0.0	0.00018938147697671818
g01236	1236	GENE0248	248	inactive	linear	1.0	0.0	0.0007837882884843945
g01237	1237	GENE0248	248	inactive	linear	1.0	0.0	0.00011661636931409632
g01238	1238	GENE0248	248	inactive	linear	1.0	0.0	0.00011748753544423764
g01239	1239	GENE0248	248	inactive	linear	1.0	0.0	0.0006627060387038988
g01240	1240	GENE0248	248	inactive	linear	1.0	0.0	0.00033133689732168066
g01241	1241	GENE0249	249	inactive	linear	1.0	0.0	0.00022306741224521696
g01242	1242	GENE0249	249	inactive	linear	1.0	0.0	0.00021993155662850474
g01243	1243	GENE0249	249	inactive	linear	1.0	0.0	0.0007404182101627973
g01244	1244	GENE0249	249	inactive	linear	1.0	0.0	0.00035696154789393843
g01245	1245	GENE0249	249	inactive	linear	1.0	0.0	0.00024220375379756313
g01246	1246	GENE0250	250	inactive	linear	1.0	0.0	0.000582106207626744
g01247	1247	GENE0250	250	inactive	linear	1.0	0.0	0.000516736337010325
g01248	1248	GENE0250	250	inactive	linear	1.0	0.0	0.00015313170543188555
g01249	1249	GENE0250	250	inactive	linear	1.0	0.0	0.0017191294912478755
g01250	1250	GENE0250	250	inactive	linear	0.03264167766669155	0.0	0.00033361227744898594
g01251	1251	GENE0251	251	inactive	linear	1.0	0.0	0.0006700077136629382
g01252	1252	GENE0251	251	inactive	linear	1.0	0.0	0.00014960153210314125
g01253	1253	GENE0251	251	inactive	linear	0.12280062886579392	0.0	0.0005764230343488604
g01254	1254	GENE0251	251	inactive	linear	1.0	0.0	0.0016030470078177408
g01255	1255	GENE0251	251	inactive	linear	1.0	0.0	0.0003206153228756554
g01256	1256	GENE0252	252	inactive	linear	0.05075303495870786	0.0	0.00047142676865058453
g01257	1257	GENE0252	252	inactive	linear	1.0	0.0	0.0004824565141691599
g01258	1258	GENE0252	252	inactive	linear	0.11739952184593098	0.0	7.432009349762912e-5
g01259	1259	GENE0252	252	inactive	linear	0.1413800586585089	0.0	0.0003470724097449405
g01260	1260	GENE0252	252	inactive	linear	1.0	0.0	6.591083656339642e-5
g01261	1261	GENE0253	253	inactive	linear	1.0	0.0	0.0004866252983333435
g01262	1262	GENE0253	253	inactive	linear	1.0	0.0	0.00026952765595552713
g01263	1263	GENE0253	253	inactive	linear	1.0	0.0	0.000606191136659661
g01264	1264	GENE0253	253	inactive	linear	1.0	0.0	0.0007266186145798948
g01265	1265	GENE0253	253	inactive	linear	1.0	0.0	0.00028332068624545547
g01266	1266	GENE0254	254	inactive	linear	1.0	0.0	0.0011210234484970167
g01267	1267	GENE0254	254	inactive	linear	0.06835055686202797	0.0	0.000342970898678483
g01268	1268	GENE0254	254	inactive	linear	0.016386017464894334	0.0	0.0002696053494373597
g01269	1269	GENE0254	254	inactive	linear	1.0	0.0	0.00013114685281233205
g01270	1270	GENE0254	254	inactive	linear	1.0	0.0	0.00012862527296371827
g01271	1271	GENE0255	255	inactive	sigmoidal	1.0	0.0	0.0004917393757071613
g01272	1272	GENE0255	255	inactive	sigmoidal	1.0	0.0	0.00048156813444958567
g01273	1273	GENE0255	255	inactive	sigmoidal	1.0	0.0	0.0009231949432414405
g01274	1274	GENE0255	255	inactive	sigmoidal	1.0	0.0	0.0009445597933453396
g01275	1275	GENE0255	255	inactive	sigmoidal	1.0	0.0	0.0002966700024330269
g01276	1276	GENE0256	256	inactive	linear	1.0	0.0	0.0005832335771283909
g01277	1277	GENE0256	256	inactive	linear	1.0	0.0	0.0010224212144453937
g01278	1278	GENE0256	256	inactive	linear	1.0	0.0	0.0002695404402479211
g01279	1279	GENE0256	256	inactive	linear	0.1062895257715626	0.0	0.00040864518624227086
g01280	1280	GENE0256	256	inactive	linear	0.022238461337358545	0.0	0.0005858423538701461
g01281	1281	GENE0257	257	inactive	sigmoidal	1.0	0.0	0.0004752676076507016
g01282	1282	GENE0257	257	inactive	sigmoidal	1.0	0.0	0.0007258861264040023
g01283	1283	GENE0257	257	inactive	sigmoidal	1.0	0.0	0.00019190703625456904
g01284	1284	GENE0257	257	inactive	sigmoidal	1.0	0.0	0.00020423716810726825
g01285	1285	GENE0257	257	inactive	sigmoidal	1.0	0.0	0.0005606545760124266
g01286	1286	GENE0258	258	decreasing	linear	1.0	-0.8936984023574849	0.0005382249228734686
g01287	1287	GENE0258	258	decreasing	linear	0.08906908719285349	-0.07960090092369268	0.0004110743715532737
g01288	1288	GENE0258	258	decreasing	linear	1.0	-0.8936984023574849	0.00013683187558818414
g01289	1289	GENE0258	258	decreasing	linear	1.0	-0.8936984023574849	0.0003067072241227017
g01290	1290	GENE0258	258	decreasing	linear	1.0	-0.8936984023574849	0.0009410845695962176
g01291	1291	GENE0259	259	decreasing	linear	1.0	-0.6796464957910434	0.00023480547973887817
g01292	1292	GENE0259	259	decreasing	linear	1.0	-0.6796464957910434	0.0005201641074185258
g01293	1293	GENE0259	259	decreasing	linear	1.0	-0.6796464957910434	0.0004319053528166904
g01294	1294	GENE0259	259	decreasing	linear	1.0	-0.6796464957910434	0.0006557120087013608
g01295	1295	GENE0259	259	decreasing	linear	1.0	-0.6796464957910434	8.338466188296564e-5
g01296	1296	GENE0260	260	inactive	sigmoidal	1.0	0.0	0.0008698448952222573
g01297	1297	GENE0260	260	inactive	sigmoidal	1.0	0.0	5.5914668228208526e-5
g01298	1298	GENE0260	260	inactive	sigmoidal	0.036742481558399806	0.0	0.0003447739794809951
g01299	1299	GENE0260	260	inactive	sigmoidal	1.0	0.0	0.0003780678370164601
g01300	1300	GENE0260	260	inactive	sigmoidal	1.0	0.0	0.0002170469697661121
g01301	1301	GENE0261	261	inactive	sigmoidal	1.0	0.0	0.0006341709235666139
g01302	1302	GENE0261	261	inactive	sigmoidal	1.0	0.0	0.0005601556766473405
g01303	1303	GENE0261	261	inactive	sigmoidal	1.0	0.0	0.00015935452546425057
g01304	1304	GENE0261	261	inactive	sigmoidal	1.0	0.0	0.0008222987222514854
g01305	1305	GENE0261	261	inactive	sigmoidal	1.0	0.0	0.0001959865118525842
g01306	1306	GENE0262	262	increasing	linear	1.0	0.635454376205059	0.00017221177465402454
g01307	1307	GENE0262	262	increasing	linear	1.0	0.635454376205059	0.00022008479994652078
g01308	1308	GENE0262	262	increasing	linear	1.0	0.635454376205059	0.000781467893532214
g01309	1309	GENE0262	262	increasing	linear	1.0	0.635454376205059	0.0004102571515650066
g01310	1310	GENE0262	262	increasing	linear	1.0	0.635454376205059	0.0005227122111509933
g01311	1311	GENE0263	263	inactive	linear	1.0	0.0	0.0005621963511898153
g01312	1312	GENE0263	263	inactive	linear	1.0	0.0	0.00011359626848594204
g01313	1313	GENE0263	263	inactive	linear	1.0	0.0	0.0042151843219499505
g01314	1314	GENE0263	263	inactive	linear	1.0	0.0	0.0004999699092211306
g01315	1315	GENE0263	263	inactive	linear	1.0	0.0	0.00011278079436552333
g01316	1316	GENE0264	264	increasing	linear	1.0	0.6171520597491932	0.0014089735270303228
g01317	1317	GENE0264	264	increasing	linear	1.0	0.6171520597491932	0.00031180814848983984
g01318	1318	GENE0264	264	increasing	linear	1.0	0.6171520597491932	0.0012129578152465707
g01319	1319	GENE0264	264	increasing	linear	1.0	0.6171520597491932	0.0003879992691832469
g01320	1320	GENE0264	264	increasing	linear	1.0	0.6171520597491932	0.0001224526197942973
g01321	1321	GENE0265	265	decreasing	linear	1.0	-0.85842536402969	0.00030997869041071415
g01322	1322	GENE0265	265	decreasing	linear	1.0	-0.85842536402969	0.0002816940538300461
g01323	1323	GENE0265	265	decreasing	linear	1.0	-0.85842536402969	0.0006400609495088187
g01324	1324	GENE0265	265	decreasing	linear	1.0	-0.85842536402969	0.0008394255811479633
g01325	1325	GENE0265	265	decreasing	linear	1.0	-0.85842536402969	0.000921462645356308
g01326	1326	GENE0266	266	inactive	linear	1.0	0.0	0.000779523351912697
g01327	1327	GENE0266	266	inactive	linear	1.0	0.0	0.00029639572715910216
g01328	1328	GENE0266	266	inactive	linear	1.0	0.0	0.0004966145827286474
g01329	1329	GENE0266	266	inactive	linear	1.0	0.0	0.000382924093569013
g01330	1330	GENE0266	266	inactive	linear	1.0	0.0	0.0001980072271418388
g01331	1331	GENE0267	267	inactive	linear	1.0	0.0	0.001352326133611923
g01332	1332	GENE0267	267	inactive	linear	1.0	0.0	0.0003839837138295733
g01333	1333	GENE0267	267	inactive	linear	1.0	0.0	0.00104447299633736
g01334	1334	GENE0267	267	inactive	linear	1.0	0.0	0.0002722526078368732
g01335	1335	GENE0267	267	inactive	linear	1.0	0.0	0.000763031690632545
g01336	1336	GENE0268	268	inactive	linear	0.07395663083447174	0.0	0.00014629342095998663
g01337	1337	GENE0268	268	inactive	linear	0.07859346509955008	0.0	0.0010587468513775574
g01338	1338	GENE0268	268	inactive	linear	1.0	0.0	0.00016985851872725204
g01339	1339	GENE0268	268	inactive	linear	0.12284520945702164	0.0	0.00014396153481323367
g01340	1340	GENE0268	268	inactive	linear	1.0	0.0	0.00037563018159861083
g01341	1341	GENE0269	269	inactive	sigmoidal	1.0	0.0	0.0003910378254734828
g01342	1342	GENE0269	269	inactive	sigmoidal	1.0	0.0	0.0008090998681216356
g01343	1343	GENE0269	269	inactive	sigmoidal	0.09569244354158059	0.0	0.0008348766089533512
g01344	1344	GENE0269	269	inactive	sigmoidal	1.0	0.0	0.00033038115268571035
g01345	1345	GENE0269	269	inactive	sigmoidal	0.08501196272331994	0.0	0.0001776882783243892
g01346	1346	GENE0270	270	increasing	linear	1.0	0.2102954270021734	0.00016473692196496194
g01347	1347	GENE0270	270	increasing	linear	1.0	0.2102954270021734	0.0005868156848494487
g01348	1348	GENE0270	270	increasing	linear	1.0	0.2102954270021734	0.0004420732323514882
g01349	1349	GENE0270	270	increasing	linear	1.0	0.2102954270021734	0.0005391148565221038
g01350	1350	GENE0270	270	increasing	linear	0.06309379733316292	0.013268337051366087	0.0002895153732548171
g01351	1351	GENE0271	271	inactive	linear	1.0	0.0	0.00016427121328636314
g01352	1352	GENE0271	271	inactive	linear	1.0	0.0	0.0002008143231969801
g01353	1353	GENE0271	271	inactive	linear	1.0	0.0	0.0005415811440101111
g01354	1354	GENE0271	271	inactive	linear	1.0	0.0	0.0001598818844878402
g01355	1355	GENE0271	271	inactive	linear	1.0	0.0	0.0014785053335707305
g01356	1356	GENE0272	272	inactive	linear	1.0	0.0	0.000857905639940154
g01357	1357	GENE0272	272	inactive	linear	1.0	0.0	0.0003565737108285572
g01358	1358	GENE0272	272	inactive	linear	1.0	0.0	0.00018412633974874485
g01359	1359	GENE0272	272	inactive	linear	1.0	0.0	0.0005406754548358606
g01360	1360	GENE0272	272	inactive	linear	1.0	0.0	0.00024386083738927293
g01361	1361	GENE0273	273	decreasing	linear	1.0	-0.8975346824428267	0.0005828134795388751
g01362	1362	GENE0273	273	decreasing	linear	0.06444493447578939	-0.05784156379977641	0.0007283971307514275
g01363	1363	GENE0273	273	decreasing	linear	1.0	-0.8975346824428267	0.0001517341075417194
g01364	1364	GENE0273	273	decreasing	linear	1.0	-0.8975346824428267	0.000656448923775204
g01365	1365	GENE0273	273	decreasing	linear	1.0	-0.8975346824428267	0.0002588676221945593
g01366	1366	GENE0274	274	inactive	linear	0.0802627723192848	0.0	0.00041828267297505423
g01367	1367	GENE0274	274	inactive	linear	1.0	0.0	0.00023331652743476612
g01368	1368	GENE0274	274	inactive	linear	1.0	0.0	0.00015150782581244167
g01369	1369	GENE0274	274	inactive	linear	1.0	0.0	0.00017404369932107284
g01370	1370	GENE0274	274	inactive	linear	0.11123472836263987	0.0	0.00040756901905082205
g01371	1371	GENE0275	275	inactive	sigmoidal	1.0	0.0	0.0014793460784237923
g01372	1372	GENE0275	275	inactive	sigmoidal	1.0	0.0	0.0005979012292294631
g01373	1373	GENE0275	275	inactive	sigmoidal	0.02856363089957653	0.0	0.000535767959408339
g01374	1374	GENE0275	275	inactive	sigmoidal	1.0	0.0	0.0003162218791103611
g01375	1375	GENE0275	275	inactive	sigmoidal	1.0	0.0	0.0005731545913346693
g01376	1376	GENE0276	276	inactive	linear	1.0	0.0	0.00039930586387600754
g01377	1377	GENE0276	276	inactive	linear	1.0	0.0	0.0007482862668412156
g01378	1378	GENE0276	276	inactive	linear	1.0	0.0	0.0003339737048071313
g01379	1379	GENE0276	276	inactive	linear	1.0	0.0	0.0005030994178860706
g01380	1380	GENE0276	276	inactive	linear	1.0	0.0	0.0004217292720416897
g01381	1381	GENE0277	277	decreasing	sigmoidal	1.0	-0.5432390528142643	0.00025152475443720985
g01382	1382	GENE0277	277	decreasing	sigmoidal	1.0	-0.5432390528142643	0.00030728043890379184
g01383	1383	GENE0277	277	decreasing	sigmoidal	1.0	-0.5432390528142643	0.0002270317972763071
g01384	1384	GENE0277	277	decreasing	sigmoidal	1.0	-0.5432390528142643	0.0005592510301715628
g01385	1385	GENE0277	277	decreasing	sigmoidal	1.0	-0.5432390528142643	0.00032704806918266576
g01386	1386	GENE0278	278	inactive	linear	1.0	0.0	0.0011773962869556782
g01387	1387	GENE0278	278	inactive	linear	1.0	0.0	0.0006644694751447408
g01388	1388	GENE0278	278	inactive	linear	1.0	0.0	0.00033435118687481915
g01389	1389	GENE0278	278	inactive	linear	1.0	0.0	0.0009505538624934625
g01390	1390	GENE0278	278	inactive	linear	1.0	0.0	9.353026994542741e-5
g01391	1391	GENE0279	279	inactive	linear	1.0	0.0	0.0003973439520689357
g01392	1392	GENE0279	279	inactive	linear	1.0	0.0	0.0015990417221276858
g01393	1393	GENE0279	279	inactive	linear	1.0	0.0	0.00023733247482837352
g01394	1394	GENE0279	279	inactive	linear	1.0	0.0	0.0004173098988299889
g01395	1395	GENE0279	279	inactive	linear	1.0	0.0	9.345884153953375e-5
g01396	1396	GENE0280	280	negcontrol	linear	1.0	0.0	0.0002901762515920135
g01397	1397	GENE0280	280	negcontrol	linear	1.0	0.0	0.0004753859301651283
g01398	1398	GENE0280	280	negcontrol	linear	1.0	0.0	0.0006304007887071784
g01399	1399	GENE0280	280	negcontrol	linear	1.0	0.0	0.0004067927556094753
g01400	1400	GENE0280	280	negcontrol	linear	1.0	0.0	0.00031529575884588386
