guide	barcode_id	gene	gene_id	class	behavior	knockdown	theoretical_phenotype	library_frequency
g00406	406	GENE0082	82	negcontrol	linear	1.0	0.0	0.00017904983476417594
g00407	407	GENE0082	82	negcontrol	linear	1.0	0.0	0.00012350776116594112
g00408	408	GENE0082	82	negcontrol	linear	0.13336874686004518	0.0	0.00013640583211192362
g00409	409	GENE0082	82	negcontrol	linear	1.0	0.0	0.00015431264390217554
g00410	410	GENE0082	82	negcontrol	linear	1.0	0.0	0.00021289101728827497
g00411	411	GENE0083	83	inactive	sigmoidal	1.0	0.0	0.00033869082447959776
g00412	412	GENE0083	83	inactive	sigmoidal	1.0	0.0	0.0012295180753851063
g00413	413	GENE0083	83	inactive	sigmoidal	1.0	0.0	0.0004222869418041667
g00414	414	GENE0083	83	inactive	sigmoidal	1.0	0.0	0.000736068403025428
g00415	415	GENE0083	83	inactive	sigmoidal	1.0	0.0	0.0007793053635231654
g00416	416	GENE0084	84	inactive	linear	1.0	0.0	0.0010280402644955741
g00417	417	GENE0084	84	inactive	linear	0.1270259922695669	0.0	0.0002883284683672368
g00418	418	GENE0084	84	inactive	linear	1.0	0.0	0.0004140294519388264
g00419	419	GENE0084	84	inactive	linear	1.0	0.0	0.00013720318023540217
g00420	420	GENE0084	84	inactive	linear	1.0	0.0	0.0001673146563037424
g00421	421	GENE0085	85	inactive	linear	1.0	0.0	5.749826134619257e-5
g00422	422	GENE0085	85	inactive	linear	1.0	0.0	0.00034378789942914436
g00423	423	GENE0085	85	inactive	linear	0.014935086028762312	0.0	0.00038987059694042835
g00424	424	GENE0085	85	inactive	linear	1.0	0.0	0.0003225648036020729
g00425	425	GENE0085	85	inactive	linear	1.0	0.0	0.00022918121440696726
g00426	426	GENE0086	86	decreasing	linear	1.0	-0.406523382889895	0.0005916321307967153
g00427	427	GENE0086	86	decreasing	linear	1.0	-0.406523382889895	0.0002653900724153659
g00428	428	GENE0086	86	decreasing	linear	1.0	-0.406523382889895	0.00020321838877547098
g00429	429	GENE0086	86	decreasing	linear	0.040667859255566534	-0.016532435719463032	0.00023293710910189056
g00430	430	GENE0086	86	decreasing	linear	1.0	-0.406523382889895	0.0017247129795910023
g00431	431	GENE0087	87	inactive	linear	1.0	0.0	0.0004435071861264896
g00432	432	GENE0087	87	inactive	linear	1.0	0.0	0.0003167935535146907
g00433	433	GENE0087	87	inactive	linear	1.0	0.0	0.00018147472800419373
g00434	434	GENE0087	87	inactive	linear	1.0	0.0	0.0007417478129593505
g00435	435	GENE0087	87	inactive	linear	1.0	0.0	0.001985481564235045
g00436	436	GENE0088	88	inactive	sigmoidal	1.0	0.0	0.00042479691950807907
g00437	437	GENE0088	88	inactive	sigmoidal	0.09100765112568163	0.0	0.00014439397349380462
g00438	438	GENE0088	88	inactive	sigmoidal	1.0	0.0	0.00014469239401749496
g00439	439	GENE0088	88	inactive	sigmoidal	1.0	0.0	0.00014294592931666456
g00440	440	GENE0088	88	inactive	sigmoidal	1.0	0.0	0.00025795815680118166
g00441	441	GENE0089	89	inactive	sigmoidal	1.0	0.0	0.001631664878924683
g00442	442	GENE0089	89	inactive	sigmoidal	1.0	0.0	0.0006341699754813203
g00443	443	GENE0089	89	inactive	sigmoidal	1.0	0.0	0.0012662772309038602
g00444	444	GENE0089	89	inactive	sigmoidal	1.0	0.0	0.000644019781012827
g00445	445	GENE0089	89	inactive	sigmoidal	1.0	0.0	8.910339246624949e-5
g00446	446	GENE0090	90	inactive	linear	1.0	0.0	0.0012165407097642883
g00447	447	GENE0090	90	inactive	linear	1.0	0.0	0.000248526277331666
g00448	448	GENE0090	90	inactive	linear	1.0	0.0	0.0004520193884923029
g00449	449	GENE0090	90	inactive	linear	1.0	0.0	0.00043139179205029573
g00450	450	GENE0090	90	inactive	linear	1.0	0.0	0.00020074733805790047
g00451	451	GENE0091	91	inactive	sigmoidal	1.0	0.0	0.000694364821424507
g00452	452	GENE0091	91	inactive	sigmoidal	1.0	0.0	0.0001931487247191068
g00453	453	GENE0091	91	inactive	sigmoidal	1.0	0.0	0.00018607953004612254
g00454	454	GENE0091	91	inactive	sigmoidal	1.0	0.0	0.00038346354255123355
g00455	455	GENE0091	91	inactive	sigmoidal	1.0	0.0	0.0006390456516959448
g00456	456	GENE0092	92	negcontrol	linear	1.0	0.0	0.0003024524775151313
g00457	457	GENE0092	92	negcontrol	linear	1.0	0.0	6.364652508012122e-5
g00458	458	GENE0092	92	negcontrol	linear	1.0	0.0	0.00046269419305052146
g00459	459	GENE0092	92	negcontrol	linear	1.0	0.0	0.0003673983148146562
g00460	460	GENE0092	92	negcontrol	linear	1.0	0.0	0.00044696566537612807
g00461	461	GENE0093	93	inactive	linear	1.0	0.0	0.00019853769656673427
g00462	462	GENE0093	93	inactive	linear	0.07408233051611282	0.0	0.0004337015681718093
g00463	463	GENE0093	93	inactive	linear	1.0	0.0	0.0011500090186653239
g00464	464	GENE0093	93	inactive	linear	1.0	0.0	0.00016513685826895534
g00465	465	GENE0093	93	inactive	linear	1.0	0.0	0.0008925837786508558
g00466	466	GENE0094	94	inactive	linear	1.0	0.0	0.0010189817364408174
g00467	467	GENE0094	94	inactive	linear	1.0	0.0	0.00033573634707621217
g00468	468	GENE0094	94	inactive	linear	1.0	0.0	0.0008743916685623097
g00469	469	GENE0094	94	inactive	linear	0.08346860398023442	0.0	0.0016301837112616137
g00470	470	GENE0094	94	inactive	linear	1.0	0.0	0.001004565132886606
g00471	471	GENE0095	95	negcontrol	linear	1.0	0.0	0.0009905503653134134
g00472	472	GENE0095	95	negcontrol	linear	1.0	0.0	0.0002499827950191923
g00473	473	GENE0095	95	negcontrol	linear	1.0	0.0	0.0001241084849991419
g00474	474	GENE0095	95	negcontrol	linear	1.0	0.0	0.00025919226283754453
g00475	475	GENE0095	95	negcontrol	linear	1.0	0.0	0.0005874589982925863
g00476	476	GENE0096	96	inactive	linear	1.0	0.0	0.00020763182606823793
g00477	477	GENE0096	96	inactive	linear	1.0	0.0	0.0005515512098223914
g00478	478	GENE0096	96	inactive	linear	1.0	0.0	0.00132230335431912
g00479	479	GENE0096	96	inactive	linear	1.0	0.0	0.0006748696603892702
g00480	480	GENE0096	96	inactive	linear	1.0	0.0	0.0005929643560540408
g00481	481	GENE0097	97	inactive	linear	1.0	0.0	0.0005441457914269692
g00482	482	GENE0097	97	inactive	linear	1.0	0.0	0.0004962539054035241
g00483	483	GENE0097	97	inactive	linear	1.0	0.0	0.0005324949133469033
g00484	484	GENE0097	97	inactive	linear	1.0	0.0	0.000311158148908904
g00485	485	GENE0097	97	inactive	linear	1.0	0.0	0.00016831151285667052
g00486	486	GENE0098	98	inactive	linear	1.0	0.0	0.0005503979903251615
g00487	487	GENE0098	98	inactive	linear	1.0	0.0	0.00034477221162721713
g00488	488	GENE0098	98	inactive	linear	1.0	0.0	0.0002802682572007195
g00489	489	GENE0098	98	inactive	linear	1.0	0.0	0.0003908913963493297
g00490	490	GENE0098	98	inactive	linear	1.0	0.0	0.0010575424743299014
g00491	491	GENE0099	99	inactive	sigmoidal	1.0	0.0	0.0002944526329392579
g00492	492	GENE0099	99	inactive	sigmoidal	0.05479892960991932	0.0	0.00036884301313484065
g00493	493	GENE0099	99	inactive	sigmoidal	1.0	0.0	0.0007005804331402826
g00494	494	GENE0099	99	inactive	sigmoidal	1.0	0.0	0.00020335010399158169
g00495	495	GENE0099	99	inactive	sigmoidal	1.0	0.0	0.00015001364154899248
g00496	496	GENE0100	100	increasing	linear	1.0	0.39973425851770344	0.00015660720955411642
g00497	497	GENE0100	100	increasing	linear	1.0	0.39973425851770344	0.00014496774039035064
g00498	498	GENE0100	100	increasing	linear	1.0	0.39973425851770344	0.00033212276180417884
g00499	499	GENE0100	100	increasing	linear	1.0	0.39973425851770344	0.00036058898994626354
g00500	500	GENE0100	100	increasing	linear	1.0	0.39973425851770344	0.00046810328642361056
g00501	501	GENE0101	101	inactive	linear	1.0	0.0	0.0003390594824674996
g00502	502	GENE0101	101	inactive	linear	1.0	0.0	0.0010714067221336142
g00503	503	GENE0101	101	inactive	linear	1.0	0.0	0.00014955874613627488
g00504	504	GENE0101	101	inactive	linear	1.0	0.0	0.00020485960572441615
g00505	505	GENE0101	101	inactive	linear	1.0	0.0	0.0002053709264302755
g00506	506	GENE0102	102	inactive	linear	1.0	0.0	0.000863562839451876
g00507	507	GENE0102	102	inactive	linear	1.0	0.0	0.0001750197164275316
g00508	508	GENE0102	102	inactive	linear	0.004762886333078385	0.0	0.00032786536321669223
g00509	509	GENE0102	102	inactive	linear	1.0	0.0	0.0014447749009135677
g00510	510	GENE0102	102	inactive	linear	1.0	0.0	0.00030265987066185483
g00511	511	GENE0103	103	increasing	linear	1.0	0.6840425139550795	0.00012704099829112409
g00512	512	GENE0103	103	increasing	linear	1.0	0.6840425139550795	0.0010264161548109404
g00513	513	GENE0103	103	increasing	linear	1.0	0.6840425139550795	0.0005764554557167324
g00514	514	GENE0103	103	increasing	linear	1.0	0.6840425139550795	0.0005222870164590484
g00515	515	GENE0103	103	increasing	linear	0.18629873544898967	0.12743625534317918	0.0006943150635842021
g00516	516	GENE0104	104	inactive	linear	1.0	0.0	0.0003273392881376282
g00517	517	GENE0104	104	inactive	linear	1.0	0.0	0.0008852063263259915
g00518	518	GENE0104	104	inactive	linear	0.021868725850728597	0.0	0.0003596613865509059
g00519	519	GENE0104	104	inactive	linear	0.056756173759410174	0.0	0.00021926530121580182
g00520	520	GENE0104	104	inactive	linear	0.09455437763546189	0.0	0.0001562998861451127
g00521	521	GENE0105	105	inactive	linear	1.0	0.0	0.00045928923446732526
g00522	522	GENE0105	105	inactive	linear	1.0	0.0	0.0007645719672847512
g00523	523	GENE0105	105	inactive	linear	1.0	0.0	0.00045506252830209305
g00524	524	GENE0105	105	inactive	linear	1.0	0.0	0.0002240671208630543
g00525	525	GENE0105	105	inactive	linear	1.0	0.0	0.0005376273019235201
g00526	526	GENE0106	106	increasing	linear	1.0	0.5279501562849861	8.446741996714137e-5
g00527	527	GENE0106	106	increasing	linear	1.0	0.5279501562849861	0.00018663565106900488
g00528	528	GENE0106	106	increasing	linear	1.0	0.5279501562849861	0.00015548195963886716
g00529	529	GENE0106	106	increasing	linear	1.0	0.5279501562849861	0.00011031149956325381
g00530	530	GENE0106	106	increasing	linear	1.0	0.5279501562849861	0.00012537061889301838
g00531	531	GENE0107	107	inactive	linear	1.0	0.0	0.0003682646538423898
g00532	532	GENE0107	107	inactive	linear	1.0	0.0	0.00024768395734305174
g00533	533	GENE0107	107	inactive	linear	1.0	0.0	0.0001395580032685581
g00534	534	GENE0107	107	inactive	linear	0.136959226459346	0.0	0.0002124622236568907
g00535	535	GENE0107	107	inactive	linear	1.0	0.0	0.00029372331421446393
g00536	536	GENE0108	108	inactive	linear	1.0	0.0	0.00024885398212477294
g00537	537	GENE0108	108	inactive	linear	1.0	0.0	0.0006549148144456368
g00538	538	GENE0108	108	inactive	linear	1.0	0.0	0.00036120016889877604
g00539	539	GENE0108	108	inactive	linear	1.0	0.0	0.0003151289396290729
g00540	540	GENE0108	108	inactive	linear	0.003800842326147927	0.0	0.0001971877451966414
g00541	541	GENE0109	109	inactive	sigmoidal	1.0	0.0	5.3278548607099494e-5
g00542	542	GENE0109	109	inactive	sigmoidal	1.0	0.0	0.0005800176858075767
g00543	543	GENE0109	109	inactive	sigmoidal	1.0	0.0	0.0011074349781793808
g00544	544	GENE0109	109	inactive	sigmoidal	1.0	0.0	0.0002127672057681304
g00545	545	GENE0109	109	inactive	sigmoidal	1.0	0.0	0.00021560268799746167
g00546	546	GENE0110	110	inactive	linear	1.0	0.0	0.0003344883471278816
g00547	547	GENE0110	110	inactive	linear	1.0	0.0	0.0003045886063142352
g00548	548	GENE0110	110	inactive	linear	1.0	0.0	0.00042019956777746296
g00549	549	GENE0110	110	inactive	linear	1.0	0.0	0.00012830425603451863
g00550	550	GENE0110	110	inactive	linear	1.0	0.0	0.00015490587482384642
g00551	551	GENE0111	111	inactive	linear	1.0	0.0	0.00028742550219478744
g00552	552	GENE0111	111	inactive	linear	1.0	0.0	0.00033032796567602547
g00553	553	GENE0111	111	inactive	linear	1.0	0.0	0.0004118091006292208
g00554	554	GENE0111	111	inactive	linear	1.0	0.0	0.00010486815810496431
g00555	555	GENE0111	111	inactive	linear	1.0	0.0	0.00033798398337097274
g00556	556	GENE0112	112	increasing	sigmoidal	1.0	0.4243536231962398	0.00011834628561131164
g00557	557	GENE0112	112	increasing	sigmoidal	1.0	0.4243536231962398	0.0001475623793421022
g00558	558	GENE0112	112	increasing	sigmoidal	1.0	0.4243536231962398	0.00044989137923417646
g00559	559	GENE0112	112	increasing	sigmoidal	1.0	0.4243536231962398	0.0009045713718805514
g00560	560	GENE0112	112	increasing	sigmoidal	1.0	0.4243536231962398	0.0014471900302330855
g00561	561	GENE0113	113	inactive	sigmoidal	1.0	0.0	0.0004704070695391954
g00562	562	GENE0113	113	inactive	sigmoidal	1.0	0.0	0.00014345607444267
g00563	563	GENE0113	113	inactive	sigmoidal	1.0	0.0	0.0001733952352180105
g00564	564	GENE0113	113	inactive	sigmoidal	1.0	0.0	0.0005524971416980197
g00565	565	GENE0113	113	inactive	sigmoidal	1.0	0.0	0.0006570546132250812
g00566	566	GENE0114	114	inactive	linear	0.02945289079661311	0.0	0.00036109952045877724
g00567	567	GENE0114	114	inactive	linear	1.0	0.0	0.0005341514426666467
g00568	568	GENE0114	114	inactive	linear	1.0	0.0	0.0007273547494741944
g00569	569	GENE0114	114	inactive	linear	1.0	0.0	0.0005763770722630508
g00570	570	GENE0114	114	inactive	linear	1.0	0.0	0.0003902364058261747
g00571	571	GENE0115	115	increasing	sigmoidal	1.0	0.6246971855611816	0.0005692019513291716
g00572	572	GENE0115	115	increasing	sigmoidal	1.0	0.6246971855611816	0.0003394425724893403
g00573	573	GENE0115	115	increasing	sigmoidal	1.0	0.6246971855611816	0.0002756793433983139
g00574	574	GENE0115	115	increasing	sigmoidal	1.0	0.6246971855611816	0.0004808930447625193
g00575	575	GENE0115	115	increasing	sigmoidal	1.0	0.6246971855611816	0.0012717962080808136
g00576	576	GENE0116	116	increasing	sigmoidal	1.0	0.46307556634650693	0.00037600574824900426
g00577	577	GENE0116	116	increasing	sigmoidal	1.0	0.46307556634650693	0.0006546717800176726
g00578	578	GENE0116	116	increasing	sigmoidal	1.0	0.46307556634650693	0.0005654085757821756
g00579	579	GENE0116	116	increasing	sigmoidal	1.0	0.46307556634650693	0.001316911825229174
g00580	580	GENE0116	116	increasing	sigmoidal	1.0	0.46307556634650693	0.0005950106145060603
g00581	581	GENE0117	117	decreasing	linear	1.0	-0.7528519868630658	0.0006610185492587098
g00582	582	GENE0117	117	decreasing	linear	1.0	-0.7528519868630658	0.0013971900154924062
g00583	583	GENE0117	117	decreasing	linear	1.0	-0.7528519868630658	0.0003743211427058696
g00584	584	GENE0117	117	decreasing	linear	1.0	-0.7528519868630658	0.0012259772599963615
g00585	585	GENE0117	117	decreasing	linear	1.0	-0.7528519868630658	0.00039309063417962555
g00586	586	GENE0118	118	inactive	sigmoidal	1.0	0.0	0.00026455553321354594
g00587	587	GENE0118	118	inactive	sigmoidal	1.0	0.0	0.00033573582942321407
g00588	588	GENE0118	118	inactive	sigmoidal	1.0	0.0	0.00020025606034547265
g00589	589	GENE0118	118	inactive	sigmoidal	1.0	0.0	0.0005635511627326881
g00590	590	GENE0118	118	inactive	sigmoidal	1.0	0.0	0.0004356288241872895
g00591	591	GENE0119	119	inactive	linear	1.0	0.0	0.00029886194578028616
g00592	592	GENE0119	119	inactive	linear	1.0	0.0	0.00031906206408823
g00593	593	GENE0119	119	inactive	linear	1.0	0.0	0.0006967495930505581
g00594	594	GENE0119	119	inactive	linear	1.0	0.0	0.0002736456663243973
g00595	595	GENE0119	119	inactive	linear	0.04246244612570578	0.0	0.00040700324658068753
g00596	596	GENE0120	120	inactive	sigmoidal	1.0	0.0	0.0010107399527259522
g00597	597	GENE0120	120	inactive	sigmoidal	1.0	0.0	0.0009376017936540456
g00598	598	GENE0120	120	inactive	sigmoidal	1.0	0.0	0.0003962462850161864
g00599	599	GENE0120	120	inactive	sigmoidal	1.0	0.0	0.00031709812896046804
g00600	600	GENE0120	120	inactive	sigmoidal	1.0	0.0	0.00016447589375761073
g00601	601	GENE0121	121	inactive	linear	1.0	0.0	0.0001441620971158178
g00602	602	GENE0121	121	inactive	linear	1.0	0.0	0.00046225698318150114
g00603	603	GENE0121	121	inactive	linear	1.0	0.0	0.0007190828275484153
g00604	604	GENE0121	121	inactive	linear	1.0	0.0	0.0005455809403806765
g00605	605	GENE0121	121	inactive	linear	1.0	0.0	0.0007056726083865461
g00606	606	GENE0122	122	inactive	linear	0.10009548576966884	0.0	0.00023220071963309317
g00607	607	GENE0122	122	inactive	linear	0.12330125350190158	0.0	0.0005267005422714206
g00608	608	GENE0122	122	inactive	linear	1.0	0.0	0.00032055621879110475
g00609	609	GENE0122	122	inactive	linear	1.0	0.0	0.00020950336710753712
g00610	610	GENE0122	122	inactive	linear	1.0	0.0	0.0005636296861755047
g00611	611	GENE0123	123	inactive	linear	1.0	0.0	6.756629737356009e-5
g00612	612	GENE0123	123	inactive	linear	1.0	0.0	0.00026745784312851934
g00613	613	GENE0123	123	inactive	linear	1.0	0.0	0.00039899494635058384
g00614	614	GENE0123	123	inactive	linear	1.0	0.0	0.0011175467570472791
g00615	615	GENE0123	123	inactive	linear	0.1781256993352887	0.0	0.00032607334466299017
g00616	616	GENE0124	124	inactive	linear	1.0	0.0	0.0001542560957941039
g00617	617	GENE0124	124	inactive	linear	1.0	0.0	0.00035747497530809426
g00618	618	GENE0124	124	inactive	linear	1.0	0.0	0.0005370707437370372
g00619	619	GENE0124	124	inactive	linear	1.0	0.0	0.0005946069729305678
g00620	620	GENE0124	124	inactive	linear	1.0	0.0	0.00022692598261201712
g00621	621	GENE0125	125	inactive	linear	1.0	0.0	0.0005735959271623618
g00622	622	GENE0125	125	inactive	linear	1.0	0.0	0.0008181098543382042
g00623	623	GENE0125	125	inactive	linear	0.01317896616536423	0.0	0.0005850755370326043
g00624	624	GENE0125	125	inactive	linear	1.0	0.0	0.0005761537284343868
g00625	625	GENE0125	125	inactive	linear	0.015073251330725956	0.0	0.00023985834357204735
g00626	626	GENE0126	126	inactive	linear	1.0	0.0	0.0005303740943720193
g00627	627	GENE0126	126	inactive	linear	1.0	0.0	0.00035007636694055357
g00628	628	GENE0126	126	inactive	linear	1.0	0.0	0.0002629369849600156
g00629	629	GENE0126	126	inactive	linear	1.0	0.0	0.00020153530355488053
g00630	630	GENE0126	126	inactive	linear	1.0	0.0	0.0019866234992972826
g00631	631	GENE0127	127	inactive	linear	1.0	0.0	0.00040107753524342495
g00632	632	GENE0127	127	inactive	linear	1.0	0.0	0.0021376634778190306
g00633	633	GENE0127	127	inactive	linear	1.0	0.0	0.0004309976197451601
g00634	634	GENE0127	127	inactive	linear	1.0	0.0	0.00012908554260758102
g00635	635	GENE0127	127	inactive	linear	1.0	0.0	0.00038635862911899535
g00636	636	GENE0128	128	decreasing	sigmoidal	1.0	-0.31244194093136735	0.0004529151267487253
g00637	637	GENE0128	128	decreasing	sigmoidal	1.0	-0.31244194093136735	0.00037350108655291586
g00638	638	GENE0128	128	decreasing	sigmoidal	1.0	-0.31244194093136735	0.0005413397655650276
g00639	639	GENE0128	128	decreasing	sigmoidal	1.0	-0.31244194093136735	0.00029940595065867053
g00640	640	GENE0128	128	decreasing	sigmoidal	0.08688323910938964	0.0	0.000292173724208213
g00641	641	GENE0129	129	inactive	linear	0.07469960843883168	0.0	7.711433935175753e-5
g00642	642	GENE0129	129	inactive	linear	1.0	0.0	0.00013364544822104212
g00643	643	GENE0129	129	inactive	linear	1.0	0.0	0.0004804364482957231
g00644	644	GENE0129	129	inactive	linear	1.0	0.0	0.0008505516969466251
g00645	645	GENE0129	129	inactive	linear	1.0	0.0	0.00022264475362714263
g00646	646	GENE0130	130	inactive	linear	1.0	0.0	0.0009688608575694383
g00647	647	GENE0130	130	inactive	linear	1.0	0.0	0.0004367904360289671
g00648	648	GENE0130	130	inactive	linear	1.0	0.0	0.0002580258925877057
g00649	649	GENE0130	130	inactive	linear	0.006362982576060133	0.0	0.0007541972794898144
g00650	650	GENE0130	130	inactive	linear	1.0	0.0	0.00041502237176616643
g00651	651	GENE0131	131	inactive	linear	1.0	0.0	0.0010855410899468735
g00652	652	GENE0131	131	inactive	linear	1.0	0.0	0.0004361774395054395
g00653	653	GENE0131	131	inactive	linear	1.0	0.0	0.00035751600973314387
g00654	654	GENE0131	131	inactive	linear	1.0	0.0	0.0001569234985039029
g00655	655	GENE0131	131	inactive	linear	0.03748144848813399	0.0	0.0008476790398191138
g00656	656	GENE0132	132	negcontrol	linear	1.0	0.0	0.00013998071850552328
g00657	657	GENE0132	132	negcontrol	linear	1.0	0.0	0.00015427287470543723
g00658	658	GENE0132	132	negcontrol	linear	1.0	0.0	0.0002582164695189729
g00659	659	GENE0132	132	negcontrol	linear	1.0	0.0	0.00014712408569776268
g00660	660	GENE0132	132	negcontrol	linear	1.0	0.0	0.0004266550295451936
g00661	661	GENE0133	133	inactive	linear	1.0	0.0	0.00025484412771375163
g00662	662	GENE0133	133	inactive	linear	1.0	0.0	0.0002782677623695778
g00663	663	GENE0133	133	inactive	linear	1.0	0.0	0.00041458179050761864
g00664	664	GENE0133	133	inactive	linear	1.0	0.0	0.00102863193076926
g00665	665	GENE0133	133	inactive	linear	1.0	0.0	0.00011533692322139856
g00666	666	GENE0134	134	inactive	linear	1.0	0.0	0.00025484023474386355
g00667	667	GENE0134	134	inactive	linear	1.0	0.0	0.0010862141983086575
g00668	668	GENE0134	134	inactive	linear	1.0	0.0	0.0005256292510747543
g00669	669	GENE0134	134	inactive	linear	1.0	0.0	0.0001731615834209357
g00670	670	GENE0134	134	inactive	linear	1.0	0.0	0.0001837841355143008
g00671	671	GENE0135	135	decreasing	linear	1.0	-0.6955504931673445	0.0009438179660449043
g00672	672	GENE0135	135	decreasing	linear	1.0	-0.6955504931673445	0.0009647404410227356
g00673	673	GENE0135	135	decreasing	linear	1.0	-0.6955504931673445	0.0017741231194977102
g00674	674	GENE0135	135	decreasing	linear	1.0	-0.6955504931673445	0.00048332044867727055
g00675	675	GENE0135	135	decreasing	linear	1.0	-0.6955504931673445	0.0004352745515859239
g00676	676	GENE0136	136	inactive	linear	1.0	0.0	0.0007020837315652064
g00677	677	GENE0136	136	inactive	linear	1.0	0.0	0.00015819370806705458
g00678	678	GENE0136	136	inactive	linear	1.0	0.0	0.0008142284155383119
g00679	679	GENE0136	136	inactive	linear	1.0	0.0	0.0005548903705663322
g00680	680	GENE0136	136	inactive	linear	1.0	0.0	0.0007300016974190442
g00681	681	GENE0137	137	increasing	sigmoidal	1.0	0.5993813183881815	0.0004740862815041147
g00682	682	GENE0137	137	increasing	sigmoidal	1.0	0.5993813183881815	0.0004444766626123939
g00683	683	GENE0137	137	increasing	sigmoidal	1.0	0.5993813183881815	0.0002057800016862823
g00684	684	GENE0137	137	increasing	sigmoidal	1.0	0.5993813183881815	0.00029339084384215683
g00685	685	GENE0137	137	increasing	sigmoidal	1.0	0.5993813183881815	0.0006035674401075814
g00686	686	GENE0138	138	inactive	sigmoidal	1.0	0.0	0.0022313913370285592
g00687	687	GENE0138	138	inactive	sigmoidal	1.0	0.0	0.0007151696893437392
g00688	688	GENE0138	138	inactive	sigmoidal	0.03680496252112981	0.0	0.0013232866448559082
g00689	689	GENE0138	138	inactive	sigmoidal	1.0	0.0	0.0009494560573664434
g00690	690	GENE0138	138	inactive	sigmoidal	0.09547028009346722	0.0	0.00024203854642517532
g00691	691	GENE0139	139	inactive	sigmoidal	1.0	0.0	0.00011853700778832364
g00692	692	GENE0139	139	inactive	sigmoidal	1.0	0.0	0.0010065013811350432
g00693	693	GENE0139	139	inactive	sigmoidal	1.0	0.0	0.0012807592967626806
g00694	694	GENE0139	139	inactive	sigmoidal	1.0	0.0	0.00056717665016189
g00695	695	GENE0139	139	inactive	sigmoidal	1.0	0.0	0.00038722661786860357
g00696	696	GENE0140	140	inactive	linear	1.0	0.0	0.00044608588555180873
g00697	697	GENE0140	140	inactive	linear	1.0	0.0	0.000366260293552345
g00698	698	GENE0140	140	inactive	linear	1.0	0.0	0.0003844117345586273
g00699	699	GENE0140	140	inactive	linear	1.0	0.0	0.0002927123109986622
g00700	700	GENE0140	140	inactive	linear	1.0	0.0	0.0004085534526414892
g00701	701	GENE0141	141	decreasing	linear	1.0	-0.8008560431346146	0.00040443709924998513
g00702	702	GENE0141	141	decreasing	linear	1.0	-0.8008560431346146	0.0008467956786035691
g00703	703	GENE0141	141	decreasing	linear	0.02636906082648254	-0.021117821714672774	0.0014607284978364245
g00704	704	GENE0141	141	decreasing	linear	1.0	-0.8008560431346146	0.0002690621759042199
g00705	705	GENE0141	141	decreasing	linear	1.0	-0.8008560431346146	0.0013045165669583454
g00706	706	GENE0142	142	inactive	linear	1.0	0.0	6.283806624057067e-5
g00707	707	GENE0142	142	inactive	linear	1.0	0.0	0.001183125979141957
g00708	708	GENE0142	142	inactive	linear	1.0	0.0	0.00033429566485035107
g00709	709	GENE0142	142	inactive	linear	1.0	0.0	0.001057242616518127
g00710	710	GENE0142	142	inactive	linear	1.0	0.0	0.0005682784332959288
g00711	711	GENE0143	143	inactive	linear	1.0	0.0	0.0008460259945067195
g00712	712	GENE0143	143	inactive	linear	1.0	0.0	0.0005627592691226537
g00713	713	GENE0143	143	inactive	linear	1.0	0.0	0.0003086620977709227
g00714	714	GENE0143	143	inactive	linear	1.0	0.0	0.0006845080566547612
g00715	715	GENE0143	143	inactive	linear	1.0	0.0	0.0015535368495609258
g00716	716	GENE0144	144	increasing	linear	1.0	0.2823411576800608	0.00039880768292355857
g00717	717	GENE0144	144	increasing	linear	1.0	0.2823411576800608	0.0008041643372295663
g00718	718	GENE0144	144	increasing	linear	1.0	0.2823411576800608	0.0011807663711943669
g00719	719	GENE0144	144	increasing	linear	1.0	0.2823411576800608	0.001406246136692624
g00720	720	GENE0144	144	increasing	linear	1.0	0.2823411576800608	0.00017418131298831742
g00721	721	GENE0145	145	inactive	linear	1.0	0.0	0.00044857727165224424
g00722	722	GENE0145	145	inactive	linear	1.0	0.0	0.001228781526858641
g00723	723	GENE0145	145	inactive	linear	1.0	0.0	0.0007488264722602025
g00724	724	GENE0145	145	inactive	linear	0.11499857928541138	0.0	0.00031859580621534136
g00725	725	GENE0145	145	inactive	linear	1.0	0.0	9.751906557312566e-5
g00726	726	GENE0146	146	inactive	linear	1.0	0.0	0.0004624839853650973
g00727	727	GENE0146	146	inactive	linear	1.0	0.0	0.0019640221419020354
g00728	728	GENE0146	146	inactive	linear	1.0	0.0	0.00018958105734807274
g00729	729	GENE0146	146	inactive	linear	1.0	0.0	0.00024030169435995964
g00730	730	GENE0146	146	inactive	linear	0.10580470286668005	0.0	0.001249579938099277
g00731	731	GENE0147	147	inactive	linear	1.0	0.0	0.0009825098961870034
g00732	732	GENE0147	147	inactive	linear	1.0	0.0	0.0031735759962768103
g00733	733	GENE0147	147	inactive	linear	0.055468263077236776	0.0	0.0005000474227381368
g00734	734	GENE0147	147	inactive	linear	1.0	0.0	0.00032418015167296664
g00735	735	GENE0147	147	inactive	linear	1.0	0.0	0.0001530697336797193
g00736	736	GENE0148	148	inactive	linear	1.0	0.0	0.0006703965761173859
g00737	737	GENE0148	148	inactive	linear	1.0	0.0	0.0008339073864899883
g00738	738	GENE0148	148	inactive	linear	1.0	0.0	8.991366071428862e-5
g00739	739	GENE0148	148	inactive	linear	0.05313996811582516	0.0	0.0003351677800090999
g00740	740	GENE0148	148	inactive	linear	1.0	0.0	9.752788750316332e-5
