"gene","n_guides","estimate","std_error","statistic","p_value","fdr","guide_direction_agreement","raw_statistic","converged_fraction","control_gene","null_center","null_scale"
"IFNG",6,-0.439965653581386,0.0767583087764491,-2.55484402870187,0.0106235389398011,0.0786141881545278,0.833333333333333,-5.73183099777175,1,FALSE,-0.387708951947954,2.09176058725556
"IL2",6,-0.0795927972795792,0.0762035383209927,-0.313978306518714,0.753537515112823,0.880527519928558,0.666666666666667,-1.04447639877705,1,FALSE,-0.387708951947954,2.09176058725556
"JMJD8",6,-0.0923956629621144,0.0600923000014874,-0.549706064600766,0.582520996548866,0.880527519928558,1,-1.5375624324552,1,FALSE,-0.387708951947954,2.09176058725556
"LCP2",6,-0.241163564259055,0.0673631654074489,-1.52615075392319,0.126972324590643,0.487422396781815,0.833333333333333,-3.58005094921486,1,FALSE,-0.387708951947954,2.09176058725556
"LRIG3",6,0.0166512232935561,0.0629269327448662,0.311852601099653,0.75515254610404,0.880527519928558,0.833333333333333,0.264612028065432,1,FALSE,-0.387708951947954,2.09176058725556
"MED12",6,0.171984283902864,0.0769271225211398,1.25415263972045,0.20978653027557,0.646841801683008,0.666666666666667,2.23567811022182,1,FALSE,-0.387708951947954,2.09176058725556
"NFKBIA",6,0.284687841028943,0.0489937164551278,2.9632502246549,0.00304409001706602,0.0375437768771475,0.833333333333333,5.81070107816136,1,FALSE,-0.387708951947954,2.09176058725556
"NTCTRL",52,-0.0845920827567545,0.0210576589863798,-1.73512002030954,0.0827195489170578,0.382577913741392,0.769230769230769,-4.01716462458952,1,TRUE,-0.387708951947954,2.09176058725556
"P2RY8",6,-0.0929452309583024,0.0676957066854287,-0.471027449987532,0.637621132593686,0.880527519928558,0.833333333333333,-1.37298560734737,1,FALSE,-0.387708951947954,2.09176058725556
"PPIAL4D",6,-0.127858920045385,0.0795988065752436,-0.582563309593514,0.56018731084859,0.880527519928558,0.833333333333333,-1.60629192253683,1,FALSE,-0.387708951947954,2.09176058725556
"PPP6C",6,0.042034633015085,0.056770376581924,0.539326287718815,0.589661733165947,0.880527519928558,0.5,0.740432520373117,1,FALSE,-0.387708951947954,2.09176058725556
"PTGER4",6,0.0631903899422675,0.0539095028667285,0.745719062458743,0.45583714144942,0.880527519928558,0.833333333333333,1.17215679206842,1,FALSE,-0.387708951947954,2.09176058725556
"RASA2",6,0.438905754971085,0.0517037493162118,4.24358619511778,2.19975823727067e-05,0.000813910547790149,1,8.48885739962122,1,FALSE,-0.387708951947954,2.09176058725556
"RHOG",6,-0.101894466449507,0.0655447051003954,-0.557841433496104,0.576952666823864,0.880527519928558,1,-1.55457967647325,1,FALSE,-0.387708951947954,2.09176058725556
"SPTLC2",6,0.115057598864128,0.0615934699657619,1.07838590704599,0.280861573600812,0.742277015945002,0.666666666666667,1.86801618626269,0.833333333333333,FALSE,-0.387708951947954,2.09176058725556
"STAT1",6,0.0230364156357485,0.061643830378026,0.364004772816866,0.715854445334724,0.880527519928558,0.666666666666667,0.373701885403283,1,FALSE,-0.387708951947954,2.09176058725556
"STT3B",6,0.142989096245517,0.0517104913705094,1.50729217313803,0.131735782914004,0.487422396781815,0.666666666666667,2.76518540930098,1,FALSE,-0.387708951947954,2.09176058725556
"STUB1",6,0.398019561698074,0.0729328921145841,2.79432006081915,0.0052008975691803,0.0481083025149177,1,5.45733961945111,1,FALSE,-0.387708951947954,2.09176058725556
"TNF",6,-0.0343738740510664,0.0597356511982475,-0.0897445917648895,0.928490179782272,0.981546761484116,0.833333333333333,-0.57543315192109,1,FALSE,-0.387708951947954,2.09176058725556
