"gene","guide","estimate","std_error","t_value","df","p_value","fdr","rho","pearson_null","mean_cpm","converged","control","raw_std_error","raw_t_value","raw_p_value","raw_fdr"
"ZC3H12A","ZC3H12A_4",-0.950468588492048,0.865868006077876,-1.0977060958718,5,0.32236095136725,0.941802826763249,0.00120717421638975,21936.4711659296,1001.78884395008,TRUE,FALSE,0.865868006077876,-1.0977060958718,0.32236095136725,0.941802826763249
"CBLB","CBLB_4",0.0762541412837438,0.0826342380840886,0.922791122078812,5,0.398459515256523,0.947577862596625,5.49790968730802e-05,994.322605007282,4068.35792491376,TRUE,FALSE,0.0826342380840886,0.922791122078812,0.398459515256523,0.947577862596625
"ADRB1","ADRB1_5",0.286507512522249,0.406267008462506,0.705219736169374,5,0.512161249702475,0.974425123313826,0.00148673007129049,29342.7076572446,4617.73978219108,TRUE,FALSE,0.406267008462506,0.705219736169374,0.512161249702475,0.974425123313826
"NTCTRL","NTCTRL_13",-0.018695710955884,0.167761815358295,-0.111441992422143,5,0.915601279100209,0.981524571195424,0.000253351653785296,4693.03436327174,4527.17621648625,TRUE,TRUE,0.167761815358295,-0.111441992422143,0.915601279100209,0.981524571195424
"NTCTRL","NTCTRL_2",-0.0158888520231534,0.182404076924898,-0.0871079873378893,5,0.933966629751515,0.986839913978518,0.000326251544549446,6317.44624663426,4932.28789446315,TRUE,TRUE,0.182404076924898,-0.0871079873378893,0.933966629751515,0.986839913978518
"CDKN1B","CDKN1B_4",-0.283490166781338,0.0824237485109942,-3.4394233689035,5,0.0184468520341702,0.425572381536595,5.15398230002166e-05,946.556549443713,3905.12841890999,TRUE,FALSE,0.0824237485109942,-3.4394233689035,0.0184468520341702,0.425572381536595
"PTGER4","PTGER4_6",0.151718494104357,0.234929286745171,0.645804940739154,5,0.546870597727119,0.974425123313826,0.000350490128481112,6875.14926418072,3206.11948260785,TRUE,FALSE,0.234929286745171,0.645804940739154,0.546870597727119,0.974425123313826
"NTCTRL","NTCTRL_50",0.0744793470668567,0.178826766014834,0.416488810521118,5,0.694327489856281,0.974425123313826,0.000208931296117424,3726.222888368,3286.21322139325,TRUE,TRUE,0.178826766014834,0.416488810521118,0.694327489856281,0.974425123313826
"DGKZ","DGKZ_4",0.16912644133119,0.252394183209801,0.670088506717309,5,0.53249955149967,0.974425123313826,0.000488814709264006,9308.7140930252,3881.38200377412,TRUE,FALSE,0.252394183209801,0.670088506717309,0.53249955149967,0.974425123313826
"DGKZ","DGKZ_6",0.000997378745714321,0.129000709027911,0.00773157568846016,5,0.994130154468075,0.994130154468075,0.000107561386254766,2086.1979487964,3251.19215003131,TRUE,FALSE,0.129000709027911,0.00773157568846016,0.994130154468075,0.994130154468075
"FAM76A","FAM76A_4",-0.0331194786291953,0.166934364235335,-0.198398207468566,5,0.850548116546197,0.974425123313826,0.000250708557712021,4606.03951353439,4525.17197579906,TRUE,FALSE,0.166934364235335,-0.198398207468566,0.850548116546197,0.974425123313826
"GOLGA1","GOLGA1_6",-0.0526484985344394,0.32126534312039,-0.163878549808935,5,0.876245214963823,0.974425123313826,0.000930264127840256,17320.0805623397,4531.6906285933,TRUE,FALSE,0.32126534312039,-0.163878549808935,0.876245214963823,0.974425123313826
"NTCTRL","NTCTRL_31",0.110155853666433,0.0960399766545243,1.14697917995843,5,0.303294998702984,0.941802826763249,5.54197400376986e-05,1052.55300152994,3037.1451096459,TRUE,TRUE,0.0960399766545243,1.14697917995843,0.303294998702984,0.941802826763249
"SPTLC2","SPTLC2_2",0.0829723443464409,0.0838157259552658,0.989937668627067,5,0.367660716707654,0.947577862596625,3.90639953199624e-05,754.359022320683,2812.22521780118,TRUE,FALSE,0.0838157259552658,0.989937668627067,0.367660716707654,0.947577862596625
"H2AFB3","H2AFB3_4",-0.137968046639554,0.194586597484661,-0.709031600444268,5,0.509986962945422,0.974425123313826,0.000250717865227204,4545.80412281063,3341.32787645769,TRUE,FALSE,0.194586597484661,-0.709031600444268,0.509986962945422,0.974425123313826
"TNF","TNF_4",0.0433855842301926,0.0737666023798022,0.58814670637551,5,0.581994247383031,0.974425123313826,3.94214132409102e-05,784.112110713451,3662.24106029117,TRUE,FALSE,0.0737666023798022,0.58814670637551,0.581994247383031,0.974425123313826
"GNA13","GNA13_5",0.229109441945634,0.330103340236554,0.694053691736211,5,0.518567090669786,0.974425123313826,0.000693481136853726,13576.4109472589,3235.3269505942,TRUE,FALSE,0.330103340236554,0.694053691736211,0.518567090669786,0.974425123313826
"LRIG3","LRIG3_5",0.0530242706344692,0.140436218804061,0.377568344448589,5,0.721247599858155,0.974425123313826,0.000118859042286232,2259.01892635695,3031.43755363825,TRUE,FALSE,0.140436218804061,0.377568344448589,0.721247599858155,0.974425123313826
"GOLGA1","GOLGA1_5",0.0653982970975122,0.139245385398177,0.469662221914956,5,0.658365763661926,0.974425123313826,0.000173209153247974,3309.32908133387,4498.54969334082,TRUE,FALSE,0.139245385398177,0.469662221914956,0.658365763661926,0.974425123313826
"PTGER4","PTGER4_3",0.0561565006371634,0.0882029257052464,0.636673899285669,5,0.552339695123969,0.974425123313826,5.87369734654655e-05,1139.51548489592,3809.81828694776,TRUE,FALSE,0.0882029257052464,0.636673899285669,0.552339695123969,0.974425123313826
"NTCTRL","NTCTRL_15",-0.260944489155196,0.236696713512909,-1.10244238410587,5,0.320484215555068,0.941802826763249,0.000340825442099459,6347.51727817281,3105.40798818011,TRUE,TRUE,0.236696713512909,-1.10244238410587,0.320484215555068,0.941802826763249
"NTCTRL","NTCTRL_34",-0.236252737855091,0.157662689650193,-1.49846953885707,5,0.194285180398952,0.877601473983621,0.000191957214915953,3688.13820804819,3935.56816912991,TRUE,TRUE,0.157662689650193,-1.49846953885707,0.194285180398952,0.877601473983621
"ADRB1","ADRB1_4",-0.0747070651321973,0.238263611031009,-0.313547943007019,5,0.766522939179425,0.974425123313826,0.00022186984541255,4141.25247374793,1963.23423466875,TRUE,FALSE,0.238263611031009,-0.313547943007019,0.766522939179425,0.974425123313826
"GNAS","GNAS_4",0.0333326278280333,0.100717472408656,0.33095179049756,5,0.754100087037001,0.974425123313826,7.73959414081913e-05,1438.47103424074,3844.4970888138,TRUE,FALSE,0.100717472408656,0.33095179049756,0.754100087037001,0.974425123313826
