"gene","guide","estimate","std_error","t_value","df","p_value","fdr","rho","pearson_null","mean_cpm","converged","control","raw_std_error","raw_t_value","raw_p_value","raw_fdr"
"ADRB2","ADRB2_2",-0.0105536115211967,0.108745959819843,-0.097048309092868,12,0.924290084783804,0.991470511544439,0.00017639555686893,5855.89852595457,3752.13189587083,TRUE,FALSE,0.108745959819843,-0.097048309092868,0.924290084783804,0.991470511544439
"NTCTRL","NTCTRL_1",-0.0353882802908118,0.109057189391673,-0.324492869183677,12,0.75115159410121,0.991470511544439,0.000165093990882954,5953.4977688633,3491.72825150247,TRUE,TRUE,0.109057189391673,-0.324492869183677,0.75115159410121,0.991470511544439
"ALDH3B1","ALDH3B1_1",-0.0927433079126185,0.0916571897021419,-1.01184978738718,12,0.331577886258466,0.946408090227719,0.00010206628723021,3511.768736955,3064.43009106121,TRUE,FALSE,0.0916571897021419,-1.01184978738718,0.331577886258466,0.946408090227719
"GPR65","GPR65_6",-0.00963711234862145,0.113760070186496,-0.0847143671133689,12,0.933885401129188,0.991470511544439,0.000168122971914053,6213.10392164089,3265.95136965607,TRUE,FALSE,0.113760070186496,-0.0847143671133689,0.933885401129188,0.991470511544439
"STAT1","STAT1_6",-0.0133944544327271,0.11037136641957,-0.121358055691808,12,0.905415920955187,0.991470511544439,0.000164487576653942,5580.35930879656,3395.28868190218,TRUE,FALSE,0.11037136641957,-0.121358055691808,0.905415920955187,0.991470511544439
"NTCTRL","NTCTRL_5",-0.0603017047440972,0.0666802428064516,-0.904341409180692,12,0.383610908961516,0.946458807590111,6.43552475847865e-05,2057.77764494258,3656.45842349856,TRUE,TRUE,0.0666802428064516,-0.904341409180692,0.383610908961516,0.946458807590111
"NTCTRL","NTCTRL_36",-0.0780312579209943,0.0711392532163397,-1.09688047587027,12,0.294217515535366,0.938234651107479,7.16274837955628e-05,2342.83575378931,3575.58269893033,TRUE,TRUE,0.0711392532163397,-1.09688047587027,0.294217515535366,0.938234651107479
"NTCTRL","NTCTRL_49",-0.0199109447803837,0.107106658199212,-0.185898291620214,12,0.855629896684602,0.991470511544439,0.00014798715963301,4967.13251185876,3244.36632834108,TRUE,TRUE,0.107106658199212,-0.185898291620214,0.855629896684602,0.991470511544439
"NTCTRL","NTCTRL_52",-0.00342467700411757,0.098998685665536,-0.0345931562736877,12,0.972972927373833,0.991470511544439,0.000130838211694359,4454.36458247187,3358.4277741792,TRUE,TRUE,0.098998685665536,-0.0345931562736877,0.972972927373833,0.991470511544439
"ADRB1","ADRB1_3",-0.0852543664827862,0.137933687252302,-0.618082269684002,12,0.548072725329115,0.991470511544439,0.000210587567001065,7368.71600464291,2784.91049202718,TRUE,FALSE,0.137933687252302,-0.618082269684002,0.548072725329115,0.991470511544439
