"gene","guide","estimate","std_error","t_value","df","p_value","fdr","rho","pearson_null","mean_cpm","converged","control","raw_std_error","raw_t_value","raw_p_value","raw_fdr"
"ADRB1","ADRB1_2",-0.0649861928837744,0.0554541807244339,-1.17188987439392,7,0.279578120031802,0.71854711930236,3.42745046047493e-05,696.872731849396,2828.56448787215,TRUE,FALSE,0.0554541807244339,-1.17188987439392,0.279578120031802,0.71854711930236
"NTCTRL","NTCTRL_40",-0.0112266965108388,0.0820046790390746,-0.136903121168115,7,0.89496175579007,0.98299078094975,7.77757413761114e-05,1643.71481495066,2914.30809689827,TRUE,TRUE,0.0820046790390746,-0.136903121168115,0.89496175579007,0.98299078094975
"NTCTRL","NTCTRL_38",-0.0500155904172,0.0776044071129786,-0.644494201784003,7,0.539792408957559,0.915205932692887,6.2800187892036e-05,1327.97037924906,2631.24627749458,TRUE,TRUE,0.0776044071129786,-0.644494201784003,0.539792408957559,0.915205932692887
"CBLB","CBLB_5",-0.00550429936231889,0.0628056219788623,-0.0876402332926725,7,0.932617082813275,0.98874948205588,4.56387054823023e-05,905.025594493879,2925.16363564822,TRUE,FALSE,0.0628056219788623,-0.0876402332926725,0.932617082813275,0.98874948205588
"ADRB2","ADRB2_5",-3.71328381521044e-05,0.0735745226540109,-0.000504696963196405,7,0.999611391986671,0.999611391986671,5.97248321303834e-05,1249.2053364026,2784.02550203358,TRUE,FALSE,0.0735745226540109,-0.000504696963196405,0.999611391986671,0.999611391986671
"ADORA2A","ADORA2A_1",-0.14515751515751,0.11325673250096,-1.2816678704401,7,0.240776334975607,0.68788367633208,0.000141305018629096,2922.25432244844,2783.80628127357,TRUE,FALSE,0.11325673250096,-1.2816678704401,0.240776334975607,0.68788367633208
"IL2","IL2_3",-0.0735556374168148,0.0788886144180883,-0.932398647883328,7,0.382164895003976,0.806458203630437,7.0139639358934e-05,1413.80089152632,2844.66894392772,TRUE,FALSE,0.0788886144180883,-0.932398647883328,0.382164895003976,0.806458203630437
"NTCTRL","NTCTRL_39",-0.00891762741806031,0.0847679331411744,-0.105200481922907,7,0.919167779237151,0.98874948205588,7.88299407151087e-05,1602.93560563593,2763.9666966277,TRUE,TRUE,0.0847679331411744,-0.105200481922907,0.919167779237151,0.98874948205588
"NTCTRL","NTCTRL_26",-0.0686698036742092,0.0689632501927738,-0.995744885605822,7,0.352541295530625,0.761046301100896,5.13678999061792e-05,1005.35986999888,2730.66444084269,TRUE,TRUE,0.0689632501927738,-0.995744885605822,0.352541295530625,0.761046301100896
"JMJD8","JMJD8_4",-0.0267102548434168,0.0596636581378525,-0.447680475469722,7,0.667909897333955,0.955590800334427,3.611706428349e-05,741.212367433478,2570.3507109953,TRUE,FALSE,0.0596636581378525,-0.447680475469722,0.667909897333955,0.955590800334427
