gene,n_guides,estimate,std_error,statistic,p_value,fdr,guide_direction_agreement,raw_statistic,converged_fraction,control_gene,null_center,null_scale
JMJD8,6,-0.017963548088534946,0.03861519761106687,-0.49738819610506496,0.6189153278756474,0.8913172245062242,0.6666666666666666,-0.46519373717737256,1,false,0.3910837302941603,1.7215476245251677
LCP2,6,0.06932436581985209,0.05053299142533479,0.5697081757285274,0.5688756439638032,0.8913172245062242,0.8333333333333334,1.3718634868921735,1,false,0.3910837302941603,1.7215476245251677
LRIG3,6,0.013416062325591421,0.032512016834811565,0.012526874380649282,0.9900052617372687,1,0.6666666666666666,0.4126493411268923,1,false,0.3910837302941603,1.7215476245251677
MED12,6,0.24647816750363477,0.039362714317351305,3.4100903945250596,0.000649413513976223,0.007735864253447579,1,6.261716748404869,1,false,0.3910837302941603,1.7215476245251677
NFKBIA,6,0.2506690528063843,0.05314369958912571,2.5126997437933696,0.011981125843447222,0.07388360936792454,1,4.716816005366633,1,false,0.3910837302941603,1.7215476245251677
NTCTRL,52,-0.019014039605317813,0.012143650448824777,-1.1366769613474645,0.25567335385335066,0.6306609395049316,0.6538461538461539,-1.5657597923660533,1,true,0.3910837302941603,1.7215476245251677
P2RY8,6,-0.10522487609590589,0.03145566799862619,-2.170293649707409,0.029984607389544584,0.10861602956890418,1,-3.3451801468816855,1,false,0.3910837302941603,1.7215476245251677
PPIAL4D,6,0.0030373472464850265,0.03336445136741079,-0.17428986217718115,0.8616376661206105,0.9376645190136056,0.5,0.09103543208421522,1,false,0.3910837302941603,1.7215476245251677
PPP6C,6,0.07121138942399385,0.050897933425375255,0.585530158265823,0.558191294340582,0.8913172245062242,0.8333333333333334,1.3991017833445334,1,false,0.3910837302941603,1.7215476245251677
PTGER4,6,0.14894350733537803,0.03653665840275903,2.1407865879372845,0.03229125203399854,0.10861602956890418,1,4.076549795372932,1,false,0.3910837302941603,1.7215476245251677
RASA2,6,0.2615046784300065,0.05999652607294707,2.30465883236553,0.021185688222536594,0.09798380802923175,1,4.3586636684939855,1,false,0.3910837302941603,1.7215476245251677
RHOG,6,0.04773470105832067,0.036683650216725656,0.5286923323166489,0.5970188971399177,0.8913172245062242,0.6666666666666666,1.3012527590985579,1,false,0.3910837302941603,1.7215476245251677
SPTLC2,5,-0.08047549026667114,0.03845377812091723,-1.4428115148713878,0.14907357453957001,0.4073562936383746,1,-2.092785005770236,1,false,0.3910837302941603,1.7215476245251677
STAT1,6,0.032678014307536266,0.03318369596358538,0.3448509948168361,0.7302063935894998,0.9376645190136056,0.6666666666666666,0.9847611412362255,1,false,0.3910837302941603,1.7215476245251677
STT3B,6,0.24743981440632623,0.04072367049877633,3.302252438180892,0.0009591170999438819,0.007735864253447579,1,6.076068570826918,1,false,0.3910837302941603,1.7215476245251677
STUB1,6,0.07169832067067507,0.0443489895816103,0.7119179720092874,0.4765155724669369,0.8913172245062242,0.8333333333333334,1.6166844238635238,1,false,0.3910837302941603,1.7215476245251677
TNF,6,-0.26642196311465405,0.03719733689640282,-4.387608625387774,0.000011460376032787912,0.00021201695660657638,1,-7.1623934760882975,1,false,0.3910837302941603,1.7215476245251677
TNFAIP3,6,0.22803882125838426,0.03779013467119084,3.278018062391746,0.0010453870612767,0.007735864253447579,0.8333333333333334,6.034347938755263,1,false,0.3910837302941603,1.7215476245251677
VAV1,6,0.06757193032463263,0.047302282294869324,0.6026143938863942,0.5467652426043776,0.8913172245062242,0.8333333333333334,1.428513108593956,1,false,0.3910837302941603,1.7215476245251677
