gene,guide,estimate,std_error,t_value,df,p_value,fdr,rho,mean_cpm,converged,control,dispersion_boundary,raw_std_error,raw_t_value,raw_p_value,raw_fdr
NTCTRL,NTCTRL_26,-0.06866491799208226,0.08137425772388011,-0.8438162130470879,12,0.415276881556359,0.9558528222029987,0.00007167006760656229,2730.664440842694,true,true,false,0.08137425772388011,-0.8438162130470879,0.415276881556359,0.9558528222029987
JMJD8,JMJD8_4,-0.02672418898891673,0.07464080847759107,-0.3580372390652757,12,0.7265343821099148,0.9877709947103684,0.00005674102016446309,2570.350710995305,true,false,false,0.07464080847759107,-0.3580372390652757,0.7265343821099148,0.9877709947103684
SPTLC2,SPTLC2_6,-0.11695155513058182,0.09787222203196942,-1.1949412479097516,12,0.25519276057698714,0.9259808167205715,0.0000826091411782324,2177.993088120626,true,false,false,0.09787222203196942,-1.1949412479097516,0.25519276057698714,0.9259808167205715
H2AFB3,H2AFB3_4,-0.014460894107525189,0.11140679890467467,-0.12980261752156316,12,0.8988730108343657,0.9877709947103684,0.00011800596383913195,2390.5377708599513,true,false,false,0.11140679890467467,-0.12980261752156316,0.8988730108343657,0.9877709947103684
IL2,IL2_4,-0.0799434418534315,0.08516820901080614,-0.9386535513889728,12,0.3664182469548445,0.9429272448750424,0.00006862020162466845,2387.5681874215634,true,false,false,0.08516820901080614,-0.9386535513889728,0.3664182469548445,0.9429272448750424
ALDH3B1,ALDH3B1_4,-0.06421500171159929,0.10865026210578096,-0.5910248209901243,12,0.5654702448144162,0.9877709947103684,0.00011538839999219541,2460.405619470099,true,false,false,0.10865026210578096,-0.5910248209901243,0.5654702448144162,0.9877709947103684
FDXR,FDXR_5,-0.09960212315873662,0.09504922010184148,-1.047900477794735,12,0.3153325071159757,0.9413158531895995,0.00007768917348968438,2170.3835140048786,true,false,false,0.09504922010184148,-1.047900477794735,0.3153325071159757,0.9413158531895995
JMJD8,JMJD8_5,-0.023620007895232904,0.0954943626504531,-0.24734452631189777,12,0.808822843251331,0.9877709947103684,0.00007890351931718971,2178.561655657216,true,false,false,0.0954943626504531,-0.24734452631189777,0.808822843251331,0.9877709947103684
LCP2,LCP2_3,-0.029994274088868476,0.11400440058416422,-0.26309751145724486,12,0.7969383872379908,0.9877709947103684,0.0001128600047150206,2183.3662352246115,true,false,false,0.11400440058416422,-0.26309751145724486,0.7969383872379908,0.9877709947103684
PPIAL4D,PPIAL4D_2,-0.09401473043015127,0.0921361206645544,-1.020389503617549,12,0.3276753733135125,0.9428767167566835,0.0000738182391802601,2194.5876739517244,true,false,false,0.0921361206645544,-1.020389503617549,0.3276753733135125,0.9428767167566835
JMJD8,JMJD8_1,0.02931843552072227,0.11019119693214238,0.2660687635399501,12,0.7947026444362828,0.9877709947103684,0.00012282634887576072,2543.9226447418764,true,false,false,0.11019119693214238,0.2660687635399501,0.7947026444362828,0.9877709947103684
SPTLC2,SPTLC2_4,-0.045189766489939505,0.10485737705993942,-0.43096411294083553,12,0.6741343635842658,0.9877709947103684,0.00008767061694895416,2007.0710124446143,true,false,false,0.10485737705993942,-0.43096411294083553,0.6741343635842658,0.9877709947103684
GOLGA1,GOLGA1_3,0.05480187171789323,0.12347499170698888,0.4438297258439205,12,0.665062846049788,0.9877709947103684,0.00015748412237728552,2597.2763489564486,true,false,false,0.12347499170698888,0.4438297258439205,0.665062846049788,0.9877709947103684
SPTLC2,SPTLC2_2,-0.07270783948302346,0.0616436226005201,-1.179486805215922,12,0.26106034735898653,0.9259808167205715,0.00003059459314831709,2044.2292007526703,true,false,false,0.0616436226005201,-1.179486805215922,0.26106034735898653,0.9259808167205715
FDXR,FDXR_2,0.03130364281170731,0.13222733951574644,0.23674107734716604,12,0.8168507008423332,0.9877709947103684,0.00012239437232365767,1758.9957195522609,true,false,false,0.13222733951574644,0.23674107734716604,0.8168507008423332,0.9877709947103684
PPIAL4D,PPIAL4D_4,-0.17402425414107556,0.11867984661065034,-1.4663336624624403,12,0.168267387811197,0.7704390878252372,0.00008868197821332164,1595.5488365510737,true,false,false,0.11867984661065034,-1.4663336624624403,0.168267387811197,0.7704390878252372
SPTLC2,SPTLC2_5,-0.20862729727611787,0.11120846077769082,-1.8760020219430096,12,0.08518279439621022,0.49443056747365505,0.00006336989576576321,1304.2928276795394,true,false,false,0.11120846077769082,-1.8760020219430096,0.08518279439621022,0.49443056747365505
SPTLC2,SPTLC2_3,,,,12,,,,0,false,false,false,,,,
ZC3H12A,ZC3H12A_4,0.4132483240784669,0.2898486308517218,1.4257384030558793,12,0.17943509309249672,0.7898682975847565,0.00013628342228399085,424.4154863363207,true,false,false,0.2898486308517218,1.4257384030558793,0.17943509309249672,0.7898682975847565
MED12,MED12_6,0.6548663193526765,0.231504658197034,2.828739276577833,12,0.015211279961540146,0.23285717512228393,0.00019769699034389315,1027.305528508165,true,false,false,0.231504658197034,2.828739276577833,0.015211279961540146,0.23285717512228393
LCP2,LCP2_6,0.22416711301826808,0.20586173188566023,1.0889207574663513,12,0.2975744229258762,0.9347337755436348,0.00020352655556290383,1219.4776116614084,true,false,false,0.20586173188566023,1.0889207574663513,0.2975744229258762,0.9347337755436348
STT3B,STT3B_6,0.3879486506422507,0.08684775882914443,4.466996683304885,12,0.0007696825966355176,0.03599057648572453,0.00006073640054371766,2106.668374621389,true,false,false,0.08684775882914443,4.466996683304885,0.0007696825966355176,0.03599057648572453
