gene,guide,estimate,std_error,t_value,df,p_value,fdr,rho,mean_cpm,converged,control,dispersion_boundary,raw_std_error,raw_t_value,raw_p_value,raw_fdr
FAM76A,FAM76A_4,-0.03311947862919865,0.16693436423533534,-0.19839820746858652,5,0.850548116546183,0.9707892086745932,0.00025070855771202054,4525.171975799064,true,false,false,0.16693436423533534,-0.19839820746858652,0.850548116546183,0.9707892086745932
GOLGA1,GOLGA1_6,-0.052648498534438336,0.32126534312039,-0.1638785498089316,5,0.8762452149638256,0.9707892086745932,0.0009302641278402559,4531.690628593297,true,false,false,0.32126534312039,-0.1638785498089316,0.8762452149638256,0.9707892086745932
NTCTRL,NTCTRL_31,0.11015585366643345,0.09603997665452435,1.1469791799584337,5,0.3032949987029817,0.9382886371111536,0.00005541974003769861,3037.145109645901,true,true,false,0.09603997665452435,1.1469791799584337,0.3032949987029817,0.9382886371111536
SPTLC2,SPTLC2_2,0.08297234434643655,0.08381572595526549,0.9899376686270179,5,0.36766071670767553,0.9440421243033528,0.00003906399531996223,2812.2252178011845,true,false,false,0.08381572595526549,0.9899376686270179,0.36766071670767553,0.9440421243033528
H2AFB3,H2AFB3_4,-0.13796804663955498,0.1945865974846609,-0.7090316004442746,5,0.5099869629454181,0.9707892086745932,0.0002507178652272037,3341.3278764576894,true,false,false,0.1945865974846609,-0.7090316004442746,0.5099869629454181,0.9707892086745932
TNF,TNF_4,0.043385584230193966,0.07376660237980234,0.5881467063755285,5,0.5819942473830209,0.9707892086745932,0.00003942141324091025,3662.241060291173,true,false,false,0.07376660237980234,0.5881467063755285,0.5819942473830209,0.9707892086745932
GNA13,GNA13_5,0.22910944194563662,0.3301033402365538,0.6940536917362169,5,0.5185670906697829,0.9707892086745932,0.0006934811368537268,3235.326950594198,true,false,false,0.3301033402365538,0.6940536917362169,0.5185670906697829,0.9707892086745932
LRIG3,LRIG3_5,0.05302427063447303,0.1404362188040614,0.37756834444861576,5,0.7212475998581367,0.9707892086745932,0.00011885904228623245,3031.4375536382477,true,false,false,0.1404362188040614,0.37756834444861576,0.7212475998581367,0.9707892086745932
GOLGA1,GOLGA1_5,0.06539829709750848,0.13924538539817716,0.4696622219149289,5,0.6583657636619435,0.9707892086745932,0.0001732091532479739,4498.549693340821,true,false,false,0.13924538539817716,0.4696622219149289,0.6583657636619435,0.9707892086745932
PTGER4,PTGER4_3,0.05615650063716136,0.08820292570524634,0.6366738992856464,5,0.5523396951239821,0.9707892086745932,0.000058736973465465526,3809.8182869477596,true,false,false,0.08820292570524634,0.6366738992856464,0.5523396951239821,0.9707892086745932
NTCTRL,NTCTRL_15,-0.2609444891551958,0.23669671351290916,-1.1024423841058706,5,0.3204842155550677,0.9382886371111536,0.00034082544209945953,3105.4079881801154,true,true,false,0.23669671351290916,-1.1024423841058706,0.3204842155550677,0.9382886371111536
NTCTRL,NTCTRL_34,-0.23625273785509135,0.1576626896501933,-1.4984695388570752,5,0.1942851803989506,0.8743268416180361,0.0001919572149159531,3935.5681691299137,true,true,false,0.1576626896501933,-1.4984695388570752,0.1942851803989506,0.8743268416180361
ADRB1,ADRB1_4,-0.0747070651321937,0.23826361103100888,-0.31354794300700384,5,0.7665229391794361,0.9707892086745932,0.00022186984541255084,1963.234234668745,true,false,false,0.23826361103100888,-0.31354794300700384,0.7665229391794361,0.9707892086745932
GNAS,GNAS_4,0.033332627828037975,0.10071747240865593,0.33095179049760665,5,0.7541000870369675,0.9707892086745932,0.00007739594140819136,3844.4970888137987,true,false,false,0.10071747240865593,0.33095179049760665,0.7541000870369675,0.9707892086745932
PPIAL4D,PPIAL4D_4,-0.331411830068517,0.1669863476671918,-1.984664223742587,5,0.10395644464748224,0.6769846517287258,0.0001044960505313487,1934.0648495716166,true,false,false,0.1669863476671918,-1.984664223742587,0.10395644464748224,0.6769846517287258
ADORA2A,ADORA2A_4,0.07701089436576007,0.17398311423563567,0.44263430220854444,5,0.676522817305778,0.9707892086745932,0.0002184744387032381,3631.746412542748,true,false,false,0.17398311423563567,0.44263430220854444,0.676522817305778,0.9707892086745932
STAT1,STAT1_1,0.09748011615360481,0.14935310605409988,0.6526822155161258,5,0.5427749050731139,0.9707892086745932,0.00020208315455168732,4567.384742177409,true,false,false,0.14935310605409988,0.6526822155161258,0.5427749050731139,0.9707892086745932
SPTLC2,SPTLC2_6,0.1793675859092795,0.18296399470347138,0.9803436255312388,5,0.37193874319078346,0.9440421243033528,0.0001786692725294261,2701.372826654092,true,false,false,0.18296399470347138,0.9803436255312388,0.37193874319078346,0.9440421243033528
LCP2,LCP2_2,-0.35345414027320754,0.24445550634956206,-1.4458833247461467,5,0.20784137615314502,0.8743268416180361,0.00024191167002254283,2094.2483008709096,true,false,false,0.24445550634956206,-1.4458833247461467,0.20784137615314502,0.8743268416180361
GNA13,GNA13_4,-0.0854568509142519,0.21862827797987638,-0.39087739108532776,5,0.7119879051129712,0.9707892086745932,0.00032995928087697386,3472.924969507492,true,false,false,0.21862827797987638,-0.39087739108532776,0.7119879051129712,0.9707892086745932
PPP6C,PPP6C_3,0.04931009760891151,0.09063872739363125,0.5440290152658993,5,0.6097926360786596,0.9707892086745932,0.000021298860678434286,1315.3234436182663,true,false,false,0.09063872739363125,0.5440290152658993,0.6097926360786596,0.9707892086745932
MED12,MED12_1,-0.20877511312022384,0.364955774302567,-0.5720559251848927,5,0.5920421302163889,0.9707892086745932,0.0011193039937160913,4267.21123148856,true,false,false,0.364955774302567,-0.5720559251848927,0.5920421302163889,0.9707892086745932
FBXO45,FBXO45_5,-0.22348041671727847,0.22873739773585555,-0.9770173960593544,5,0.37343141720361306,0.9440421243033528,0.000270608866819269,2627.7711407365973,true,false,false,0.22873739773585555,-0.9770173960593544,0.37343141720361306,0.9440421243033528
FDXR,FDXR_6,-0.16090422397638907,0.23835199466031542,-0.6750697606105619,5,0.5295830771178478,0.9707892086745932,0.00026291679110074787,2336.862586010346,true,false,false,0.23835199466031542,-0.6750697606105619,0.5295830771178478,0.9707892086745932
ADRB2,ADRB2_4,-0.027928852680650793,0.13250628132934436,-0.21077380181875024,5,0.8413845257791597,0.9707892086745932,0.00010783040599890771,3088.4825263232306,true,false,false,0.13250628132934436,-0.21077380181875024,0.8413845257791597,0.9707892086745932
P2RY8,P2RY8_4,-0.325656290624396,0.23205043154412847,-1.4033858435745539,5,0.21945278101659726,0.8743268416180361,0.00040301634807374395,3858.582061162914,true,false,false,0.23205043154412847,-1.4033858435745539,0.21945278101659726,0.8743268416180361
ALDH3B1,ALDH3B1_1,0.06405534743031134,0.16270144950802048,0.3936986893724858,5,0.7100321371312808,0.9707892086745932,0.0001824717204798947,3467.324373314852,true,false,false,0.16270144950802048,0.3936986893724858,0.7100321371312808,0.9707892086745932
IL2,IL2_2,-0.19690775734640828,0.14535628696261854,-1.3546559385976011,5,0.23352123709968464,0.8781714127551521,0.0002083801470064117,5010.240202182498,true,false,false,0.14535628696261854,-1.3546559385976011,0.23352123709968464,0.8781714127551521
STAT1,STAT1_6,-0.19304060845871968,0.15063717240611993,-1.2814938396366038,5,0.2562298114735987,0.9121781288460113,0.00012137213448964696,2712.60919453849,true,false,false,0.15063717240611993,-1.2814938396366038,0.2562298114735987,0.9121781288460113
