"gene","n_guides","barcs_estimate","barcs_p","barcs_fdr","barcs_agreement","barcs_null_scale","barcs_control_scale","barcs_control_scale_fdr","mageck_lfc","mageck_score","mageck_p","mageck_fdr","mageck_enriched","barcs_rank","mageck_rank"
"TRIM8",6,-0.539704265424319,0.00120090804429332,0.0922316825920818,0.833333333333333,1.6840302347606,1.4966805594784,0.020431243965352,-0.82,2.1528e-05,2.5889e-05,0.00377,FALSE,247,247
"TNN",6,0.374083263222165,0.00692260773162397,0.267610713475895,0.833333333333333,1.6840302347606,1.4966805594784,0.0910976706312952,0.63333,2.1865e-05,3.4257e-05,0.005404,TRUE,490,250
"RBP7",6,-0.36582749395129,0.00725445084255116,0.275233864966391,0.833333333333333,1.6840302347606,1.4966805594784,0.0947478008028596,-0.68234,2.2098e-05,2.6412e-05,0.003805,FALSE,500,251
"LYPD8",6,-0.438812668823495,0.00126685733788979,0.0953662051578144,0.833333333333333,1.6840302347606,1.4966805594784,0.02140713288503,-0.62449,7.7887e-05,8.9695e-05,0.008406,FALSE,252,395
"RBFOX2",6,-0.438575473080049,0.00530763907842644,0.225753168873878,1,1.6840302347606,1.4966805594784,0.0720398970513816,-0.82226,2.2687e-05,2.6935e-05,0.003805,FALSE,446,252
"UGT3A1",6,-0.414399994716368,0.00213476083743738,0.138213013946031,0.833333333333333,1.6840302347606,1.4966805594784,0.0352909576677357,-0.53219,2.2687e-05,2.6935e-05,0.003805,FALSE,293,252
"ARHGAP15",6,-0.496082367659442,0.00193300634598156,0.1293513484471,0.833333333333333,1.6840302347606,1.4966805594784,0.0322447665916527,-0.92774,2.2765e-05,2.6935e-05,0.003805,FALSE,283,254
"GNL1",6,-0.406429644935027,0.00893795824378961,0.30767732389902,1,1.6840302347606,1.4966805594784,0.111408304078725,-0.73197,2.2958e-05,2.7458e-05,0.003822,FALSE,551,255
"CALN1",6,-0.416755732473388,0.00134664302652713,0.0994082300792199,0.833333333333333,1.6840302347606,1.4966805594784,0.022654767856659,-0.53308,0.00028761,0.00037996,0.02247,FALSE,256,613
"CCSER1",6,-0.446008650258233,0.00165311421624805,0.113621654645744,0.833333333333333,1.6840302347606,1.4966805594784,0.0272394435286108,-0.56776,2.3153e-05,2.7458e-05,0.003822,FALSE,276,256
"KANSL3",6,0.415803819745367,0.00327447200232198,0.172100949936652,0.833333333333333,1.6840302347606,1.4966805594784,0.0488136070057407,0.75429,2.368e-05,3.6872e-05,0.005769,TRUE,360,257
"KLF2",6,-0.633004235958412,0.00134675356512175,0.0994082300792199,1,1.6840302347606,1.4966805594784,0.022654767856659,-0.86385,8.8776e-05,0.00010643,0.009285,FALSE,257,417
"RAP2C",6,-0.415283733056927,0.00218697148885724,0.139421886711898,1,1.6840302347606,1.4966805594784,0.0358249254182031,-0.64556,2.4081e-05,2.9027e-05,0.004009,FALSE,297,258
"NFKB1",6,0.514802311434556,0.00338612559618504,0.174196407770727,0.833333333333333,1.6840302347606,1.4966805594784,0.0498212378161925,0.85636,2.4312e-05,8.3419e-05,0.012376,TRUE,368,259
"PTPN9",6,-0.555188064580032,0.00137075958218571,0.0999931904799804,1,1.6840302347606,1.4966805594784,0.0228923712253309,-0.73624,0.00053208,0.00075757,0.037154,FALSE,260,763
"UBE2L6",6,-0.406377239064302,0.00491429108010257,0.218541917767479,0.666666666666667,1.6840302347606,1.4966805594784,0.068536014450701,-0.6971,2.4628e-05,2.955e-05,0.004009,FALSE,426,260
"BACE2",6,0.463534465093279,0.00137576292647733,0.0999931904799804,0.833333333333333,1.6840302347606,1.4966805594784,0.0229085357810498,0.66608,0.00037185,0.00054471,0.03182,TRUE,261,664
"AP2A1",6,0.425213431708387,0.00141910331701179,0.102749579861502,0.833333333333333,1.6840302347606,1.4966805594784,0.0237212957882315,0.59599,0.00010624,0.00027693,0.024498,TRUE,262,440
"ARAP3",6,-0.534890993176792,0.00142776446427328,0.10298361934321,1,1.6840302347606,1.4966805594784,0.0238111256819867,-0.77971,0.00017651,0.00021417,0.015242,FALSE,263,513
"FOXI3",6,-0.472373816005045,0.00266345686048936,0.154783440736757,1,1.6840302347606,1.4966805594784,0.0417496294833266,-0.7959,2.6063e-05,3.0073e-05,0.004009,FALSE,326,264
"SPATS2L",6,-0.40821550361133,0.00143443639870431,0.103072948800836,0.833333333333333,1.6840302347606,1.4966805594784,0.0238592673107887,-0.63257,8.2396e-05,9.9109e-05,0.008977,FALSE,264,404
"C15orf53",6,0.424216197089493,0.00145021153293751,0.103813255772923,1,1.6840302347606,1.4966805594784,0.0240957028341629,0.70068,4.9789e-05,0.00020057,0.02186,TRUE,265,338
"CALM3",6,-0.46120373879257,0.00145682213907396,0.1038944209708,1,1.6840302347606,1.4966805594784,0.0241416700630139,-0.67198,0.00022925,0.00029314,0.01894,FALSE,266,564
"CXCL16",6,0.493153496954017,0.00150135378341384,0.105876138555243,1,1.6840302347606,1.4966805594784,0.024785936151816,0.62627,0.00016498,0.00034649,0.026649,TRUE,269,498
"SP3",6,0.365145067179647,0.0190819700462986,0.453142615111281,0.833333333333333,1.6840302347606,1.4966805594784,0.197022830416384,0.67396,2.711e-05,8.6034e-05,0.012376,TRUE,797,269
"GMFG",6,0.225001435780505,0.106961494202972,0.795891542095189,0.5,1.6840302347606,1.4966805594784,0.516947048737649,0.80468,2.7306e-05,8.6034e-05,0.012376,TRUE,2535,270
"CHD3",6,0.416060306853089,0.0015539336250498,0.108775353753486,0.833333333333333,1.6840302347606,1.4966805594784,0.0256821621264942,0.6626,0.00047117,0.00071469,0.037316,TRUE,271,730
"DOK7",6,-0.234238447853919,0.0721252527586149,0.726649012479209,0.833333333333333,1.6840302347606,1.4966805594784,0.431594716569714,-0.57068,2.773e-05,3.0596e-05,0.004022,FALSE,1874,271
"USP9X",6,-0.454710916941427,0.00159062266337711,0.110934235015676,1,1.6840302347606,1.4966805594784,0.0263432949916361,-0.71487,9.6618e-05,0.00011428,0.009658,FALSE,272,430
"C11orf88",6,0.413180488199496,0.00161651139323939,0.111943685739612,0.833333333333333,1.6840302347606,1.4966805594784,0.0266907890934203,0.57043,0.0004033,0.00060172,0.033961,TRUE,273,689
"GP9",6,0.298630496517217,0.0442118606556647,0.630126969675401,0.833333333333333,1.6840302347606,1.4966805594784,0.333367220671799,0.67889,2.8493e-05,8.8126e-05,0.012376,TRUE,1330,273
"ARHGEF26",6,0.414883971861695,0.00221285636458629,0.140041251835329,0.833333333333333,1.6840302347606,1.4966805594784,0.036166343208603,0.56433,2.8494e-05,8.8126e-05,0.012376,TRUE,299,274
"PLCH2",6,0.319915563983609,0.00944953183964243,0.317832657797902,0.666666666666667,1.6840302347606,1.4966805594784,0.116623994731399,0.52178,2.8494e-05,8.8126e-05,0.012376,TRUE,564,274
"USP10",6,-0.429767160731323,0.0112727890149229,0.353487896737462,1,1.6840302347606,1.4966805594784,0.135555277564752,-0.9693,3.0132e-05,3.5303e-05,0.004609,FALSE,603,276
"GSX1",6,0.38910853559226,0.0167341647335564,0.426676216391888,0.833333333333333,1.6840302347606,1.4966805594784,0.179770624842625,0.56309,3.0599e-05,9.0218e-05,0.012376,TRUE,743,277
"IRX5",6,0.469728551489577,0.00167357428825951,0.114612650715823,1,1.6840302347606,1.4966805594784,0.0275605880373785,0.60276,4.7897e-05,0.00019848,0.02186,TRUE,277,334
"CAVIN2",6,0.395986923569093,0.0195772935960806,0.45568767964851,0.833333333333333,1.6840302347606,1.4966805594784,0.199264379198915,0.79921,3.069e-05,9.0218e-05,0.012376,TRUE,813,278
"CEP164",6,-0.235557101332741,0.0809246751237187,0.744276145597773,0.5,1.6840302347606,1.4966805594784,0.453618750922184,-0.61197,3.1221e-05,3.7395e-05,0.004849,FALSE,2053,281
"RASL12",6,-0.522528392793801,0.00172913274645729,0.116731844129163,1,1.6840302347606,1.4966805594784,0.0282973546219506,-0.70838,3.9022e-05,4.4717e-05,0.005358,FALSE,281,308
"SAMD8",6,-0.402027778199745,0.00442298212774561,0.205646987655231,1,1.6840302347606,1.4966805594784,0.0627731110671797,-0.52757,3.239e-05,3.9487e-05,0.00505,FALSE,408,282
"MRPL58",6,0.44224751726545,0.00289579493304177,0.160155189153943,0.833333333333333,1.6840302347606,1.4966805594784,0.0440754562221716,0.68945,3.2477e-05,9.231e-05,0.012376,TRUE,343,283
"BLOC1S2",6,0.372176127640036,0.0171953597746869,0.432047648908358,1,1.6840302347606,1.4966805594784,0.183211668054711,0.6065,3.2508e-05,9.231e-05,0.012376,TRUE,754,284
"RXFP4",6,-0.368221183063811,0.00551686343198648,0.233084408251188,0.833333333333333,1.6840302347606,1.4966805594784,0.0750819511354539,-0.68555,3.2844e-05,4.001e-05,0.00505,FALSE,449,286
"ABCC2",6,-0.492707231432264,0.00197211465542532,0.130351968687869,0.833333333333333,1.6840302347606,1.4966805594784,0.0326403804860273,-0.54293,0.00046503,0.00063414,0.032185,FALSE,287,726
"L3HYPDH",6,0.22495903368879,0.108138736169233,0.797285889850901,0.666666666666667,1.6840302347606,1.4966805594784,0.519169954819184,0.53051,3.2934e-05,9.2833e-05,0.012376,TRUE,2559,288
"TIMD4",6,0.397297036885219,0.00199266088484894,0.131252697866613,0.833333333333333,1.6840302347606,1.4966805594784,0.0329499634890865,0.56623,7.0817e-05,0.0002194,0.02186,TRUE,288,386
"GBP4",6,0.256372925904819,0.0396883753383172,0.609133074569481,0.833333333333333,1.6840302347606,1.4966805594784,0.314314685304478,0.66146,3.3324e-05,9.3356e-05,0.012376,TRUE,1235,290
"C2orf42",6,-0.411289325095149,0.00206378573168599,0.134536135154925,0.833333333333333,1.6840302347606,1.4966805594784,0.0340672891802085,-0.67007,0.00029389,0.00038101,0.02247,FALSE,291,617
"ECEL1",6,-0.36754011201362,0.0168980803326695,0.427408778547653,0.666666666666667,1.6840302347606,1.4966805594784,0.180495610430401,-0.77644,3.4305e-05,4.0533e-05,0.005082,FALSE,749,292
"POTEJ",6,0.359303410076753,0.0041372120688262,0.197689957041897,1,1.6840302347606,1.4966805594784,0.0593687074127285,0.69596,3.4972e-05,9.4925e-05,0.012376,TRUE,397,293
"TCEAL2",6,-0.415199366029996,0.00450621042441363,0.207987376523422,0.833333333333333,1.6840302347606,1.4966805594784,0.063776797850486,-0.70907,3.5899e-05,4.2102e-05,0.005176,FALSE,411,297
"MTMR7",6,0.457069222925601,0.0025247471276512,0.151072419813884,0.833333333333333,1.6840302347606,1.4966805594784,0.0402033599377211,0.75505,3.5913e-05,9.5448e-05,0.012376,TRUE,317,298
"MYB",6,-0.555870788735718,0.00219018040274885,0.139421886711898,1,1.6840302347606,1.4966805594784,0.0358249254182031,-0.75217,8.9674e-05,0.00010748,0.009291,FALSE,298,422
"CD40",6,0.45432544952781,0.00794272069887454,0.292569731374078,1,1.6840302347606,1.4966805594784,0.102947703098166,0.66706,3.6095e-05,9.5448e-05,0.012376,TRUE,515,299
"KDM5B",6,0.425370041697755,0.00223350142640062,0.140041251835329,0.5,1.6840302347606,1.4966805594784,0.0361711527711943,0.61353,7.8029e-05,0.00023091,0.022417,TRUE,301,396
"SRR",6,-0.421426791292916,0.00505266612106369,0.219837331001326,0.833333333333333,1.6840302347606,1.4966805594784,0.0693167107927636,-0.55444,3.6738e-05,4.3148e-05,0.00527,FALSE,436,301
"FAAP24",6,-0.413563369578805,0.00243468904335391,0.147461069580092,1,1.6840302347606,1.4966805594784,0.0389140611879031,-0.69101,3.7778e-05,4.3671e-05,0.0053,FALSE,313,304
"FOXA1",6,-0.52305313012426,0.0022579079415762,0.140401119665569,1,1.6840302347606,1.4966805594784,0.0363750763420967,-0.60708,0.0006258,0.00090401,0.040845,FALSE,304,819
"TNNT2",6,-0.381291903902634,0.00226046674081531,0.140401119665569,0.833333333333333,1.6840302347606,1.4966805594784,0.0363750763420967,-0.74802,4.3848e-05,5.3085e-05,0.006018,FALSE,305,322
"MAB21L2",6,-0.254461940529767,0.0726318933744753,0.72691573784545,0.833333333333333,1.6840302347606,1.4966805594784,0.432247074608662,-0.63749,3.8653e-05,4.4194e-05,0.005329,FALSE,1888,306
"CD58",6,0.557163365250703,0.00524660068715105,0.22416219602535,1,1.6840302347606,1.4966805594784,0.0713312080571057,0.85725,3.8977e-05,0.00018697,0.02186,TRUE,444,307
"CASTOR2",6,-0.425278915902358,0.00230897345703948,0.142211774285841,1,1.6840302347606,1.4966805594784,0.0370197791677426,-0.66351,8.2396e-05,9.9109e-05,0.008977,FALSE,308,404
"ARHGAP30",6,-0.382886466190041,0.00476545579061905,0.215430612442314,0.833333333333333,1.6840302347606,1.4966805594784,0.0669804466980495,-0.58797,3.94e-05,4.6809e-05,0.005558,FALSE,418,310
"IL6R",6,0.404476361027705,0.00242513085556184,0.147461069580092,0.833333333333333,1.6840302347606,1.4966805594784,0.0389140611879031,0.69821,4.4466e-05,0.00019534,0.02186,TRUE,311,323
"VPS28",6,-0.328448664593002,0.0304670214510261,0.550538868479629,0.666666666666667,1.6840302347606,1.4966805594784,0.267254312567755,-0.56435,3.9468e-05,4.7332e-05,0.005558,FALSE,1048,311
"ELOVL4",6,-0.426578325235362,0.00275532352146117,0.156993968652407,0.833333333333333,1.6840302347606,1.4966805594784,0.0427513547248085,-0.68886,3.9826e-05,4.7332e-05,0.005558,FALSE,332,312
"EPHB3",6,0.401329734134077,0.00243280783176455,0.147461069580092,0.833333333333333,1.6840302347606,1.4966805594784,0.0389140611879031,0.61656,0.00030049,0.00048666,0.030608,TRUE,312,621
"CCT2",6,-0.405170423414922,0.00610300532122426,0.246327682858775,1,1.6840302347606,1.4966805594784,0.0813181605232263,-0.55739,4.1687e-05,4.9947e-05,0.005731,FALSE,470,316
"SORBS1",6,-0.494948144281416,0.00246634028036287,0.148058465564822,1,1.6840302347606,1.4966805594784,0.0391716383627258,-0.77315,0.00021572,0.00027275,0.018054,FALSE,316,554
"FAM129A",6,0.445548463426301,0.00253447061130959,0.151072419813884,0.833333333333333,1.6840302347606,1.4966805594784,0.0402692950466701,0.50024,5.2587e-05,0.00020423,0.02186,TRUE,318,348
"NUDT12",6,0.334445133601429,0.0277575522449587,0.533496216906652,0.833333333333333,1.6840302347606,1.4966805594784,0.253275424869103,0.76954,4.2737e-05,0.0001922,0.02186,TRUE,986,319
"SMAD4",6,-0.443689936908139,0.00254840138853151,0.151072419813884,1,1.6840302347606,1.4966805594784,0.0402917945974608,-0.64053,0.00012217,0.00015559,0.012588,FALSE,320,456
"OR11G2",6,0.452391139599956,0.00263301032601576,0.154091253514682,0.833333333333333,1.6840302347606,1.4966805594784,0.0414547105646418,0.58183,5.984e-05,0.00021312,0.02186,TRUE,322,364
"TAS2R14",6,-0.438487110050111,0.00263931562889811,0.154091253514682,0.833333333333333,1.6840302347606,1.4966805594784,0.0414547105646418,-0.75309,4.5068e-05,5.5177e-05,0.006218,FALSE,323,325
"SRP14",6,0.389763400403432,0.00338360269278367,0.174196407770727,1,1.6840302347606,1.4966805594784,0.0498212378161925,0.52935,4.5196e-05,0.00019587,0.02186,TRUE,367,326
"FAM83A",6,-0.418434749707212,0.00671038911922423,0.263113542357416,0.666666666666667,1.6840302347606,1.4966805594784,0.0888899865836055,-0.53823,4.563e-05,5.7792e-05,0.006474,FALSE,483,327
"SDC3",6,-0.415795368020772,0.0100321935285024,0.330975149975113,0.833333333333333,1.6840302347606,1.4966805594784,0.123208605368841,-0.89294,4.72e-05,5.9884e-05,0.006572,FALSE,575,329
"RASGRP3",6,0.454776031491457,0.00274902416779443,0.156993968652407,0.833333333333333,1.6840302347606,1.4966805594784,0.0427513547248085,0.57417,5.1485e-05,0.00020266,0.02186,TRUE,330,343
"SMOC2",6,-0.483971889738922,0.00275529751610524,0.156993968652407,0.833333333333333,1.6840302347606,1.4966805594784,0.0427513547248085,-0.8652,7.5855e-05,8.5773e-05,0.008119,FALSE,331,391
"NR4A1",6,-0.416924919373925,0.00867992986881982,0.304340062663177,0.833333333333333,1.6840302347606,1.4966805594784,0.109512225520165,-0.55427,4.7684e-05,6.0407e-05,0.006572,FALSE,540,332
"ARL8B",6,-0.381278747126377,0.0149870013735942,0.407895862348754,0.833333333333333,1.6840302347606,1.4966805594784,0.167415229993632,-0.78644,4.7719e-05,6.0407e-05,0.006572,FALSE,696,333
"RREB1",6,-0.438060252373067,0.00275938710282495,0.156993968652407,1,1.6840302347606,1.4966805594784,0.0427513547248085,-0.61553,0.00021941,0.00027955,0.018375,FALSE,333,557
"KIAA0368",6,0.333207387258233,0.00278070497982123,0.156993968652407,0.833333333333333,1.6840302347606,1.4966805594784,0.0427776975353147,0.50388,8.6485e-05,0.00024294,0.022421,TRUE,336,412
"LRRC4B",6,-0.254969554261369,0.0930526209859873,0.766096274727172,0.666666666666667,1.6840302347606,1.4966805594784,0.48194515698355,-0.69471,4.8394e-05,6.2499e-05,0.006685,FALSE,2294,336
"BAALC",6,0.386467647874755,0.00572464157446679,0.235567138107668,0.833333333333333,1.6840302347606,1.4966805594784,0.0765665671042631,0.67602,4.9909e-05,0.00020057,0.02186,TRUE,461,339
"STK38L",6,-0.436306706655602,0.00520787016553252,0.223009699864903,0.833333333333333,1.6840302347606,1.4966805594784,0.0708366552407083,-0.58293,5.0187e-05,6.4068e-05,0.006776,FALSE,443,340
"CTSK",6,0.363328342691656,0.00287486177362245,0.159612543063654,0.666666666666667,1.6840302347606,1.4966805594784,0.0438581393857535,0.55849,0.00024424,0.00042337,0.028798,TRUE,341,578
"RAB14",6,-0.317971937374501,0.0106735466622219,0.342548780529858,0.666666666666667,1.6840302347606,1.4966805594784,0.129479380836723,-0.51195,5.033e-05,6.4068e-05,0.006776,FALSE,589,341
"PRKCH",6,-0.445297066255377,0.00287756930562835,0.159612543063654,0.833333333333333,1.6840302347606,1.4966805594784,0.0438581393857535,-0.54603,0.00040567,0.00056563,0.029826,FALSE,342,692
"TOM1L1",6,-0.463390128706273,0.00295774691522877,0.16263321444026,1,1.6840302347606,1.4966805594784,0.0449903893478276,-0.8608,0.00033691,0.00047855,0.02737,FALSE,345,640
"NFATC2",6,0.423451249256396,0.00441456046741718,0.205646987655231,0.666666666666667,1.6840302347606,1.4966805594784,0.0627731110671797,0.63691,5.2207e-05,0.00020371,0.02186,TRUE,407,346
"ARHGEF11",6,-0.464337109324786,0.00305069057171847,0.165219529028372,0.833333333333333,1.6840302347606,1.4966805594784,0.0460773733695647,-0.77977,0.00015142,0.00018436,0.01396,FALSE,349,481
"LOC643802",6,-0.412963537266903,0.00305595817009487,0.165219529028372,1,1.6840302347606,1.4966805594784,0.0460773733695647,-0.59057,0.00054183,0.00077222,0.037475,FALSE,350,768
"EBF1",6,-0.370207834628417,0.00705858935253125,0.270308531387647,0.666666666666667,1.6840302347606,1.4966805594784,0.0924664380418158,-0.53021,5.3679e-05,6.616e-05,0.006882,FALSE,495,351
"RUNX3",6,0.454266274402597,0.00305704031043535,0.165219529028372,1,1.6840302347606,1.4966805594784,0.0460773733695647,0.6252,0.00059563,0.00086636,0.041105,TRUE,351,805
"OPRD1",6,-0.4393813092614,0.00306683352726712,0.165277931853004,0.833333333333333,1.6840302347606,1.4966805594784,0.0461298116304858,-0.80807,0.00015344,0.00018697,0.01403,FALSE,352,483
"EFS",6,-0.443427139398073,0.00316337963695657,0.169819388623096,0.833333333333333,1.6840302347606,1.4966805594784,0.0478089912834037,-0.55726,8.2019e-05,9.7017e-05,0.008873,FALSE,353,401
"OLA1",6,0.326703052664634,0.0179318852786184,0.440466513143296,0.666666666666667,1.6840302347606,1.4966805594784,0.188964121217377,0.52333,5.4127e-05,0.00020633,0.02186,TRUE,770,353
"ANKRD1",6,0.42013463021097,0.00317367088558243,0.169819388623096,1,1.6840302347606,1.4966805594784,0.0478125810706495,0.56227,0.00015833,0.00034178,0.026649,TRUE,354,491
"FOXE1",6,-0.51244320510432,0.00499004966149715,0.218541917767479,0.833333333333333,1.6840302347606,1.4966805594784,0.0687659677434561,-0.75589,5.5761e-05,6.7729e-05,0.006968,FALSE,432,355
"ZNF106",6,-0.406607998875857,0.00456022688020711,0.208038965662467,1,1.6840302347606,1.4966805594784,0.0639848379535757,-0.61923,5.5761e-05,6.7729e-05,0.006968,FALSE,414,355
"ARHGEF35",6,-0.438099127975361,0.00320343975500878,0.170700146495833,1,1.6840302347606,1.4966805594784,0.0481546789957788,-0.61979,0.00036207,0.00051594,0.028799,FALSE,356,659
"NRXN3",6,-0.49049013834266,0.00322070107377162,0.171084893157328,0.833333333333333,1.6840302347606,1.4966805594784,0.0483421373659406,-0.7619,0.00024164,0.00031197,0.019396,FALSE,357,576
"GATA4",6,-0.453054559290413,0.00355747966289306,0.178061712942167,0.833333333333333,1.6840302347606,1.4966805594784,0.0515371272793399,-0.6359,5.8032e-05,6.9298e-05,0.007053,FALSE,379,359
"TCTA",6,0.281721275755667,0.0501364276610247,0.647548481038687,1,1.6840302347606,1.4966805594784,0.3526638180032,0.6676,5.9299e-05,0.00021312,0.02186,TRUE,1467,362
"RFX6",6,0.444781462469552,0.00331454798187634,0.172397431026135,0.833333333333333,1.6840302347606,1.4966805594784,0.0490504971444529,0.60703,0.00017,0.00034858,0.026649,TRUE,364,505
"BACH2",6,-0.430070296061808,0.00331708288479384,0.172397431026135,0.833333333333333,1.6840302347606,1.4966805594784,0.0490504971444529,-0.60049,0.00016891,0.00020633,0.014946,FALSE,365,503
"CAMK1G",6,0.296021372451362,0.0249615024118001,0.505897116187872,0.833333333333333,1.6840302347606,1.4966805594784,0.234260450738249,0.57083,6.0231e-05,0.00021312,0.02186,TRUE,935,366
"QKI",6,0.436304844508033,0.0114212847888511,0.356351599415303,0.833333333333333,1.6840302347606,1.4966805594784,0.137079928112271,0.7326,6.1695e-05,0.00021365,0.02186,TRUE,607,367
"CALCR",6,-0.386907133853354,0.00421148601246328,0.200230299890798,0.666666666666667,1.6840302347606,1.4966805594784,0.0603933475524756,-0.76157,6.2263e-05,7.2436e-05,0.007294,FALSE,399,368
"FAT1",6,0.356883676825443,0.00665146404158139,0.261780649105392,1,1.6840302347606,1.4966805594784,0.0882422900131385,0.56819,6.3836e-05,0.00021417,0.02186,TRUE,482,370
"PBK",6,-0.484003538332467,0.00340989872148326,0.174826429044696,0.833333333333333,1.6840302347606,1.4966805594784,0.0500787999556767,-0.62903,8.4191e-05,0.00010329,0.009268,FALSE,370,409
"KLHL31",6,-0.414925041967348,0.00343164564383655,0.175426782363792,0.833333333333333,1.6840302347606,1.4966805594784,0.0503406094195705,-0.59772,0.00049619,0.0007105,0.035678,FALSE,371,743
"RETREG1",6,-0.395384403334342,0.00352767111552275,0.177850431953217,0.666666666666667,1.6840302347606,1.4966805594784,0.0513944556781718,-0.8625,6.5636e-05,7.5574e-05,0.007514,FALSE,376,374
"BAZ1A",6,0.347391173556613,0.0104132888919285,0.339415962680213,0.833333333333333,1.6840302347606,1.4966805594784,0.127488992195498,0.73269,6.7648e-05,0.00021783,0.02186,TRUE,582,377
"STRIP1",6,0.430898028568519,0.00355235549578902,0.178061712942167,0.833333333333333,1.6840302347606,1.4966805594784,0.0515371272793399,0.57907,0.0001811,0.00035852,0.027149,TRUE,378,519
"ZKSCAN4",6,-0.289485370940979,0.0255228083432667,0.512346745261131,0.666666666666667,1.6840302347606,1.4966805594784,0.238490624895925,-0.6278,6.8117e-05,7.662e-05,0.007514,FALSE,944,378
"ISL2",6,-0.251908582279191,0.0499494108558812,0.646635223842999,0.833333333333333,1.6840302347606,1.4966805594784,0.35193204067748,-0.71562,6.865e-05,7.662e-05,0.007514,FALSE,1464,380
"NR2F1",6,-0.420649948011826,0.00620394290497321,0.247765888225983,0.833333333333333,1.6840302347606,1.4966805594784,0.0821192055963997,-0.6872,6.9362e-05,7.8189e-05,0.007514,FALSE,475,383
"STKLD1",6,0.375864405653627,0.0036514359794081,0.180713823607975,0.833333333333333,1.6840302347606,1.4966805594784,0.0526806386876309,0.52671,0.00059852,0.00086949,0.041143,TRUE,383,810
"ENDOD1",6,-0.411662974636971,0.00366612018715598,0.180713823607975,1,1.6840302347606,1.4966805594784,0.0526962790206407,-0.74594,0.00017644,0.00021417,0.015242,FALSE,384,512
"CYTH4",6,-0.439842520069856,0.00370425910333064,0.181575698165846,1,1.6840302347606,1.4966805594784,0.0530764409496268,-0.52732,0.00044001,0.00061845,0.031878,FALSE,387,711
"GRM6",6,-0.343600294858505,0.0324804244570132,0.566834774908364,1,1.6840302347606,1.4966805594784,0.279173731333532,-0.50572,7.2519e-05,8.185e-05,0.007826,FALSE,1086,387
"SRC",6,0.290032447972207,0.017504348504501,0.435289544428219,0.666666666666667,1.6840302347606,1.4966805594784,0.185376452860375,0.6061,7.3117e-05,0.00022411,0.022212,TRUE,761,388
"HSH2D",6,-0.418646008729483,0.00373857651120757,0.182315672024698,0.833333333333333,1.6840302347606,1.4966805594784,0.0534130321835332,-0.74753,0.00022534,0.00028582,0.018658,FALSE,389,561
"LINC01862",6,0.303003466243965,0.0382324989477239,0.600327795807609,0.833333333333333,1.6840302347606,1.4966805594784,0.307149332496993,0.57212,7.5445e-05,0.00022725,0.02229,TRUE,1206,390
"YTHDF2",6,-0.443732081750727,0.00378338951212577,0.184027946269297,1,1.6840302347606,1.4966805594784,0.054071947004145,-0.76895,8.9079e-05,0.00010643,0.009285,FALSE,390,419
"KCNA1",6,-0.505610782637704,0.00382581679916535,0.18447184214354,1,1.6840302347606,1.4966805594784,0.0543697317675915,-0.79317,0.00029429,0.00038101,0.02247,FALSE,392,618
"TMPO",6,-0.267431887508215,0.0898120391076923,0.762101918071497,0.666666666666667,1.6840302347606,1.4966805594784,0.475945589349362,-0.59157,7.5909e-05,8.708e-05,0.008202,FALSE,2219,392
"ARL11",5,-0.223046901878286,0.19409370358821,0.918641036599697,0.6,1.6840302347606,1.4966805594784,0.678432337805038,-0.96523,7.7043e-05,9.1787e-05,0.00856,FALSE,3991,393
"SCAF4",6,0.333442937503178,0.0261254916526026,0.51700862802484,0.833333333333333,1.6840302347606,1.4966805594784,0.242007022550817,0.52418,7.7583e-05,0.00022986,0.022417,TRUE,957,394
"SNX9",6,-0.428867538127615,0.00383141306297072,0.18447184214354,1,1.6840302347606,1.4966805594784,0.0543697317675915,-0.56875,9.4148e-05,0.00011114,0.00952,FALSE,394,428
"SMAGP",6,-0.34160125706976,0.0112611713218699,0.353487896737462,0.833333333333333,1.6840302347606,1.4966805594784,0.135555277564752,-0.80718,8.1098e-05,9.3356e-05,0.008621,FALSE,602,400
"SYNPO2L",6,-0.41473037513647,0.0042255210727341,0.200395336874415,1,1.6840302347606,1.4966805594784,0.0604922264779217,-0.50732,0.00046078,0.000631,0.032112,FALSE,400,723
"BANF2",6,-0.454670313582753,0.00437593833729419,0.204461946449435,0.833333333333333,1.6840302347606,1.4966805594784,0.0622488063529445,-0.72239,0.0001783,0.00021679,0.015313,FALSE,406,516
"EEPD1",6,0.353181468966141,0.00962780986015969,0.321760300442782,1,1.6840302347606,1.4966805594784,0.118616678768689,0.55987,8.2868e-05,0.00024137,0.022421,TRUE,567,407
"SLC30A3",6,0.319300115419616,0.00454964127955754,0.208038965662467,1,1.6840302347606,1.4966805594784,0.0639848379535757,0.51566,0.00021858,0.00040141,0.028144,TRUE,413,556
"MYCBP2",6,-0.342923185971902,0.0045616864877599,0.208038965662467,1,1.6840302347606,1.4966805594784,0.0639848379535757,-0.52575,0.00053679,0.00077169,0.037475,FALSE,415,766
"HERC1",6,-0.42357307189031,0.00456216181948267,0.208038965662467,0.833333333333333,1.6840302347606,1.4966805594784,0.0639848379535757,-0.74815,0.00012663,0.00016082,0.012768,FALSE,416,460
"MAP1B",6,-0.380070641784337,0.00483648393697533,0.216898582232676,0.833333333333333,1.6840302347606,1.4966805594784,0.0676657393298136,-0.55332,0.00017346,0.00021103,0.015133,FALSE,423,510
