"gene","n_guides","barcs_estimate","barcs_p","barcs_fdr","barcs_agreement","barcs_null_scale","barcs_control_scale","barcs_control_scale_fdr","mageck_lfc","mageck_score","mageck_p","mageck_fdr","mageck_enriched","barcs_rank","mageck_rank"
"EVL",6,0.664744380816246,7.56307514339556e-05,0.0125852224096679,1,1.6840302347606,1.4966805594784,0.00139507746893144,0.75867,3.4993e-07,2.3535e-06,0.000841,TRUE,114,110
"TIMM8B",6,0.504734026176582,6.81518834114875e-05,0.0117531020755993,0.833333333333333,1.6840302347606,1.4966805594784,0.00126900748604582,0.6136,0.00015832,0.00034178,0.026649,TRUE,110,490
"POU2AF1",6,-0.63153529118092,0.000113372680253908,0.0176285224952183,1,1.6840302347606,1.4966805594784,0.0021642887357247,-1.0637,3.7694e-07,2.615e-07,7.7e-05,FALSE,122,112
"FLT3",6,0.652002935502817,7.43991217467707e-05,0.0124898348631526,0.5,1.6840302347606,1.4966805594784,0.00137877328640146,0.57895,1.4832e-06,3.9225e-06,0.001142,TRUE,113,135
"C19orf35",6,-0.456359159866834,0.000262313248631866,0.033622177882071,0.833333333333333,1.6840302347606,1.4966805594784,0.00509707491890299,-0.96444,4.2173e-07,2.615e-07,7.7e-05,FALSE,148,114
"GPR141",6,0.559246606091597,7.64043210867963e-05,0.0126033910523176,1,1.6840302347606,1.4966805594784,0.00140068725820097,0.48854,1.096e-05,2.3797e-05,0.00421,TRUE,115,210
"DDX19B",6,0.506495899116599,7.97746810544029e-05,0.0130459112034657,1,1.6840302347606,1.4966805594784,0.00146576022016446,0.566,0.00019166,0.00037369,0.02742,TRUE,116,526
"PDPN",6,-0.59491029951296,8.88880509347035e-05,0.0143771935519944,0.833333333333333,1.6840302347606,1.4966805594784,0.00166260977278015,-0.92926,1.5679e-06,1.3075e-06,0.000344,FALSE,117,136
"GCSAML",6,-0.696437445050581,8.9431145974451e-05,0.0143771935519944,1,1.6840302347606,1.4966805594784,0.00166260977278015,-0.9108,7.1801e-07,7.8451e-07,0.000228,FALSE,118,124
"BTBD2",6,-0.40138332097387,0.000404286615427626,0.0448842938928642,0.666666666666667,1.6840302347606,1.4966805594784,0.00760631146427484,-0.56849,5.3586e-07,2.615e-07,7.7e-05,FALSE,169,119
"LIFR",6,0.534671356250876,9.88031963159603e-05,0.0156191386176147,0.833333333333333,1.6840302347606,1.4966805594784,0.00185222527295566,0.61581,2.8123e-05,8.7603e-05,0.012376,TRUE,120,272
"SPRED1",6,-0.492181146367022,0.000190526254927876,0.0263816281458527,0.833333333333333,1.6840302347606,1.4966805594784,0.00369095649181176,-0.87681,5.4744e-07,2.615e-07,7.7e-05,FALSE,137,120
"BPHL",6,-0.550134375268127,0.000103608481820375,0.0162434123977894,0.666666666666667,1.6840302347606,1.4966805594784,0.00194946584750022,-0.69919,1.7655e-05,2.2228e-05,0.003421,FALSE,121,236
"KIF2C",6,0.438108706320825,0.0969988947950857,0.774439829235175,1,1.6840302347606,1.4966805594784,0.491845972145306,1.1651,6.0542e-07,2.8765e-06,0.000923,TRUE,2365,122
"APOBEC3D",6,0.633250501243004,0.000330628589282425,0.0400966834366468,0.833333333333333,1.6840302347606,1.4966805594784,0.00644748590046341,1.0788,7.3651e-07,3.3995e-06,0.001038,TRUE,155,125
"SLC6A8",6,-0.598967695640437,0.000123360125062866,0.0184263115940359,0.833333333333333,1.6840302347606,1.4966805594784,0.00231087924000133,-0.80717,1.3898e-05,1.4383e-05,0.00241,FALSE,127,222
"ZC3HAV1",6,0.559670014433377,0.0169485121906526,0.42754425034133,0.833333333333333,1.6840302347606,1.4966805594784,0.180680269017139,1.1813,1.1053e-06,3.3995e-06,0.001038,TRUE,751,127
"LDB2",6,0.338576217145876,0.0145266040049293,0.401705069932228,0.666666666666667,1.6840302347606,1.4966805594784,0.163654570683294,0.64727,1.122e-06,3.3995e-06,0.001038,TRUE,685,128
"OLFM3",6,0.451171929932465,0.000131070070338467,0.0192744126691528,0.666666666666667,1.6840302347606,1.4966805594784,0.00245443663228899,0.19774,0.00029564,0.00047881,0.030316,TRUE,129,619
"TAB3",6,0.443098528518309,0.00136648445306059,0.0999931904799804,1,1.6840302347606,1.4966805594784,0.0228923712253309,0.57083,1.2364e-06,3.9225e-06,0.001142,TRUE,258,130
"IL3RA",6,0.539870141221451,0.000143869848141113,0.0208336719025718,0.666666666666667,1.6840302347606,1.4966805594784,0.00271596909163531,0.42744,2.1552e-05,3.4257e-05,0.005404,TRUE,131,248
"NFATC1",6,-0.5039116159081,0.0057068627868792,0.235346058841519,0.833333333333333,1.6840302347606,1.4966805594784,0.0764369204094305,-1.1682,1.2534e-06,1.3075e-06,0.000344,FALSE,460,131
"BTRC",6,-0.528302394801974,0.000166822328842634,0.023794132166502,1,1.6840302347606,1.4966805594784,0.0032196038701556,-0.55207,0.00021177,0.00026333,0.017553,FALSE,133,548
"CD37",6,-0.314549277452425,0.0239316693925583,0.496519996220301,0.666666666666667,1.6840302347606,1.4966805594784,0.227690556519603,-0.53548,1.2769e-06,1.3075e-06,0.000344,FALSE,913,133
"ITPKC",6,-0.621125194035664,0.000282909214751974,0.0360187100929192,1,1.6840302347606,1.4966805594784,0.00556484104119379,-0.75663,1.3408e-06,1.3075e-06,0.000344,FALSE,149,134
"TMEM121",6,0.591997629811397,0.000171649403591727,0.0242999192995155,1,1.6840302347606,1.4966805594784,0.003311711687389,0.62274,0.00029272,0.00047515,0.030185,TRUE,134,616
"PIP5K1B",6,-0.610735973896934,0.000175419566115998,0.0246496975497813,1,1.6840302347606,1.4966805594784,0.0033777821073828,-0.92533,2.0525e-06,1.8305e-06,0.000468,FALSE,135,140
"TAF15",6,0.490400175353949,0.000179990662909938,0.025106050554423,0.833333333333333,1.6840302347606,1.4966805594784,0.00346263641898285,0.51865,3.3795e-05,9.4402e-05,0.012376,TRUE,136,291
"PVR",6,0.559188115505847,0.00111195625897278,0.0878908759696399,1,1.6840302347606,1.4966805594784,0.0191019240922925,0.84573,1.7103e-06,3.9225e-06,0.001142,TRUE,240,137
"LTBR",6,0.487369037370832,0.00210424491004225,0.136703855970895,0.833333333333333,1.6840302347606,1.4966805594784,0.0347820955997825,0.8888,1.7875e-06,4.4455e-06,0.001238,TRUE,292,138
"PITPNA",6,-0.544606031919745,0.000192365529286777,0.026443290511378,0.833333333333333,1.6840302347606,1.4966805594784,0.00370852512246159,-0.82612,5.354e-06,5.4915e-06,0.00113,FALSE,138,175
"REL",6,0.456504037682447,0.000197465188130508,0.0269490260347894,0.833333333333333,1.6840302347606,1.4966805594784,0.00380437850690101,0.73212,8.5337e-05,0.00024294,0.022421,TRUE,139,410
"SIPA1L1",6,-0.396673540330903,0.0126481429280443,0.375989421765187,0.833333333333333,1.6840302347606,1.4966805594784,0.148306975281156,-0.51329,1.9234e-06,1.8305e-06,0.000468,FALSE,636,139
"NOTCH1",6,0.508233819956725,0.000204609811997528,0.027724629525665,0.833333333333333,1.6840302347606,1.4966805594784,0.00394896936916908,0.63967,0.00035005,0.00052536,0.031041,TRUE,140,652
"C17orf105",6,0.486919833593754,0.000220443765962892,0.0294702453394312,0.5,1.6840302347606,1.4966805594784,0.0042776709764038,0.40237,0.00016857,0.00034806,0.026649,TRUE,141,501
"TPGS2",6,0.514797600493063,0.0011474850897326,0.0895793915729522,0.666666666666667,1.6840302347606,1.4966805594784,0.0196212514086662,0.59703,2.1892e-06,4.4455e-06,0.001238,TRUE,243,141
"ARHGEF10L",5,0.606451152658351,0.000220599622467013,0.0294702453394312,0.8,1.6840302347606,1.4966805594784,0.0042776709764038,0.31888,4.6579e-06,1.8567e-05,0.00421,TRUE,142,166
"ANKRD12",6,-0.529942134071319,0.000483714774777785,0.050696515345495,1,1.6840302347606,1.4966805594784,0.00895721941314903,-0.84091,2.3549e-06,2.3535e-06,0.000571,FALSE,181,143
"TMPRSS13",6,-0.487232481512341,0.000233472285753684,0.0309718130122195,1,1.6840302347606,1.4966805594784,0.00456007962309796,-0.63273,0.00027939,0.00036689,0.022049,FALSE,143,602
"ZSWIM6",6,-0.567173462558028,0.000236029676049433,0.0310936316295676,1,1.6840302347606,1.4966805594784,0.00459054781451527,-0.78229,0.00015836,0.00019116,0.014136,FALSE,144,492
"NKX2-1",6,-0.484230602854701,0.00066341073687047,0.0638827496367148,1,1.6840302347606,1.4966805594784,0.0122119895371573,-0.7215,2.4695e-06,2.3535e-06,0.000571,FALSE,197,145
"SPANXA2",6,-0.500324740890317,0.000240793718169136,0.0315024609218518,1,1.6840302347606,1.4966805594784,0.00467428432143994,-0.70449,1.158e-05,1.1245e-05,0.001989,FALSE,145,211
"BCL9L",6,0.518969670013346,0.000254084929847939,0.0330136378028452,0.833333333333333,1.6840302347606,1.4966805594784,0.00496497875695941,0.40497,3.6896e-05,0.0001854,0.02186,TRUE,146,303
"BBIP1",6,0.48302716157223,0.000409329617473142,0.0448842938928642,1,1.6840302347606,1.4966805594784,0.00760631146427484,0.72003,2.5287e-06,4.9685e-06,0.001344,TRUE,173,147
"POU2F2",6,0.45496786601106,0.000257468792417418,0.0332257346405335,1,1.6840302347606,1.4966805594784,0.00501348377463359,0.82564,3.3075e-06,1.9613e-05,0.00421,TRUE,147,157
"NOTO",6,0.375944176527827,0.0181047006407888,0.440466513143296,1,1.6840302347606,1.4966805594784,0.189491108317856,0.69112,2.7868e-06,5.4915e-06,0.001464,TRUE,775,149
"ORAI3",6,0.436931382667554,0.00132447971606871,0.098918819739462,1,1.6840302347606,1.4966805594784,0.0224504018178211,0.73792,2.8149e-06,6.0145e-06,0.001539,TRUE,254,150
"MUC8",6,-0.512026794301026,0.000318645301318523,0.0398923573418566,1,1.6840302347606,1.4966805594784,0.00635472431373107,-0.79717,3.2153e-06,2.8765e-06,0.000681,FALSE,151,155
"TNFRSF12A",6,0.491296525226685,0.000379339971101988,0.0438785320231995,0.666666666666667,1.6840302347606,1.4966805594784,0.00729574019977232,0.94832,2.8208e-06,6.0145e-06,0.001539,TRUE,164,151
"CHD4",6,0.534281246479966,0.000319643559091312,0.0398923573418566,0.833333333333333,1.6840302347606,1.4966805594784,0.00635472431373107,0.70616,3.5495e-05,9.4925e-05,0.012376,TRUE,152,295
"UBE2D1",6,0.473764952151962,0.00121276820026192,0.0927504735203131,1,1.6840302347606,1.4966805594784,0.0205999054147142,0.87131,2.8888e-06,6.0145e-06,0.001539,TRUE,248,152
"GLMN",6,0.530483378730109,0.000326977213329262,0.0400966834366468,1,1.6840302347606,1.4966805594784,0.00644748590046341,0.79486,3.6831e-05,0.00018488,0.02186,TRUE,153,302
"FAT3",6,0.466060517652539,0.000328854711793893,0.0400966834366468,1,1.6840302347606,1.4966805594784,0.00644748590046341,0.51965,8.9784e-05,0.00024398,0.022421,TRUE,154,423
"SCAMP3",6,0.441598595791359,0.000871171700462293,0.0754617678436972,1,1.6840302347606,1.4966805594784,0.0154368885250765,0.74659,3.1616e-06,7.0606e-06,0.001759,TRUE,219,154
"PTPN22",6,-0.575171157765165,0.000331308617874514,0.0400966834366468,1,1.6840302347606,1.4966805594784,0.00644748590046341,-0.83013,1.7174e-05,2.2228e-05,0.003421,FALSE,156,234
"TMEM150B",6,0.377749977397155,0.00172564975398624,0.116731844129163,0.833333333333333,1.6840302347606,1.4966805594784,0.0282973546219506,0.68568,3.2607e-06,7.0606e-06,0.001759,TRUE,280,156
"CUL1",6,0.472944044607505,0.00033184919871131,0.0400966834366468,0.833333333333333,1.6840302347606,1.4966805594784,0.00644748590046341,0.70518,1.8715e-05,3.1119e-05,0.005123,TRUE,157,238
"FOXO6",6,0.380902709087035,0.00874422633295502,0.304340062663177,1,1.6840302347606,1.4966805594784,0.109650678371296,0.78482,3.6422e-06,1.9613e-05,0.00421,TRUE,544,158
"PTMS",6,-0.448199475284847,0.00103943472015114,0.0835511722087593,1,1.6840302347606,1.4966805594784,0.0178576056443163,-0.93475,3.7543e-06,3.3995e-06,0.000795,FALSE,236,159
"NFKB2",6,-0.549723144830054,0.000609765097489197,0.0597903149265042,0.833333333333333,1.6840302347606,1.4966805594784,0.0111998214618328,-0.9896,3.8651e-06,3.9225e-06,0.000895,FALSE,193,160
"SLC2A4",6,0.489198812984817,0.000351869692486098,0.0417185504153829,0.833333333333333,1.6840302347606,1.4966805594784,0.00680736446437793,0.52775,8.7133e-05,0.00024346,0.022421,TRUE,160,415
"CEBPA",6,-0.817094052909515,0.000668028499385624,0.0640025284512388,0.833333333333333,1.6840302347606,1.4966805594784,0.0122560380754028,-1.1694,3.8737e-06,3.9225e-06,0.000895,FALSE,198,161
"IL21R",6,0.525646317247405,0.000355315016096139,0.041863217071921,1,1.6840302347606,1.4966805594784,0.00684799975389002,0.66665,4.2227e-05,0.00019011,0.02186,TRUE,161,317
"CDK6",6,-0.467963518862102,0.000358057669379228,0.041863217071921,1,1.6840302347606,1.4966805594784,0.00686874357903636,-0.62273,1.4873e-05,1.6475e-05,0.002704,FALSE,162,225
"PIK3R6",6,0.445736711941768,0.000359710299563686,0.041863217071921,1,1.6840302347606,1.4966805594784,0.00686874357903636,0.56197,5.4238e-06,2.0659e-05,0.00421,TRUE,163,177
"SLC37A4",6,-0.401701792541128,0.000466192384319927,0.0496835366884776,0.666666666666667,1.6840302347606,1.4966805594784,0.00869774278212484,-0.51438,4.4016e-06,4.9685e-06,0.001057,FALSE,178,163
"SERPINB9",6,0.411803331723815,0.000382719163049683,0.0440011062003181,0.833333333333333,1.6840302347606,1.4966805594784,0.00733236634106984,0.55196,5.9824e-05,0.00021312,0.02186,TRUE,165,363
"SMAD9",6,-0.432311178105374,0.00764597523558049,0.286315655524494,0.833333333333333,1.6840302347606,1.4966805594784,0.0999387131455056,-1.0512,4.5159e-06,4.9685e-06,0.001057,FALSE,506,165
"ALPL",6,-0.476421677968151,0.00172253196164281,0.116731844129163,0.666666666666667,1.6840302347606,1.4966805594784,0.0282973546219506,-0.66188,4.6817e-06,4.9685e-06,0.001057,FALSE,279,167
"RHOG",6,0.453666858418102,0.000398393161354555,0.0448842938928642,1,1.6840302347606,1.4966805594784,0.00760631146427484,0.76904,5.8772e-05,0.00021208,0.02186,TRUE,167,361
"EPAS1",6,0.500977604835436,0.000404202724768333,0.0448842938928642,0.833333333333333,1.6840302347606,1.4966805594784,0.00760631146427484,0.80396,1.3216e-05,2.5366e-05,0.004405,TRUE,168,219
"RFC2",6,-0.396505672697592,0.00497555114286082,0.218541917767479,0.833333333333333,1.6840302347606,1.4966805594784,0.0687659677434561,-0.8365,4.7462e-06,4.9685e-06,0.001057,FALSE,431,168
"SIGLEC10",6,-0.367845898860457,0.0110634888333627,0.350374596275275,0.666666666666667,1.6840302347606,1.4966805594784,0.133758007406282,-0.9127,4.82e-06,4.9685e-06,0.001057,FALSE,598,169
"EIF3K",6,-0.477488680426933,0.00218349743948461,0.139421886711898,0.833333333333333,1.6840302347606,1.4966805594784,0.0358249254182031,-0.69478,4.8335e-06,4.9685e-06,0.001057,FALSE,296,170
"NRGN",6,0.443998378998649,0.000407942103778227,0.0448842938928642,0.833333333333333,1.6840302347606,1.4966805594784,0.00760631146427484,0.31538,0.0035958,0.010895,0.221781,TRUE,170,1773
"DOCK5",6,0.504866505058973,0.000408787767351108,0.0448842938928642,1,1.6840302347606,1.4966805594784,0.00760631146427484,0.59001,6.9098e-06,2.1705e-05,0.00421,TRUE,172,186
"ADGRV1",6,-0.316213334804556,0.0342182050223509,0.571521979506216,0.833333333333333,1.6840302347606,1.4966805594784,0.284930621901579,-0.66375,5.3484e-06,5.4915e-06,0.00113,FALSE,1134,174
"LAPTM4B",6,-0.575904909492399,0.000416679649318404,0.0452385681105858,1,1.6840302347606,1.4966805594784,0.00770352940724348,-0.72192,8.0487e-05,9.3356e-05,0.008621,FALSE,174,399
"EIF2B3",6,-0.419909629734491,0.000417329964119795,0.0452385681105858,0.833333333333333,1.6840302347606,1.4966805594784,0.00770352940724348,-0.65591,3.5151e-05,4.1579e-05,0.005176,FALSE,175,294
"C1orf94",6,0.441478479617983,0.000426434649714373,0.0459628710516003,0.5,1.6840302347606,1.4966805594784,0.00786919766904092,-0.22489,9.1741e-06,2.3274e-05,0.00421,TRUE,176,202
"ZEB2",6,-0.45592072918192,0.000459027690158938,0.0491963575272037,1,1.6840302347606,1.4966805594784,0.0085792079217204,-0.69292,4.0288e-05,4.7855e-05,0.005558,FALSE,177,313
"PIP5K1A",6,-0.509219862046755,0.00163287090121243,0.112638403621817,0.833333333333333,1.6840302347606,1.4966805594784,0.0269216976778393,-0.84225,5.6599e-06,6.0145e-06,0.001224,FALSE,275,178
"NKRF",6,0.379165319258164,0.000479539717164657,0.050696515345495,1,1.6840302347606,1.4966805594784,0.00895721941314903,0.50423,0.00045495,0.00069586,0.037316,TRUE,179,719
"ANO8",6,-0.492021447350387,0.000481811516104691,0.050696515345495,1,1.6840302347606,1.4966805594784,0.00895721941314903,-0.72895,1.5646e-05,1.6998e-05,0.002704,FALSE,180,228
"COG7",6,0.473012132767043,0.000748443297969025,0.0689221813712253,1,1.6840302347606,1.4966805594784,0.0135768159936411,0.76166,6.0897e-06,2.1182e-05,0.00421,TRUE,206,181
"PLAUR",6,-0.41511564144482,0.000495017948425698,0.0515961015474477,0.833333333333333,1.6840302347606,1.4966805594784,0.00916887773725362,-0.56625,0.0002007,0.00025706,0.017415,FALSE,182,538
"SLC8A1",6,-0.413972996525952,0.00101390805632012,0.082904464777555,1,1.6840302347606,1.4966805594784,0.0176104270846466,-0.75378,6.1436e-06,6.5376e-06,0.001303,FALSE,232,182
"NKX2-6",6,-0.522893286695347,0.000520626425177886,0.0539687611236311,1,1.6840302347606,1.4966805594784,0.00971199365765753,-0.60604,1.5782e-05,1.6998e-05,0.002704,FALSE,183,231
"KIAA1143",5,0.552512814830021,0.000555460861085635,0.0569572569448352,0.8,1.6840302347606,1.4966805594784,0.0104167255320053,0.9442,8.3997e-06,2.1705e-05,0.00421,TRUE,185,197
"PRDM1",6,0.506679001752089,0.065924508003997,0.705579617050649,1,1.6840302347606,1.4966805594784,0.410062385478953,1.2962,6.4008e-06,2.1182e-05,0.00421,TRUE,1766,185
"BTK",6,0.412304829160532,0.000568694832710272,0.0572402917957116,1,1.6840302347606,1.4966805594784,0.0105513668211941,0.65612,0.00048795,0.00072881,0.037316,TRUE,186,738
"GPR18",6,0.401060064007182,0.00468246520516412,0.213012865568257,0.833333333333333,1.6840302347606,1.4966805594784,0.0659315834425307,0.77865,6.9442e-06,2.1705e-05,0.00421,TRUE,417,187
"SLC10A4",6,-0.517169490985415,0.000568831646827563,0.0572402917957116,1,1.6840302347606,1.4966805594784,0.0105513668211941,-0.59244,6.9415e-05,7.8189e-05,0.007514,FALSE,187,384
"LMBRD2",6,-0.414217677566696,0.000824437386308074,0.0720717844159639,0.666666666666667,1.6840302347606,1.4966805594784,0.0145427858962501,-0.59085,7.1162e-06,8.1066e-06,0.001582,FALSE,217,188
"GAP43",6,0.378749342973769,0.0147832293076944,0.405401538599461,0.666666666666667,1.6840302347606,1.4966805594784,0.165921356850926,0.82671,7.4291e-06,2.2751e-05,0.00421,TRUE,689,191
"SERINC2",6,-0.44459108215971,0.00121744163977638,0.0927504735203131,0.833333333333333,1.6840302347606,1.4966805594784,0.0206158663831818,-0.69968,7.7639e-06,8.1066e-06,0.001582,FALSE,249,192
"HKDC1",6,-0.44794018300791,0.000627396486208536,0.0610344171455176,1,1.6840302347606,1.4966805594784,0.0115064112842968,-0.84971,1.8708e-05,2.2751e-05,0.003446,FALSE,195,237
"KRTAP6-3",6,-0.37455007169244,0.021338396459575,0.476009787187477,1,1.6840302347606,1.4966805594784,0.21253872765402,-0.70578,8.3895e-06,8.6296e-06,0.001617,FALSE,848,196
"LASP1",6,-0.53890154209707,0.00098536385603102,0.0816259927899932,0.833333333333333,1.6840302347606,1.4966805594784,0.0172164360128996,-0.81581,8.7029e-06,8.6296e-06,0.001617,FALSE,229,198
"MGST3",6,0.458311532175523,0.00447738037477327,0.207160745632802,1,1.6840302347606,1.4966805594784,0.0634239782185981,0.79248,9.0418e-06,2.3274e-05,0.00421,TRUE,410,200
"LTA",6,-0.450200888597686,0.000692778185986703,0.0653830954635212,1,1.6840302347606,1.4966805594784,0.0126343215806731,-0.64677,3.2811e-05,4.001e-05,0.00505,FALSE,201,285
"UBQLN4",6,-0.463669261314326,0.000701776325653622,0.0659044400873724,1,1.6840302347606,1.4966805594784,0.0127760372740943,-0.61616,0.00042541,0.00057818,0.030153,FALSE,202,703
"MBD1",6,-0.549821196609023,0.0008119751406602,0.0720717844159639,1,1.6840302347606,1.4966805594784,0.0145367897642053,-0.78491,9.3721e-06,8.6296e-06,0.001617,FALSE,213,203
"SOX18",6,-0.553084119620911,0.000721099830884895,0.0672730484686803,0.833333333333333,1.6840302347606,1.4966805594784,0.0131517654174165,-0.80943,1.093e-05,9.6756e-06,0.001778,FALSE,203,209
"BHLHE40",6,-0.386743625680754,0.000726855197072804,0.0672730484686803,0.833333333333333,1.6840302347606,1.4966805594784,0.0131564107050985,-0.50669,8.2034e-05,9.7017e-05,0.008873,FALSE,204,402
"PRKCB",6,0.39475057647617,0.0058454318732947,0.237956743854937,1,1.6840302347606,1.4966805594784,0.0777365719573823,0.50278,9.7644e-06,2.3274e-05,0.00421,TRUE,466,204
"DGKK",6,-0.432915484885785,0.00105885834249036,0.084044111954151,0.833333333333333,1.6840302347606,1.4966805594784,0.0180456333781228,-0.734,9.7755e-06,9.1526e-06,0.001699,FALSE,239,205
"SH2D1B",6,0.504489204413591,0.000726988662945676,0.0672730484686803,0.833333333333333,1.6840302347606,1.4966805594784,0.0131564107050985,0.68818,3.0784e-05,9.0218e-05,0.012376,TRUE,205,279
"PAX2",6,0.523460652660552,0.00102892508180525,0.0834132854779725,0.833333333333333,1.6840302347606,1.4966805594784,0.0177832518544826,0.63908,1.0582e-05,2.3797e-05,0.00421,TRUE,234,206
"IL2RA",6,0.444884917225323,0.000756383942307927,0.069316924568026,1,1.6840302347606,1.4966805594784,0.0136904693763716,0.64348,4.483e-05,0.00019587,0.02186,TRUE,207,324
"POLR2D",6,0.317908559049567,0.0195199821336645,0.45568767964851,0.833333333333333,1.6840302347606,1.4966805594784,0.199264379198915,0.73588,1.0773e-05,2.3797e-05,0.00421,TRUE,811,208
"RAP2B",6,-0.530122256936979,0.00077592224390616,0.070427009411004,1,1.6840302347606,1.4966805594784,0.0139982271250838,-0.75818,0.00017328,0.00020999,0.015115,FALSE,209,509
"RNF8",6,0.554883174957423,0.000783633013541956,0.07078818222329,0.833333333333333,1.6840302347606,1.4966805594784,0.0141046558601554,0.71073,0.00011681,0.00029524,0.02529,TRUE,210,452
"EBF3",6,-0.526474477216781,0.000796537519533241,0.0715390737481445,1,1.6840302347606,1.4966805594784,0.0143254419256293,-0.68435,4.8235e-05,6.1976e-05,0.006685,FALSE,211,335
"DGKZ",6,-0.573231668522282,0.00330185825308735,0.172397431026135,0.833333333333333,1.6840302347606,1.4966805594784,0.0490391040091958,-0.82531,1.1685e-05,1.1245e-05,0.001989,FALSE,363,212
"ZDHHC23",6,-0.457329732593502,0.00195121001950083,0.129790455531317,1,1.6840302347606,1.4966805594784,0.0324357259246972,-0.9031,1.1725e-05,1.1245e-05,0.001989,FALSE,285,213
"CD244",6,-0.115819816738028,0.587375603559718,0.999691868697317,0.666666666666667,1.6840302347606,1.4966805594784,0.928645198798028,-1.1112,1.1885e-05,1.1245e-05,0.001989,FALSE,10963,214
"GSTM1",6,0.419776557820704,0.000818971144698981,0.0720717844159639,0.833333333333333,1.6840302347606,1.4966805594784,0.0145427858962501,0.59269,5.666e-05,0.00021051,0.02186,TRUE,214,358
"ZNF474",6,-0.413060312566632,0.000896318397487703,0.0770471811642604,0.833333333333333,1.6840302347606,1.4966805594784,0.0158964527488181,-0.63557,1.2461e-05,1.1768e-05,0.002063,FALSE,220,215
"TLX1",6,-0.54000744418948,0.000823184787780164,0.0720717844159639,0.833333333333333,1.6840302347606,1.4966805594784,0.0145427858962501,-0.74226,0.00015122,0.00018436,0.01396,FALSE,216,480
"CA9",6,-0.425109374120079,0.00285151012060665,0.159097491140906,1,1.6840302347606,1.4966805594784,0.0436191576593009,-0.61645,1.272e-05,1.2291e-05,0.002115,FALSE,340,218
"RRAS2",6,0.458416647358118,0.000856599546731563,0.0745398779885218,0.833333333333333,1.6840302347606,1.4966805594784,0.0151845292876605,0.63108,4.3226e-05,0.00019273,0.02186,TRUE,218,320
"BLM",6,-0.462529542368163,0.00091085654367912,0.0774840745901027,0.833333333333333,1.6840302347606,1.4966805594784,0.0160269366330121,-0.79909,2.6063e-05,3.0073e-05,0.004009,FALSE,223,264
"SHISA3",6,-0.487672043739393,0.000930183634733372,0.0787749265664824,1,1.6840302347606,1.4966805594784,0.0163791115187439,-0.50047,4.0673e-05,4.7855e-05,0.005558,FALSE,224,314
"SMYD3",6,-0.360491303052371,0.0162819034301356,0.422868708261889,0.833333333333333,1.6840302347606,1.4966805594784,0.177356925502509,-0.6359,1.4349e-05,1.4383e-05,0.00241,FALSE,726,224
"TMPRSS2",6,-0.482982928148579,0.000945536144848213,0.0794840847357109,1,1.6840302347606,1.4966805594784,0.0165999665458898,-0.76062,5.8182e-05,6.9298e-05,0.007053,FALSE,225,360
"FASN",6,0.639746512199254,0.000946937435438622,0.0794840847357109,1,1.6840302347606,1.4966805594784,0.0165999665458898,0.74593,5.4455e-05,0.00020633,0.02186,TRUE,226,354
"MARCKSL1",6,0.50448953193185,0.000967091135689497,0.0808181446873558,1,1.6840302347606,1.4966805594784,0.0169670435175876,0.82708,4.7451e-05,0.00019848,0.02186,TRUE,227,330
"NDUFAF6",6,-0.491740765386798,0.00100050884623687,0.0825202296222323,0.833333333333333,1.6840302347606,1.4966805594784,0.0174710473047074,-0.61978,0.00058843,0.00085067,0.039243,FALSE,230,799
"SOX13",6,-0.51496570467642,0.00103591688152365,0.0835511722087593,0.833333333333333,1.6840302347606,1.4966805594784,0.0178576056443163,-0.96438,1.5756e-05,1.6998e-05,0.002704,FALSE,235,230
"CCDC60",6,0.417768389582156,0.00100487078462422,0.0825212068585343,1,1.6840302347606,1.4966805594784,0.0174901221323402,0.57342,0.00041589,0.00062473,0.034683,TRUE,231,700
"MBIP",6,-0.367814845416631,0.0305183142147915,0.550538868479629,0.666666666666667,1.6840302347606,1.4966805594784,0.267254312567755,-0.67807,1.6031e-05,1.8567e-05,0.002929,FALSE,1050,232
"CD200R1",6,-0.50384287435343,0.0010530166136634,0.084044111954151,1,1.6840302347606,1.4966805594784,0.0180456333781228,-0.73159,6.7103e-05,7.6097e-05,0.007514,FALSE,237,375
"CLCN2",6,-0.307221979415749,0.0651322841038455,0.703056945456676,0.666666666666667,1.6840302347606,1.4966805594784,0.407484307466162,-0.65508,1.8825e-05,2.2751e-05,0.003446,FALSE,1752,240
"CBLB",6,-0.455451208389181,0.00447615966077617,0.207160745632802,0.666666666666667,1.6840302347606,1.4966805594784,0.0634239782185981,-0.88091,2.0351e-05,2.432e-05,0.003625,FALSE,409,242
"SIRT1",6,0.454873846633328,0.00116959215199837,0.0908088030497449,1,1.6840302347606,1.4966805594784,0.020011698730681,0.77316,3.2856e-05,9.2833e-05,0.012376,TRUE,244,287
"SOX7",6,-0.482478147260092,0.00299326906913966,0.164110734802252,1,1.6840302347606,1.4966805594784,0.0455322203928433,-0.99353,2.1355e-05,2.5889e-05,0.00377,FALSE,346,245
"ZNF740",6,-0.436742550261548,0.00117759438852068,0.0908088030497449,1,1.6840302347606,1.4966805594784,0.0200185952200191,-0.56948,0.00071553,0.001132,0.048312,FALSE,246,876
