"gene","n_guides","barcs_estimate","barcs_p","barcs_fdr","barcs_agreement","barcs_null_scale","barcs_control_scale","barcs_control_scale_fdr","mageck_lfc","mageck_score","mageck_p","mageck_fdr","mageck_enriched","barcs_rank","mageck_rank"
"U2AF2",6,0.458256667340857,2.09216868576108e-07,3.65265780642507e-05,0.833333333333333,1.15494334255549,0.978166727433865,1.5297909993241e-07,0.66276,4.8511e-08,2.6138e-07,4.9e-05,TRUE,109,112
"HIF1AN",6,0.377538169501688,2.12278783002899e-07,3.67242294595016e-05,1,1.15494334255549,0.978166727433865,1.54661639881436e-07,0.51179,5.0489e-05,8.2857e-05,0.006036,TRUE,110,340
"SCRIB",6,-0.403349346809507,5.94535393323152e-06,0.000669467960647312,0.833333333333333,1.15494334255549,0.978166727433865,9.99910560408108e-06,-0.70176,4.0836e-08,2.6138e-07,0.00015,FALSE,169,110
"CHMP3",6,0.492843100458955,1.32654639775668e-06,0.000174097778960756,0.833333333333333,1.15494334255549,0.978166727433865,1.47279511140019e-06,0.79321,4.088e-08,2.6138e-07,4.9e-05,TRUE,145,111
"KDM1A",6,0.367684091278875,2.22241430414265e-07,3.81013911782293e-05,1,1.15494334255549,0.978166727433865,1.63293100149444e-07,0.57952,1.732e-06,1.8296e-06,0.000231,TRUE,111,174
"RIOK2",6,0.335787816495721,2.32209596707523e-07,3.91057400472934e-05,1,1.15494334255549,0.978166727433865,1.70425525244412e-07,0.42235,1.0801e-05,1.6467e-05,0.001624,TRUE,113,247
"RIPOR2",6,-0.333411099214418,1.8243124042716e-05,0.00174455603282857,1,1.15494334255549,0.978166727433865,3.97788549761784e-05,-0.50369,5.1399e-08,2.6138e-07,0.00015,FALSE,199,113
"CENPI",6,0.457611793068851,6.55678455392052e-05,0.00522073682264048,0.833333333333333,1.15494334255549,0.978166727433865,0.000192452849936704,0.91953,5.4131e-08,2.6138e-07,4.9e-05,TRUE,239,114
"KLF2",6,0.362980935667804,3.0074512453808e-07,5.02033308768391e-05,1,1.15494334255549,0.978166727433865,2.41461669846315e-07,0.45443,3.7971e-07,7.8413e-07,0.000122,TRUE,114,138
"RPL13",6,0.391472324767016,2.47319891792796e-05,0.00227367030957338,0.833333333333333,1.15494334255549,0.978166727433865,5.81337013110736e-05,0.65531,5.7813e-08,2.6138e-07,4.9e-05,TRUE,207,115
"UBASH3B",6,0.312337636953797,3.11880595430925e-07,5.1609458530874e-05,1,1.15494334255549,0.978166727433865,2.51688237467459e-07,0.40619,1.3846e-05,2.3001e-05,0.002125,TRUE,115,263
"RPL6",6,0.476487394764257,3.43806864022442e-07,5.64021088133368e-05,1,1.15494334255549,0.978166727433865,2.85468615556372e-07,0.63397,1.3422e-07,2.6138e-07,4.9e-05,TRUE,116,127
"RPS3",6,0.247893172641731,0.00143444320185427,0.0628973597495085,0.666666666666667,1.15494334255549,0.978166727433865,0.00727711825590831,0.53748,5.9617e-08,2.6138e-07,4.9e-05,TRUE,434,116
"IL2RG",6,0.533925737187931,2.10673607699905e-06,0.000256994791956999,1,1.15494334255549,0.978166727433865,2.59131212892621e-06,1.0455,7.0475e-08,2.6138e-07,4.9e-05,TRUE,156,118
"TAF11",6,-0.357877299125456,3.8052788986385e-07,6.13681842721107e-05,1,1.15494334255549,0.978166727433865,3.22847385506818e-07,-0.44833,3.9146e-07,4.9662e-06,0.002687,FALSE,118,139
"ARID2",6,0.32768503541362,4.27721535743732e-07,6.78295068766935e-05,1,1.15494334255549,0.978166727433865,3.73089082454812e-07,0.42873,2.5318e-06,1.8296e-06,0.000231,TRUE,120,191
"ATP1A1",6,0.423347829265784,4.68834849053579e-07,7.31305506351606e-05,1,1.15494334255549,0.978166727433865,4.16553882044628e-07,0.65354,2.3252e-06,1.8296e-06,0.000231,TRUE,122,186
"BOP1",6,0.361681009083691,5.35886390568533e-07,8.29099025408064e-05,1,1.15494334255549,0.978166727433865,4.96912433452341e-07,0.50908,2.7448e-06,1.8296e-06,0.000231,TRUE,123,196
"RBSN",6,0.368138825920611,6.28973537022746e-07,9.42469796026997e-05,0.833333333333333,1.15494334255549,0.978166727433865,6.00362541826961e-07,0.69016,1.0944e-07,2.6138e-07,4.9e-05,TRUE,127,123
"RPL13A",6,0.43777168298627,6.60163607683686e-07,9.7879379970556e-05,0.833333333333333,1.15494334255549,0.978166727433865,6.363091457459e-07,0.68737,1.1532e-07,2.6138e-07,4.9e-05,TRUE,128,124
"SRP19",6,-0.538232806696534,5.89185776852439e-07,8.96976426680154e-05,1,1.15494334255549,0.978166727433865,5.57349503219421e-07,-0.62231,2.2405e-06,2.5354e-05,0.011398,FALSE,125,182
"FUBP1",6,0.354571705395073,5.95962512796375e-07,9.00092588771033e-05,1,1.15494334255549,0.978166727433865,5.61725167702947e-07,0.58932,9.2425e-07,7.8413e-07,0.000122,TRUE,126,156
"TRAIP",6,0.39213497223699,1.14876745661746e-05,0.0011816780918611,0.833333333333333,1.15494334255549,0.978166727433865,2.26340699741668e-05,0.81414,1.2367e-07,2.6138e-07,4.9e-05,TRUE,185,126
"PTPRC",6,-0.566972003471159,1.16619134983041e-06,0.000159659146671027,1,1.15494334255549,0.978166727433865,1.2861430346245e-06,-0.85357,1.3524e-07,7.8413e-07,0.000437,FALSE,139,128
"JAK3",6,0.751535658483156,6.63501840052639e-07,9.7879379970556e-05,1,1.15494334255549,0.978166727433865,6.363091457459e-07,1.0878,4.4366e-07,7.8413e-07,0.000122,TRUE,129,141
"THOC3",6,0.392715767384736,8.57323594189994e-07,0.000122668180431847,1,1.15494334255549,0.978166727433865,8.7910575503848e-07,0.539,1.3786e-07,2.6138e-07,4.9e-05,TRUE,133,129
"ESF1",6,0.26513269667217,8.50330504725102e-06,0.00090908929802914,0.833333333333333,1.15494334255549,0.978166727433865,1.55439570288038e-05,0.42929,1.7185e-07,2.6138e-07,4.9e-05,TRUE,178,130
"PRKD2",6,-0.427569775332855,7.39521006028805e-07,0.00010825449803637,1,1.15494334255549,0.978166727433865,7.33403718794878e-07,-0.58043,2.6705e-06,2.9013e-05,0.012161,FALSE,130,194
"ATG101",6,0.287382897068216,1.51619412045577e-05,0.00147210072001394,1,1.15494334255549,0.978166727433865,3.13069315802113e-05,0.50423,1.9746e-07,2.6138e-07,4.9e-05,TRUE,196,132
"CIT",6,0.453433810114836,8.14872382675742e-07,0.000117477435169086,1,1.15494334255549,0.978166727433865,8.25804865394573e-07,0.76456,6.2121e-06,8.6255e-06,0.00095,TRUE,132,221
"PIP5K1A",6,0.311670270508313,1.07649512666155e-05,0.0011194372819874,1,1.15494334255549,0.978166727433865,2.0922657932108e-05,0.43388,2.4954e-07,2.6138e-07,4.9e-05,TRUE,183,133
"RPS24",6,0.393583954285462,2.01438137994542e-05,0.00190714814230653,1,1.15494334255549,0.978166727433865,4.51394182026971e-05,0.89132,2.6192e-07,2.6138e-07,4.9e-05,TRUE,201,134
"SRFBP1",6,0.332865687098255,9.42160504495808e-07,0.000132809736300409,0.833333333333333,1.15494334255549,0.978166727433865,9.86548590818344e-07,0.48512,1.0041e-06,7.8413e-07,0.000122,TRUE,135,158
"GINS4",6,0.392523098901261,9.9528076331994e-07,0.000139266124455724,0.833333333333333,1.15494334255549,0.978166727433865,1.05630233776311e-06,0.58413,1.3723e-06,1.3069e-06,0.000188,TRUE,136,168
"SRSF1",6,0.366469955359213,8.71496629322504e-06,0.000926512896983645,1,1.15494334255549,0.978166727433865,1.59896381951356e-05,0.64366,3.6195e-07,7.8413e-07,0.000122,TRUE,179,136
"PTPN23",6,0.426423857246505,4.52156362549834e-05,0.00372490717719625,0.833333333333333,1.15494334255549,0.978166727433865,0.000119461346253892,0.86116,3.7894e-07,7.8413e-07,0.000122,TRUE,231,137
"MYCBP2",6,0.302708830294736,1.16262819712079e-06,0.000159659146671027,1,1.15494334255549,0.978166727433865,1.2861430346245e-06,0.4207,1.8526e-06,1.8296e-06,0.000231,TRUE,138,176
"MED23",6,-0.324764307632226,4.18415557216884e-05,0.003495893736842,1,1.15494334255549,0.978166727433865,0.0001089439546853,-0.50286,4.279e-07,5.4889e-06,0.002888,FALSE,227,140
"VPS28",6,0.467789334586119,1.17603149472258e-06,0.000159856281032648,0.833333333333333,1.15494334255549,0.978166727433865,1.29184829867521e-06,0.7683,1.347e-05,2.1172e-05,0.001975,TRUE,140,259
"RPS10",6,0.461063702791623,1.27458523098799e-06,0.000170812372857052,1,1.15494334255549,0.978166727433865,1.4232377092511e-06,0.67072,2.642e-06,1.8296e-06,0.000231,TRUE,142,193
"E2F1",6,0.398147489581683,7.19098367055452e-06,0.000795607088666585,1,1.15494334255549,0.978166727433865,1.27689285351428e-05,0.6252,4.5288e-07,7.8413e-07,0.000122,TRUE,172,143
"NRDE2",6,0.358000155916648,7.77424825568336e-05,0.0060139814758396,1,1.15494334255549,0.978166727433865,0.000236283841444045,0.67282,4.6643e-07,7.8413e-07,0.000122,TRUE,246,144
"THOC5",6,0.329111769682133,1.31349077318744e-06,0.000173581454262201,0.833333333333333,1.15494334255549,0.978166727433865,1.46292164408831e-06,0.40103,1.5512e-05,2.6399e-05,0.002392,TRUE,144,266
"U2AF1",6,0.261265539310539,0.00263451882337929,0.0979197132986481,0.833333333333333,1.15494334255549,0.978166727433865,0.0141424288333804,0.77574,4.6971e-07,7.8413e-07,0.000122,TRUE,512,145
"FAM60A",6,0.25987800083596,1.43332393475861e-06,0.000186822975879838,1,1.15494334255549,0.978166727433865,1.62759817108741e-06,0.33706,5.3758e-06,6.5344e-06,0.000737,TRUE,146,217
"RPL10A",6,0.519787878067573,3.22331598667107e-05,0.00283980107529401,1,1.15494334255549,0.978166727433865,8.02100015271098e-05,0.93125,4.9392e-07,7.8413e-07,0.000122,TRUE,216,146
"PNO1",6,0.261881607070451,0.000356589100179457,0.0213392785421858,0.833333333333333,1.15494334255549,0.978166727433865,0.00147837901399328,0.41972,5.0656e-07,7.8413e-07,0.000122,TRUE,318,147
"TAF4",6,-0.559505684403767,1.52065464436302e-06,0.000196857536613798,1,1.15494334255549,0.978166727433865,1.75396702609029e-06,-0.88487,1.5845e-06,1.8035e-05,0.008759,FALSE,147,171
"PRR12",6,0.305356680303029,1.57939882057226e-06,0.000203080807807365,0.833333333333333,1.15494334255549,0.978166727433865,1.83563944512258e-06,0.39455,5.9112e-05,9.4357e-05,0.006769,TRUE,148,345
"SMARCE1",6,0.32498933188482,6.38301425638217e-05,0.00510372946634255,1,1.15494334255549,0.978166727433865,0.00018625707697433,0.64462,6.4098e-07,7.8413e-07,0.000122,TRUE,238,149
"SNRNP27",6,0.428453773406261,1.70643661629337e-06,0.00021505621727194,1,1.15494334255549,0.978166727433865,2.00181219701453e-06,0.65423,1.1316e-06,1.3069e-06,0.000188,TRUE,151,162
"DYNC1I2",6,0.419632316006275,7.958986984728e-06,0.000865482984682136,1,1.15494334255549,0.978166727433865,1.44332140951216e-05,0.63842,7.1709e-07,7.8413e-07,0.000122,TRUE,175,152
"LOC101927322",6,-0.363344930611629,4.75288784958336e-05,0.00389859723179187,0.833333333333333,1.15494334255549,0.978166727433865,0.000127393257515552,-0.64564,7.1876e-07,8.6255e-06,0.004415,FALSE,232,153
"GNAI2",6,0.302382718343008,1.96868007756547e-06,0.000243272609584876,1,1.15494334255549,0.978166727433865,2.3906873083989e-06,0.39517,4.3915e-06,3.3979e-06,0.000395,TRUE,154,211
"RPL7A",6,0.313872149970573,0.000124731228315911,0.00872660027519039,1,1.15494334255549,0.978166727433865,0.000409087497495039,0.6209,8.2734e-07,7.8413e-07,0.000122,TRUE,272,154
"RTEL1",6,0.335051645156867,2.08941896604885e-06,0.000256526728541353,0.833333333333333,1.15494334255549,0.978166727433865,2.5785072905194e-06,0.44875,3.2706e-05,5.0446e-05,0.003956,TRUE,155,315
"EIF5A",6,0.328035294193197,2.99592156892297e-06,0.000363136225838243,0.833333333333333,1.15494334255549,0.978166727433865,4.18445125152646e-06,0.43712,4.4988e-06,3.3979e-06,0.000395,TRUE,157,212
"SART1",6,0.357143519155514,0.000113353967621711,0.00820200001460514,1,1.15494334255549,0.978166727433865,0.000371013618750694,0.63758,1.0033e-06,7.8413e-07,0.000122,TRUE,263,157
"EIF3F",6,0.433320041433761,3.21973832549278e-06,0.000387795065405871,1,1.15494334255549,0.978166727433865,4.59225678709751e-06,0.59437,4.9453e-06,4.4434e-06,0.000507,TRUE,158,214
"PFAS",6,0.364769204989148,3.43534863885837e-06,0.000411161538348898,1,1.15494334255549,0.978166727433865,4.98998784941648e-06,0.49397,5.6902e-06,7.0572e-06,0.000791,TRUE,159,218
"TUBGCP5",6,0.430697694417825,2.59729922124459e-05,0.00235364781810879,0.833333333333333,1.15494334255549,0.978166727433865,6.12967615655703e-05,0.69188,1.0109e-06,7.8413e-07,0.000122,TRUE,210,159
"RAB1B",6,0.280415549929217,3.56922612347846e-06,0.00042451483206122,1,1.15494334255549,0.978166727433865,5.22718751511687e-06,0.34225,1.2984e-05,2.0649e-05,0.001965,TRUE,160,255
"SPRYD3",6,-0.296823935889174,0.000119033031389013,0.00842349021904106,1,1.15494334255549,0.978166727433865,0.000388632261371255,-0.48124,1.0888e-06,1.333e-05,0.006644,FALSE,268,160
"RFC3",6,0.323074468315889,5.94872179034257e-05,0.00477654749663372,1,1.15494334255549,0.978166727433865,0.000169777053190915,0.49812,1.1073e-06,1.3069e-06,0.000188,TRUE,237,161
"OTUB1",6,0.306520740205411,4.02174315671608e-06,0.000472430693038932,0.833333333333333,1.15494334255549,0.978166727433865,6.0861434079243e-06,0.48551,1.6096e-05,2.6922e-05,0.002417,TRUE,162,270
"BECN1",6,0.39637675097501,7.12104796955328e-06,0.000792476858833911,1,1.15494334255549,0.978166727433865,1.26718094730809e-05,0.53642,1.1345e-06,1.3069e-06,0.000188,TRUE,171,163
"UTP15",6,0.354281679703609,4.24836969373182e-06,0.000495990645838751,0.833333333333333,1.15494334255549,0.978166727433865,6.52363701921017e-06,0.57998,1.2287e-06,1.3069e-06,0.000188,TRUE,163,164
"KAT5",6,0.320698995671758,4.41503417710966e-06,0.000512305490185347,1,1.15494334255549,0.978166727433865,6.83707623863066e-06,0.39373,1.7194e-05,2.7967e-05,0.002499,TRUE,164,271
"PRKCH",6,0.350147176614063,4.50903431687471e-06,0.000517357488606855,1,1.15494334255549,0.978166727433865,6.96205128343754e-06,0.49477,3.4347e-06,2.3524e-06,0.000282,TRUE,165,203
"SNRNP70",6,0.300360705316671,0.000193865159224328,0.0125913105120784,1,1.15494334255549,0.978166727433865,0.000695665108784896,0.32482,1.2558e-06,1.3069e-06,0.000188,TRUE,293,165
"NOL6",6,0.412895202202394,4.51294498732202e-06,0.000517357488606855,1,1.15494334255549,0.978166727433865,6.96205128343754e-06,0.54348,1.5667e-05,2.6399e-05,0.002392,TRUE,166,268
"RPL23A",6,0.0942853683526402,0.184830610781798,0.871715733243325,0.666666666666667,1.15494334255549,0.978166727433865,0.552469085936882,0.80444,1.2909e-06,1.3069e-06,0.000188,TRUE,4006,166
"RUVBL2",6,0.432934900188303,4.85744295686854e-06,0.000553515805204841,1,1.15494334255549,0.978166727433865,7.65887755819749e-06,0.5939,1.9712e-06,1.8296e-06,0.000231,TRUE,167,179
"SNRNP200",6,0.237838732214885,0.0197746567002321,0.367851140767759,0.833333333333333,1.15494334255549,0.978166727433865,0.109407810331349,0.80499,1.3625e-06,1.3069e-06,0.000188,TRUE,1022,167
"ELOF1",6,-0.303239962403841,5.39606686045551e-06,0.000611233049728978,1,1.15494334255549,0.978166727433865,8.80071137810612e-06,-0.41504,2.9217e-06,3.424e-05,0.013798,FALSE,168,199
"PTTG1",6,0.338727330795048,4.82149832182779e-05,0.00393790184825677,1,1.15494334255549,0.978166727433865,0.000129370975358451,0.51991,1.474e-06,1.3069e-06,0.000188,TRUE,233,170
"RPF2",6,0.328814696548466,6.84892451352461e-06,0.000766676667602196,1,1.15494334255549,0.978166727433865,1.20800814295359e-05,0.44912,4.7839e-06,3.9207e-06,0.000453,TRUE,170,213
"KAT7",6,-0.389374738060197,7.9960693028308e-05,0.00616053436570324,1,1.15494334255549,0.978166727433865,0.000244602061841154,-0.6972,1.7086e-06,1.9603e-05,0.009282,FALSE,247,173
"RFC5",6,0.34188738296922,7.55302483502708e-06,0.000830832731852978,1,1.15494334255549,0.978166727433865,1.35840490103196e-05,0.45132,3.4867e-05,5.4628e-05,0.004189,TRUE,173,321
"FTSJ3",6,0.31434481871643,7.92649217476569e-06,0.000865482984682136,1,1.15494334255549,0.978166727433865,1.44332140951216e-05,0.45205,1.8767e-06,1.8296e-06,0.000231,TRUE,174,177
"RRM2",6,0.365855298286716,0.000268726657480894,0.0168774531084535,1,1.15494334255549,0.978166727433865,0.0010527961568166,0.51077,1.8411e-06,1.8296e-06,0.000231,TRUE,303,175
"FCF1",6,0.304214131566925,8.0553733184272e-06,0.00087098724005494,1,1.15494334255549,0.978166727433865,1.45911971741198e-05,0.40175,1.1452e-05,1.7512e-05,0.001719,TRUE,176,250
"RPRD1B",6,0.215918208437059,0.000364285970492829,0.0216344780031384,1,1.15494334255549,0.978166727433865,0.00151172926258772,0.32569,1.9478e-06,1.8296e-06,0.000231,TRUE,320,178
"RPN2",6,-0.312037072085068,4.44404707666361e-05,0.00367696590734385,0.833333333333333,1.15494334255549,0.978166727433865,0.00011716145582361,-0.47498,1.9859e-06,2.3785e-05,0.010988,FALSE,230,180
"TNPO3",6,0.302839980691358,8.86955999473163e-06,0.000937709592776349,1,1.15494334255549,0.978166727433865,1.62906681162247e-05,0.44424,2.4098e-06,1.8296e-06,0.000231,TRUE,180,188
"CAMK4",6,0.306870346777127,9.55350929860612e-06,0.00100443802183688,1,1.15494334255549,0.978166727433865,1.79462151642732e-05,0.45135,1.381e-05,2.274e-05,0.002111,TRUE,181,262
"RPL37",6,0.356785635318553,2.48736341792279e-05,0.00227569835783994,0.833333333333333,1.15494334255549,0.978166727433865,5.83106525257038e-05,0.69902,2.0729e-06,1.8296e-06,0.000231,TRUE,208,181
"PPIH",6,0.325451835319222,9.95983221536525e-06,0.00104140443438682,1,1.15494334255549,0.978166727433865,1.8901521316142e-05,0.52178,4.5746e-05,7.6061e-05,0.005627,TRUE,182,331
"RPS16",6,0.373341266927545,3.76846527480262e-05,0.00320151313301312,0.833333333333333,1.15494334255549,0.978166727433865,9.58911446502313e-05,0.40204,2.2834e-06,1.8296e-06,0.000231,TRUE,224,183
"CPSF2",6,0.377359074073128,2.12743443060875e-05,0.00199433877903865,1,1.15494334255549,0.978166727433865,4.81831778782174e-05,0.58865,2.3035e-06,1.8296e-06,0.000231,TRUE,203,184
"EDC4",6,0.300011396921551,1.12694728733153e-05,0.0011655329824956,1,1.15494334255549,0.978166727433865,2.21639040391041e-05,0.47813,1.3692e-05,2.1172e-05,0.001975,TRUE,184,261
"DNM2",6,0.379424978729583,4.18845912769299e-05,0.003495893736842,1,1.15494334255549,0.978166727433865,0.0001089439546853,0.58527,2.3221e-06,1.8296e-06,0.000231,TRUE,228,185
"TUBG1",6,0.441278356119812,1.2018230621672e-05,0.00122960714371193,1,1.15494334255549,0.978166727433865,2.39566376900428e-05,0.57582,6.8852e-06,1.0194e-05,0.001085,TRUE,186,226
"SPTLC2",6,-0.42731543139774,0.000476474335076283,0.0273111644472942,1,1.15494334255549,0.978166727433865,0.00210637364059672,-0.71073,2.3567e-06,2.5876e-05,0.011398,FALSE,332,187
"SRRT",6,0.349507368480437,1.22665448078242e-05,0.00124830132456093,1,1.15494334255549,0.978166727433865,2.45091678898943e-05,0.46793,0.0013379,0.0025696,0.085684,TRUE,187,886
"SLBP",6,0.303804176143163,1.25617398884316e-05,0.00127154207487688,1,1.15494334255549,0.978166727433865,2.51903659127213e-05,0.35204,0.00013007,0.00025432,0.015897,TRUE,188,406
"DGKA",6,0.300227205065592,3.45255783350402e-05,0.00301386126475145,1,1.15494334255549,0.978166727433865,8.73515308925226e-05,0.51515,2.4842e-06,1.8296e-06,0.000231,TRUE,218,189
"SRBD1",6,0.386763329909663,1.28172441367666e-05,0.00129054050752734,1,1.15494334255549,0.978166727433865,2.57616021781892e-05,0.5529,1.1616e-05,1.8035e-05,0.001752,TRUE,189,251
"ATG9A",6,0.305349489697949,1.30560713494946e-05,0.00130766861989938,1,1.15494334255549,0.978166727433865,2.62858522350518e-05,0.42048,0.00025455,0.00050002,0.02558,TRUE,190,501
"RPLP2",6,0.426046064378757,1.3301738688474e-05,0.00132529888608199,1,1.15494334255549,0.978166727433865,2.68281381662286e-05,0.50348,1.9092e-05,3.1104e-05,0.00274,TRUE,191,276
"CHKA",6,0.307222453114415,1.38510633391287e-05,0.00136597807950845,0.833333333333333,1.15494334255549,0.978166727433865,2.80786088677772e-05,0.47039,6.4336e-06,9.671e-06,0.001047,TRUE,192,225
"CBLL1",6,0.285655653965013,1.3853587459019e-05,0.00136597807950845,0.833333333333333,1.15494334255549,0.978166727433865,2.80786088677772e-05,0.3437,0.00012846,0.00025118,0.015786,TRUE,193,403
"PRC1",6,0.308900282869154,1.41883846299845e-05,0.00138930037112194,1,1.15494334255549,0.978166727433865,2.88527363036552e-05,0.37995,0.00011082,0.00020048,0.013037,TRUE,194,390
"RMND5A",6,0.301844118607501,1.42361309705085e-05,0.00138930037112194,1,1.15494334255549,0.978166727433865,2.88527363036552e-05,0.47935,4.1443e-06,2.8752e-06,0.000338,TRUE,195,209
"TLN1",6,-0.298908776342806,8.4223985128485e-05,0.00643687725700831,1,1.15494334255549,0.978166727433865,0.000260586974232661,-0.48373,2.7298e-06,2.9536e-05,0.012161,FALSE,249,195
"RPL32",6,0.412106218636399,2.14405647875007e-05,0.00200006837208892,0.833333333333333,1.15494334255549,0.978166727433865,4.84633316523905e-05,0.69347,2.7992e-06,2.3524e-06,0.000282,TRUE,204,197
"RPS20",6,0.385936562274024,0.000176936398859014,0.0116913182996078,0.833333333333333,1.15494334255549,0.978166727433865,0.000624343596702347,0.4333,2.8842e-06,2.3524e-06,0.000282,TRUE,288,198
"SMG5",6,0.330628856984191,1.82173776308454e-05,0.00174455603282857,0.833333333333333,1.15494334255549,0.978166727433865,3.97788549761784e-05,0.40976,0.00015199,0.00029666,0.017669,TRUE,198,425
"ZEB1",6,0.298103052211518,1.9859823693322e-05,0.00188966222441959,1,1.15494334255549,0.978166727433865,4.44871601580609e-05,0.34812,0.00015946,0.00031862,0.018741,TRUE,200,431
"SRP72",6,-0.385911469516126,2.09220152603562e-05,0.00197101955645831,0.833333333333333,1.15494334255549,0.978166727433865,4.73214561847177e-05,-0.56405,6.2007e-06,7.6061e-05,0.028812,FALSE,202,220
"SNRPF",6,0.501112254075783,0.000488287134265881,0.0276550719198801,0.833333333333333,1.15494334255549,0.978166727433865,0.00215229551942139,0.574,3.487e-06,2.3524e-06,0.000282,TRUE,336,204
"RPS23",6,0.332348599141188,2.43244262911558e-05,0.00225801869424729,1,1.15494334255549,0.978166727433865,5.73738533386867e-05,0.4457,9.873e-06,1.4899e-05,0.001493,TRUE,205,243
"CDC23",6,0.442683656013401,9.67001055035814e-05,0.00724489373123289,0.833333333333333,1.15494334255549,0.978166727433865,0.000308838185788308,0.76303,3.617e-06,2.3524e-06,0.000282,TRUE,254,206
"RBM22",6,0.544274440541356,2.46217988338695e-05,0.00227367030957338,1,1.15494334255549,0.978166727433865,5.80580598594731e-05,0.65364,5.5901e-05,9.0698e-05,0.006532,TRUE,206,343
"SETD1A",6,0.282694092106826,0.000352854576608613,0.0211828058049772,0.833333333333333,1.15494334255549,0.978166727433865,0.00146183489617372,0.28662,3.9354e-06,2.8752e-06,0.000338,TRUE,316,207
"KIAA1109",6,-0.313609861162391,0.000107341653237645,0.00788691761047253,1,1.15494334255549,0.978166727433865,0.000349575663428904,-0.38197,4.1427e-06,4.8878e-05,0.018893,FALSE,259,208
"CHERP",6,0.338163508079862,2.53740622463951e-05,0.00231037514138229,1,1.15494334255549,0.978166727433865,5.96442801576332e-05,0.49901,6.9523e-06,1.0194e-05,0.001085,TRUE,209,227
"MAT2A",6,0.277506014632982,0.000323839060954776,0.0199438748542698,0.833333333333333,1.15494334255549,0.978166727433865,0.00133323749984282,0.24248,4.2117e-06,2.8752e-06,0.000338,TRUE,309,210
"CAP1",6,0.285912967919182,2.90196632969115e-05,0.00261727105469301,1,1.15494334255549,0.978166727433865,7.10644171183969e-05,0.42985,6.2561e-06,8.6255e-06,0.00095,TRUE,211,222
"UTP11",6,0.293970140006597,2.99732643128142e-05,0.00269052462204176,1,1.15494334255549,0.978166727433865,7.39464192560707e-05,0.39672,0.00093563,0.001741,0.064912,TRUE,212,754
"MINOS1",6,0.28381785514576,3.07309283382368e-05,0.00274001149191338,1,1.15494334255549,0.978166727433865,7.609198412478e-05,0.32109,0.00026703,0.00053399,0.026756,TRUE,213,513
"PI4KB",6,-0.431335083842,3.08125307025467e-05,0.00274001149191338,1,1.15494334255549,0.978166727433865,7.609198412478e-05,-0.70442,7.6032e-06,9.3312e-05,0.034653,FALSE,214,229
"BRMS1",6,0.311724996834048,3.09942930462825e-05,0.00274335533335235,1,1.15494334255549,0.978166727433865,7.63533837807232e-05,0.33197,0.00014509,0.00028935,0.017429,TRUE,215,418
"RPL30",6,0.343250985497032,0.000115410674168784,0.00831918609633318,1,1.15494334255549,0.978166727433865,0.000378848676607844,0.74583,4.948e-06,4.4434e-06,0.000507,TRUE,264,215
"RPS8",6,0.351060754435948,5.78854380450986e-05,0.0046874888765882,0.833333333333333,1.15494334255549,0.978166727433865,0.000164916727379365,0.69424,5.2225e-06,6.0117e-06,0.000682,TRUE,235,216
"RPS6",6,0.324217046131077,3.43644573142634e-05,0.0030136203810619,0.833333333333333,1.15494334255549,0.978166727433865,8.71912557193302e-05,0.51329,8.6269e-06,1.3853e-05,0.001411,TRUE,217,237
"PRPF31",6,0.151302469821218,0.0219398175239762,0.388024839666605,0.833333333333333,1.15494334255549,0.978166727433865,0.119679873072349,0.50365,6.1863e-06,8.6255e-06,0.00095,TRUE,1075,219
"TONSL",6,0.463562287963499,3.4837631011889e-05,0.00302721515139839,1,1.15494334255549,0.978166727433865,8.80355217048051e-05,0.61459,1.9517e-05,3.1627e-05,0.00276,TRUE,219,278
"WDR45",6,0.316498247761892,3.51276484231032e-05,0.00303854158859843,1,1.15494334255549,0.978166727433865,8.86404232027108e-05,0.47602,0.00017855,0.00036619,0.020917,TRUE,220,448
"HDAC7",6,-0.334779208067743,3.57953562832192e-05,0.00308228791886724,1,1.15494334255549,0.978166727433865,9.05545682590501e-05,-0.36889,7.2828e-05,0.00069239,0.149021,FALSE,221,360
"RPL34",6,0.391599392233912,3.61009409513877e-05,0.00309459867704913,0.833333333333333,1.15494334255549,0.978166727433865,9.12068835813832e-05,0.66898,3.3659e-05,5.0969e-05,0.003956,TRUE,222,317
"EIF3E",6,0.271251719450838,0.000109089291179087,0.00798449696591547,1,1.15494334255549,0.978166727433865,0.000356041173620406,0.21078,6.2963e-06,9.1482e-06,0.000996,TRUE,260,223
"TFDP1",6,0.355453323241614,3.76680899294829e-05,0.00320151313301312,0.833333333333333,1.15494334255549,0.978166727433865,9.58911446502313e-05,0.64773,2.3937e-05,3.8945e-05,0.003235,TRUE,223,294
"ILF2",6,0.228109832787101,0.000191479527393062,0.0124789568708561,1,1.15494334255549,0.978166727433865,0.000686288459371562,0.42317,6.3014e-06,9.1482e-06,0.000996,TRUE,292,224
"DCAF15",6,0.317459339918175,3.88071201146523e-05,0.0032822199812526,1,1.15494334255549,0.978166727433865,9.9397497381981e-05,0.46908,0.00085166,0.001567,0.060816,TRUE,225,724
"SERBP1",6,0.304003933005264,3.9330011109976e-05,0.00331172615673825,1,1.15494334255549,0.978166727433865,0.000100796104833692,0.32385,0.00096244,0.0017808,0.065364,TRUE,226,766
