"gene","n_guides","barcs_estimate","barcs_p","barcs_fdr","barcs_agreement","barcs_null_scale","barcs_control_scale","barcs_control_scale_fdr","mageck_lfc","mageck_score","mageck_p","mageck_fdr","mageck_enriched","barcs_rank","mageck_rank"
"SKP2",6,0.279444772249557,6.83248932779411e-05,0.00539511501692622,1,1.15494334255549,0.978166727433865,0.000201971165644917,0.37588,7.0483e-06,1.0194e-05,0.001085,TRUE,241,228
"CNOT1",6,0.535268365392662,4.39500452055314e-05,0.00365226794873914,0.833333333333333,1.15494334255549,0.978166727433865,0.00011589109616552,0.63312,0.0001084,0.00019891,0.013025,TRUE,229,388
"AUNIP",6,0.300238572564914,0.000101802509626796,0.00753813913695694,0.833333333333333,1.15494334255549,0.978166727433865,0.000327570769726752,0.55796,7.7498e-06,1.1762e-05,0.001231,TRUE,257,230
"TRAF2",6,0.25653204963389,0.000145418937683517,0.00995439706517024,1,1.15494334255549,0.978166727433865,0.000494126894285665,0.3292,7.8301e-06,1.1762e-05,0.001231,TRUE,278,231
"NCL",6,0.297027111808581,0.000157077065194398,0.0106376389702825,1,1.15494334255549,0.978166727433865,0.000543437268838938,0.52032,7.9002e-06,1.1762e-05,0.001231,TRUE,281,232
"SMARCA4",6,0.225553311271176,0.000717390727590341,0.0365025281979791,0.833333333333333,1.15494334255549,0.978166727433865,0.00327427768401734,0.4298,8.2877e-06,1.2808e-05,0.001333,TRUE,374,233
"ANKRD52",6,0.331761306538894,5.11333501959115e-05,0.00415840877875297,1,1.15494334255549,0.978166727433865,0.000139658431775342,0.42194,6.0086e-05,9.488e-05,0.006781,TRUE,234,346
"LARGE2",6,0.185112519496227,0.000518600758550089,0.0286888733581633,0.666666666666667,1.15494334255549,0.978166727433865,0.00228300899500813,0.45018,8.4772e-06,1.333e-05,0.00138,TRUE,344,235
"PRPF4B",6,0.293323993349792,5.87732543699318e-05,0.00473921623160933,0.833333333333333,1.15494334255549,0.978166727433865,0.000167690015929853,0.53172,1.1823e-05,1.8558e-05,0.001793,TRUE,236,253
"SF3A2",6,0.478214060007173,9.285958687101e-05,0.00701237277045762,1,1.15494334255549,0.978166727433865,0.000294433819754424,0.65631,8.5368e-06,1.3853e-05,0.001411,TRUE,252,236
"DHX36",6,-0.280450717640398,0.00103271802687858,0.0488871245062173,0.833333333333333,1.15494334255549,0.978166727433865,0.00501413394205669,-0.25202,8.671e-06,0.00010534,0.037642,FALSE,402,238
"CEP192",6,0.257659695573964,0.00205573301684438,0.0832353176820181,0.833333333333333,1.15494334255549,0.978166727433865,0.0109833571737575,0.5932,9.1905e-06,1.3853e-05,0.001411,TRUE,470,239
"RALGAPB",6,0.205426139777979,0.000604418137391545,0.0321582003177326,0.833333333333333,1.15494334255549,0.978166727433865,0.00270887835394295,0.3326,9.2383e-06,1.4376e-05,0.001448,TRUE,357,240
"TOP1",6,0.252376006183749,6.6741315663447e-05,0.00529203015448082,0.833333333333333,1.15494334255549,0.978166727433865,0.000196380719738085,0.30177,0.00028427,0.00055909,0.02772,TRUE,240,522
"RPL10",6,0.242059244806042,0.00881965802337331,0.234410743274852,0.833333333333333,1.15494334255549,0.978166727433865,0.0524078763708397,0.74321,9.3778e-06,1.4376e-05,0.001448,TRUE,715,241
"RAD51C",6,0.373062547687212,6.86554011887042e-05,0.00539881109347537,1,1.15494334255549,0.978166727433865,0.000202474910016462,0.6064,6.496e-05,0.0001069,0.007555,TRUE,242,352
"TWISTNB",6,0.352470032492211,7.03555733649432e-05,0.00550973893471139,1,1.15494334255549,0.978166727433865,0.000208535594424389,0.47888,3.1717e-05,4.8355e-05,0.003832,TRUE,243,312
"RPS3A",6,0.302571500247184,7.41387825214593e-05,0.00578221734173512,0.833333333333333,1.15494334255549,0.978166727433865,0.000223179975588426,0.39345,0.0001418,0.00028098,0.017167,TRUE,244,415
"YEATS4",6,0.302993988347868,7.5098873560805e-05,0.00583319005658008,1,1.15494334255549,0.978166727433865,0.000226233826242711,0.46237,1.4682e-05,2.4831e-05,0.002283,TRUE,245,265
"SDAD1",6,0.285992565567617,0.00023964770530169,0.0152524944210407,0.833333333333333,1.15494334255549,0.978166727433865,0.000911811081470165,0.63764,1.0421e-05,1.5944e-05,0.001589,TRUE,299,246
"POLR1B",6,0.265112977275896,8.04394287914542e-05,0.00617242874960231,0.833333333333333,1.15494334255549,0.978166727433865,0.000245622042840478,0.35697,6.3411e-05,0.00010377,0.007361,TRUE,248,350
"CDC7",6,0.273520467094105,0.00255625347018988,0.0959477387331625,1,1.15494334255549,0.978166727433865,0.0137064844676183,0.61286,1.0976e-05,1.6467e-05,0.001624,TRUE,507,249
"BORA",6,0.413060088865122,8.84649968163566e-05,0.00673395555766106,1,1.15494334255549,0.978166727433865,0.000277666688264916,0.50979,7.3424e-05,0.00012415,0.008613,TRUE,250,361
"POLR1C",6,0.282593458049846,9.03039197638484e-05,0.00684654817970532,0.833333333333333,1.15494334255549,0.978166727433865,0.000284488593287061,0.41135,1.5581e-05,2.6399e-05,0.002392,TRUE,251,267
"BATF",6,0.267572455413856,0.000216750090671944,0.013841457132507,1,1.15494334255549,0.978166727433865,0.00079714104660717,0.42955,1.1752e-05,1.8035e-05,0.001752,TRUE,298,252
"DDX24",6,0.316809255125358,9.65088920989509e-05,0.00724489373123289,1,1.15494334255549,0.978166727433865,0.000308838185788308,0.50849,0.00028175,0.00055125,0.027403,TRUE,253,521
"KAT14",6,0.29931921066066,0.000174851408317971,0.0115938059243588,1,1.15494334255549,0.978166727433865,0.000616409859443787,0.41156,1.2293e-05,1.9603e-05,0.001885,TRUE,287,254
"RTFDC1",6,0.336782369837369,0.000101031664668954,0.00751028351035234,1,1.15494334255549,0.978166727433865,0.000325435092923776,0.4489,3.3348e-05,5.0969e-05,0.003956,TRUE,256,316
"RPS19BP1",6,0.223713595581652,0.000819638572284072,0.0404086062968028,1,1.15494334255549,0.978166727433865,0.00380694719943303,0.3367,1.346e-05,2.0649e-05,0.001965,TRUE,386,257
"MAP1LC3B",6,0.326241610523555,0.000106492294958938,0.00785483865530463,0.833333333333333,1.15494334255549,0.978166727433865,0.000347122605485312,0.56272,4.77e-05,7.9197e-05,0.005814,TRUE,258,336
"TUBGCP2",6,0.208709514476494,0.0251517377929404,0.422448230399841,0.833333333333333,1.15494334255549,0.978166727433865,0.136698570476826,0.59984,1.3501e-05,2.1172e-05,0.001975,TRUE,1131,260
"MYB",6,0.365302682162167,0.000110344761283832,0.00804544370586713,0.833333333333333,1.15494334255549,0.978166727433865,0.00036029483266042,0.33575,0.00034695,0.00064221,0.030638,TRUE,261,546
"THOC1",6,0.314703539142873,0.000110897288191037,0.00805486791708178,1,1.15494334255549,0.978166727433865,0.000361390123005273,0.43031,0.00018078,0.00036776,0.020917,TRUE,262,451
"POLR1A",6,0.3220322854851,0.000116521250235226,0.00836391013402978,1,1.15494334255549,0.978166727433865,0.000382415330096512,0.48777,0.00016311,0.00032437,0.018934,TRUE,265,435
"RPL17",6,0.322479657518382,0.000117043786218056,0.00836391013402978,0.833333333333333,1.15494334255549,0.978166727433865,0.000383261196824842,0.49125,3.7021e-05,5.9333e-05,0.004531,TRUE,266,322
"NOC2L",6,0.264445789436975,0.000117349658738095,0.00836391013402978,1,1.15494334255549,0.978166727433865,0.000383261196824842,0.27748,0.0002042,0.00039442,0.021504,TRUE,267,471
"LIME1",6,0.219634434846669,0.000259020835822948,0.0163759684575106,0.833333333333333,1.15494334255549,0.978166727433865,0.00100765564299882,0.38802,1.5973e-05,2.6922e-05,0.002417,TRUE,301,269
"RPS14",6,0.359759326693437,0.000119291869457846,0.00842349021904106,0.833333333333333,1.15494334255549,0.978166727433865,0.000388632261371255,0.59978,2.2073e-05,3.3718e-05,0.002864,TRUE,269,287
"PRPF19",6,0.373207278077824,0.000119513523864482,0.00842349021904106,0.833333333333333,1.15494334255549,0.978166727433865,0.000388632261371255,0.38541,0.00024553,0.00048276,0.025189,TRUE,270,494
"NOP2",6,0.300652840212801,0.000122022230874368,0.00856857215328128,1,1.15494334255549,0.978166727433865,0.000398402144319879,0.56726,2.3606e-05,3.6854e-05,0.003075,TRUE,271,291
"CD6",6,-0.282065385772491,0.000195479845760866,0.0126529981796914,1,1.15494334255549,0.978166727433865,0.00070123404037485,-0.34537,1.7392e-05,0.00018375,0.058003,FALSE,294,272
"EIF4E2",6,0.273930897356449,0.000131801623260859,0.00918749044195657,0.666666666666667,1.15494334255549,0.978166727433865,0.00043964280827104,0.31285,8.9964e-05,0.00015813,0.010697,TRUE,273,370
"RPL3",6,0.272053372180052,0.000136968213073347,0.00951279231673649,1,1.15494334255549,0.978166727433865,0.000461783382979561,0.424,0.00010884,0.00019943,0.013025,TRUE,274,389
"ZAR1",6,0.230270355251193,0.000929060087718393,0.0447595277703317,1,1.15494334255549,0.978166727433865,0.00441577557981966,0.34803,1.8779e-05,2.9536e-05,0.002614,TRUE,395,274
"RRP9",6,0.294444906544171,0.000140366692278539,0.00971337510567487,1,1.15494334255549,0.978166727433865,0.000475848880341282,0.44942,0.00085639,0.0015706,0.060833,TRUE,275,725
"ERH",6,0.317927961116625,0.000143046302448278,0.00986293889706788,1,1.15494334255549,0.978166727433865,0.000486594067491436,0.44491,0.00021343,0.00041324,0.022362,TRUE,276,479
"CFAP57",6,0.309957287014166,0.000143568178312405,0.00986318567972947,1,1.15494334255549,0.978166727433865,0.000487267253861166,0.53096,8.1555e-05,0.00014036,0.009667,TRUE,277,364
"ZC3H12A",6,0.249949455627172,0.000146554414392472,0.00999616668777328,0.833333333333333,1.15494334255549,0.978166727433865,0.000497640896495165,0.37964,4.7615e-05,7.9197e-05,0.005814,TRUE,279,334
"BUB3",6,0.296015775651765,0.000151364817701215,0.0102874017173361,1,1.15494334255549,0.978166727433865,0.000518340929369895,0.48121,7.1353e-05,0.00012311,0.008604,TRUE,280,358
"GIMAP1",6,0.403900519301031,0.00367217802538764,0.125686237091955,1,1.15494334255549,0.978166727433865,0.0204768571671547,0.94226,2.0401e-05,3.3195e-05,0.002845,TRUE,556,282
"RECQL4",6,0.278904669301784,0.0001601874931996,0.0108098155871929,1,1.15494334255549,0.978166727433865,0.000556281901332497,0.30718,0.0018456,0.0039669,0.116667,TRUE,282,1010
"MTBP",6,0.327068493113275,0.000185253729640884,0.0121564775002277,1,1.15494334255549,0.978166727433865,0.000660380013925689,0.5742,2.0497e-05,3.3195e-05,0.002845,TRUE,290,283
"RPF1",6,0.314164354280993,0.000165186562364441,0.0111077127673033,0.833333333333333,1.15494334255549,0.978166727433865,0.000578195741885684,0.42712,0.00026253,0.00052145,0.026478,TRUE,283,508
"PPIL1",6,0.325299557630056,0.000165769333994436,0.0111077127673033,0.833333333333333,1.15494334255549,0.978166727433865,0.000578951393452802,0.50824,8.2893e-05,0.00014454,0.009919,TRUE,284,365
"NUTF2",6,0.33487277017443,0.000167440807218786,0.0111803458293807,1,1.15494334255549,0.978166727433865,0.000584918565348216,0.45466,0.00023585,0.0004629,0.024422,TRUE,285,488
"EHMT1",6,0.238712534405426,0.000174754586511692,0.0115938059243588,0.833333333333333,1.15494334255549,0.978166727433865,0.000616409859443787,0.31854,0.00076685,0.0013788,0.055443,TRUE,286,694
"MYBL2",6,0.321467221694466,0.00122843281645498,0.0557577140204916,1,1.15494334255549,0.978166727433865,0.00609867255144835,0.50222,2.1745e-05,3.3718e-05,0.002864,TRUE,419,286
"RAP1A",6,0.273511595146705,0.000180731329150304,0.0119007515353989,0.833333333333333,1.15494334255549,0.978166727433865,0.000640568295162042,0.38646,5.4963e-05,9.0175e-05,0.006519,TRUE,289,342
"EIF4G1",6,0.268343161461519,0.000254692601225294,0.0161560006710578,1,1.15494334255549,0.978166727433865,0.00098791835753789,0.464,2.2451e-05,3.424e-05,0.00287,TRUE,300,290
"DDX27",6,0.339765725730264,0.000188594609033624,0.012333180102783,1,1.15494334255549,0.978166727433865,0.000674450475718433,0.52829,0.00034865,0.00064743,0.030755,TRUE,291,547
"SIN3B",6,-0.281510782134628,0.000556803270634086,0.0303609347855778,0.833333333333333,1.15494334255549,0.978166727433865,0.00248034015045406,-0.40828,2.3653e-05,0.00023994,0.069832,FALSE,349,292
"EEF2",6,0.262497859130523,0.00065227691097866,0.0341011802635272,0.833333333333333,1.15494334255549,0.978166727433865,0.00295344363856477,0.44315,2.4658e-05,3.9468e-05,0.003236,TRUE,364,295
"SDE2",6,0.262476652445892,0.000197089237395501,0.0127139260597844,0.833333333333333,1.15494334255549,0.978166727433865,0.00070676339292804,0.31458,0.00090557,0.0016919,0.063834,TRUE,295,745
"GART",6,0.354757741741795,0.000625045587407644,0.0329490790259486,1,1.15494334255549,0.978166727433865,0.00280912701921359,0.6112,2.4784e-05,3.9468e-05,0.003236,TRUE,361,296
"KANSL2",6,0.255908882896016,0.000214197842535348,0.0137708950792151,1,1.15494334255549,0.978166727433865,0.000789592127524328,0.36922,0.00051377,0.00095455,0.041371,TRUE,296,619
"MYC",6,0.277991096273302,0.000450135777116177,0.0260367289924646,0.833333333333333,1.15494334255549,0.978166727433865,0.00196629609610137,0.40856,2.77e-05,4.5218e-05,0.003676,TRUE,329,299
"HDAC8",6,0.230940285596212,0.000266277968225423,0.0167790388587079,1,1.15494334255549,0.978166727433865,0.00104310591870082,0.30735,0.00011909,0.00023446,0.015035,TRUE,302,396
"EIF3B",6,0.310045326636936,0.000764016829555791,0.0382402849807432,0.666666666666667,1.15494334255549,0.978166727433865,0.00351256905914456,0.49645,2.9574e-05,4.6264e-05,0.003697,TRUE,380,303
"FUNDC1",6,0.232824305138296,0.000270049914149581,0.0169047692969293,1,1.15494334255549,0.978166727433865,0.00105642495530871,0.29139,0.0070378,0.013618,0.243097,TRUE,304,1878
"RAB5C",6,0.2606902555296,0.000273505281626013,0.0170649360962067,1,1.15494334255549,0.978166727433865,0.00107147974241328,0.33493,0.00038317,0.00068403,0.0317,TRUE,305,567
"RPL4",6,0.31858501450893,0.000680675539708099,0.0352949741706952,0.833333333333333,1.15494334255549,0.978166727433865,0.00310524863816925,0.36848,2.975e-05,4.6264e-05,0.003697,TRUE,367,305
"CENPN",6,0.295770167370151,0.000280418352808819,0.017439089065202,1,1.15494334255549,0.978166727433865,0.00110516503705921,0.39862,0.00017885,0.00036697,0.020917,TRUE,306,449
"MCPH1",6,0.243454789459156,0.00030215724210409,0.0187298121082763,1,1.15494334255549,0.978166727433865,0.00122030744686118,0.4426,0.00020599,0.00039599,0.021504,TRUE,307,474
"NCOR1",6,-0.291051659645792,0.000474749468044499,0.0273111644472942,1,1.15494334255549,0.978166727433865,0.00210637364059672,-0.52449,2.9819e-05,0.00028725,0.076628,FALSE,330,307
"MPHOSPH10",6,0.307856451644223,0.000498494079772542,0.0280661015919274,1,1.15494334255549,0.978166727433865,0.0022010512592721,0.48135,3.0213e-05,4.6264e-05,0.003697,TRUE,338,308
"NUDT21",6,0.260350033330077,0.000323685037939672,0.0199438748542698,0.833333333333333,1.15494334255549,0.978166727433865,0.00133323749984282,0.18083,0.00018339,0.00037194,0.021029,TRUE,308,453
"PPIE",6,0.243939214511413,0.000335211299726361,0.0204965281916139,0.833333333333333,1.15494334255549,0.978166727433865,0.00138910458017164,0.29715,0.0026653,0.0056147,0.147301,TRUE,310,1181
"MAD2L1BP",6,0.277441503256573,0.00033533153823892,0.0204965281916139,0.833333333333333,1.15494334255549,0.978166727433865,0.00138910458017164,0.3795,4.2372e-05,6.9788e-05,0.005224,TRUE,311,329
"NUP37",6,-0.283245431506954,0.000779087480608281,0.0388116093088366,1,1.15494334255549,0.978166727433865,0.00358882572377169,-0.46102,3.1304e-05,0.00029719,0.077106,FALSE,382,311
"JPH1",6,0.275716773118716,0.000336043972453155,0.0204965281916139,1,1.15494334255549,0.978166727433865,0.00138910458017164,0.36609,0.00025881,0.00051152,0.026043,TRUE,312,505
"AQP3",6,-0.304735465727037,0.000513437717653361,0.0285693560436943,0.833333333333333,1.15494334255549,0.978166727433865,0.0022651084623827,-0.52288,3.2145e-05,0.00031235,0.079944,FALSE,342,313
"LZTR1",6,0.2941049122294,0.000341129680415874,0.0206755681184369,1,1.15494334255549,0.978166727433865,0.00140909673897246,0.45023,0.00042357,0.00076819,0.034583,TRUE,313,584
"FAM204A",6,0.209970250697114,0.000359102371803235,0.021422313904124,1,1.15494334255549,0.978166727433865,0.00148799889921391,0.35781,3.255e-05,4.94e-05,0.003899,TRUE,319,314
"UBE2E1",6,0.237054673631484,0.000341152306315774,0.0206755681184369,1,1.15494334255549,0.978166727433865,0.00140909673897246,0.35295,7.2399e-05,0.00012363,0.008609,TRUE,314,359
"GAB3",6,0.315069894051819,0.000352056682519548,0.0211828058049772,0.833333333333333,1.15494334255549,0.978166727433865,0.00146183489617372,0.29793,0.00081728,0.0015068,0.059334,TRUE,315,712
"PRPF4",6,0.492692379265645,0.000352861242258423,0.0211828058049772,1,1.15494334255549,0.978166727433865,0.00146183489617372,0.68129,0.0001726,0.00036044,0.020813,TRUE,317,442
"EFTUD2",6,0.459395310490642,0.000803264337649532,0.0397378198307645,0.833333333333333,1.15494334255549,0.978166727433865,0.00371720441366214,0.71853,3.3757e-05,5.0969e-05,0.003956,TRUE,384,318
"PRIM2",6,0.440934808013141,0.000623297494589821,0.0329481981167897,0.833333333333333,1.15494334255549,0.978166727433865,0.00280615105890295,0.80735,3.4421e-05,5.4105e-05,0.004166,TRUE,360,319
"RPS27A",6,0.374224321049505,0.000364932603205855,0.0216344780031384,1,1.15494334255549,0.978166727433865,0.00151172926258772,0.47013,0.00017625,0.00036358,0.020912,TRUE,321,446
"MALT1",6,-0.317714649325559,0.000369776998608901,0.0218535909426316,1,1.15494334255549,0.978166727433865,0.00153451830728297,-0.30447,0.00015316,0.0014007,0.244482,FALSE,322,426
"ANAPC15",6,0.257337170716091,0.00279601148566979,0.102718337012155,0.833333333333333,1.15494334255549,0.978166727433865,0.0151597425478145,0.51446,3.7183e-05,5.9856e-05,0.004553,TRUE,518,323
"COL4A3BP",6,-0.28785726596713,0.000380036500040809,0.0223903857454384,1,1.15494334255549,0.978166727433865,0.00158822915666667,-0.41472,0.0001038,0.00099088,0.189769,FALSE,323,380
"PHLDA1",6,0.259470679959299,0.000700109714496511,0.0357812959183294,0.833333333333333,1.15494334255549,0.978166727433865,0.00318292366182142,0.39286,3.7727e-05,6.0901e-05,0.004614,TRUE,372,324
"WDR61",6,0.231738143495124,0.000394100872048718,0.0231473444292812,1,1.15494334255549,0.978166727433865,0.00166416744948998,0.34361,0.00065371,0.0011806,0.048506,TRUE,324,665
"THEMIS",6,-0.290476762249982,0.000406034704954563,0.0237748936470318,1,1.15494334255549,0.978166727433865,0.00172826721647459,-0.42127,6.0989e-05,0.00059777,0.136407,FALSE,325,348
"VCP",6,0.407700443838649,0.000422180828437342,0.0246444821017258,0.833333333333333,1.15494334255549,0.978166727433865,0.00181752402257231,0.67713,0.0001681,0.0003411,0.019817,TRUE,326,438
"DDX23",6,0.363226241698772,0.000446415089267103,0.025916753614637,1,1.15494334255549,0.978166727433865,0.00195169577145051,0.59457,0.00014523,0.00028935,0.017429,TRUE,327,420
"GBF1",6,0.363469485311033,0.000446699694461426,0.025916753614637,1,1.15494334255549,0.978166727433865,0.00195169577145051,0.4359,0.00015646,0.00030137,0.017782,TRUE,328,429
"PSMD7",6,0.415900660281683,0.000476124273082127,0.0273111644472942,1,1.15494334255549,0.978166727433865,0.00210637364059672,0.61635,0.00057664,0.0010416,0.043839,TRUE,331,642
"BMS1",6,0.288453003425303,0.000483594486583131,0.0275465873371122,1,1.15494334255549,0.978166727433865,0.00213838247020315,0.55131,6.2812e-05,0.00010272,0.007314,TRUE,333,349
"PIK3R4",6,0.216528514337613,0.000483925634563596,0.0275465873371122,1,1.15494334255549,0.978166727433865,0.00213838247020315,0.219,0.0033527,0.0069252,0.169511,TRUE,334,1288
"POLD1",6,0.284695287357208,0.000484924159639127,0.0275465873371122,1,1.15494334255549,0.978166727433865,0.00213838247020315,0.33353,0.0013032,0.0025299,0.085126,TRUE,335,872
"MDM4",6,0.267090120582271,0.000495224724059729,0.0279647670589218,1,1.15494334255549,0.978166727433865,0.00218777705890848,0.38437,0.0021206,0.0045895,0.128224,TRUE,337,1082
"SUPT7L",6,0.257683435780925,0.000504584198975735,0.0282389472142403,1,1.15494334255549,0.978166727433865,0.00222594300997952,0.30518,0.0013611,0.0026093,0.086551,TRUE,339,890
"WDR3",6,0.207138178005255,0.000504773801283359,0.0282389472142403,0.833333333333333,1.15494334255549,0.978166727433865,0.00222594300997952,0.33917,0.0019369,0.0042006,0.121006,TRUE,340,1037
"C12orf66",6,0.247630782520449,0.000506015817133786,0.0282389472142403,0.833333333333333,1.15494334255549,0.978166727433865,0.00222689778370372,0.40323,0.00010678,0.00019107,0.012609,TRUE,341,386
"PSMC4",6,0.365707052236928,0.00051817005307651,0.0286888733581633,1,1.15494334255549,0.978166727433865,0.00228300899500813,0.51629,0.0005336,0.00099088,0.042364,TRUE,343,627
"SYK",6,-0.246676309292684,0.000601075806130893,0.0321305409850306,0.833333333333333,1.15494334255549,0.978166727433865,0.00270010128329058,-0.26812,5.6434e-05,0.00055856,0.130608,FALSE,356,344
"EBNA1BP2",6,0.278512942369635,0.000532522462070461,0.0293365969417779,0.833333333333333,1.15494334255549,0.978166727433865,0.00235893568842951,0.40103,0.00040915,0.00073107,0.033285,TRUE,345,579
"MOB4",6,-0.28963390423696,0.000533392671668689,0.0293365969417779,0.833333333333333,1.15494334255549,0.978166727433865,0.00235893568842951,-0.44738,0.00017601,0.0015973,0.256377,FALSE,346,445
"SNW1",6,0.243165323905732,0.000540186551373213,0.0296246399787673,1,1.15494334255549,0.978166727433865,0.00239325952678445,0.28517,0.0025484,0.0052634,0.139815,TRUE,347,1165
"UBA52",6,0.251490998234932,0.000555409982535393,0.0303609347855778,1,1.15494334255549,0.978166727433865,0.00247894864551425,0.35642,0.00055237,0.0010144,0.043175,TRUE,348,633
"SDHC",6,0.228519586852574,0.000560305111159522,0.0303840972587935,1,1.15494334255549,0.978166727433865,0.00249079124880513,0.38773,0.00032844,0.00062495,0.030092,TRUE,350,536
"TICRR",6,0.309834404524441,0.000561715138247171,0.0303840972587935,1,1.15494334255549,0.978166727433865,0.00249079124880513,0.44539,0.00033919,0.000626,0.030092,TRUE,351,543
"SF3B3",6,0.261465156926326,0.000562017983977683,0.0303840972587935,1,1.15494334255549,0.978166727433865,0.00249079124880513,0.36088,0.0002516,0.00049427,0.025578,TRUE,352,496
"VPS8",6,0.228179927771327,0.00056435013263314,0.0304237479433673,1,1.15494334255549,0.978166727433865,0.00249785796590133,0.29269,0.00080594,0.0014723,0.05836,TRUE,353,704
"ANAPC4",6,0.410132387028262,0.000576103346104144,0.0309696233795533,0.833333333333333,1.15494334255549,0.978166727433865,0.00256209886815028,0.51038,0.0008464,0.0015664,0.060816,TRUE,354,721
"CKAP5",6,0.326507780789435,0.000600998519818618,0.0321305409850306,1,1.15494334255549,0.978166727433865,0.00270010128329058,0.38434,0.00095852,0.0017802,0.065364,TRUE,355,763
"MMP11",6,0.307297324939177,0.000604972974973635,0.0321582003177326,0.833333333333333,1.15494334255549,0.978166727433865,0.00270887835394295,0.37726,0.0092971,0.017826,0.274028,TRUE,358,2208
"GINS2",6,0.273957141367417,0.000606691026381975,0.0321596942396908,1,1.15494334255549,0.978166727433865,0.00271184054022588,0.37349,0.00020717,0.00039625,0.021504,TRUE,359,476
"BCL11B",6,-0.326688119210907,0.0006293687562014,0.0330853243936814,0.833333333333333,1.15494334255549,0.978166727433865,0.0028279244375942,-0.41097,0.00014345,0.0013526,0.241687,FALSE,362,417
"CNOT3",6,0.306233954542675,0.000639663981930146,0.0335338996587622,1,1.15494334255549,0.978166727433865,0.00288347220884471,0.4409,0.0011989,0.0022952,0.080352,TRUE,363,842
"CCT6A",6,0.293757470534429,0.000664805199143638,0.0346609395608313,1,1.15494334255549,0.978166727433865,0.00302305735549925,0.26005,0.0030918,0.0062618,0.157502,TRUE,365,1248
"TEX10",6,0.282498551649829,0.000676112049539755,0.0351541319747037,0.833333333333333,1.15494334255549,0.978166727433865,0.00308519674390088,0.50426,0.00023585,0.0004629,0.024422,TRUE,366,488
"DUT",6,0.299466966581708,0.0008927495735989,0.0432290696834277,1,1.15494334255549,0.978166727433865,0.00420272507647344,0.44614,8.5094e-05,0.00015238,0.010419,TRUE,393,367
"CDAN1",6,0.429217995525242,0.00068513097505105,0.0354294631935366,0.833333333333333,1.15494334255549,0.978166727433865,0.00312458688137978,0.39068,0.00039463,0.00069657,0.031867,TRUE,368,575
"CHMP1A",6,0.207992801281617,0.000765609489104738,0.0382402849807432,0.666666666666667,1.15494334255549,0.978166727433865,0.00351334612883607,0.44534,8.7962e-05,0.000155,0.01056,TRUE,381,369
"DSN1",6,0.325699393406155,0.000687732815050835,0.0354676300011311,1,1.15494334255549,0.978166727433865,0.00313232637444189,0.46773,0.00018769,0.0003803,0.021365,TRUE,369,457
"PTPN22",6,0.237236610375221,0.000691823714852251,0.0355317669897992,1,1.15494334255549,0.978166727433865,0.0031463438260609,0.37672,0.00081546,0.0015037,0.059334,TRUE,370,710
"DERL2",6,0.268791730017135,0.000692710748986626,0.0355317669897992,1,1.15494334255549,0.978166727433865,0.0031463438260609,0.52049,0.00020462,0.0003952,0.021504,TRUE,371,472
"ITSN2",6,0.252444667540706,0.000990476777203141,0.0471219326754394,0.833333333333333,1.15494334255549,0.978166727433865,0.00475950631040666,0.42112,8.9971e-05,0.00015813,0.010697,TRUE,400,371
"NXF1",6,0.272939981160081,0.000701335963086541,0.0357812959183294,1,1.15494334255549,0.978166727433865,0.00318292366182142,0.52932,0.00010505,0.0001895,0.012584,TRUE,373,383
"RAE1",6,0.339392868398444,0.000725002601928508,0.036791465372532,0.833333333333333,1.15494334255549,0.978166727433865,0.00331305482937779,0.43155,0.00019541,0.00038971,0.021504,TRUE,375,465
"MRPL41",6,0.233411970212344,0.000727118603768397,0.0368007101854059,1,1.15494334255549,0.978166727433865,0.00331744761511296,0.38357,0.0012234,0.0024217,0.083422,TRUE,376,849
"RFC1",6,0.230034852046579,0.00073762208257052,0.0372332844332016,0.833333333333333,1.15494334255549,0.978166727433865,0.00337422438949127,0.46128,0.00042893,0.00077499,0.034783,TRUE,377,586
"SH2D2A",6,0.19699369850602,0.000739830090697428,0.0372459434549525,1,1.15494334255549,0.978166727433865,0.00337909024250529,0.24798,0.00013214,0.00025641,0.015923,TRUE,378,408
"TTF2",6,0.209040354578948,0.000747917121503897,0.0375537277631112,0.833333333333333,1.15494334255549,0.978166727433865,0.00342068513623767,0.28636,0.00015065,0.00029562,0.017662,TRUE,379,423
"RFC4",6,0.277156827189822,0.000800371464924281,0.0397378198307645,0.833333333333333,1.15494334255549,0.978166727433865,0.0037139147536025,0.40513,0.0010531,0.002005,0.072334,TRUE,383,790
"NUP62",6,0.224994833985356,0.0138488196516347,0.30781381634877,0.666666666666667,1.15494334255549,0.978166727433865,0.08083076220399,0.51487,0.00010556,0.00019002,0.012584,TRUE,854,385
"ZNF384",6,0.227836247506712,0.000803944331836275,0.0397378198307645,0.833333333333333,1.15494334255549,0.978166727433865,0.00371720441366214,0.22914,0.0029824,0.0061442,0.156624,TRUE,385,1232
"NARFL",6,0.279824997607444,0.000828164936731753,0.0407234592920033,0.833333333333333,1.15494334255549,0.978166727433865,0.00385125038354688,0.57451,0.00011822,0.00023446,0.015035,TRUE,387,394
"ZCCHC9",6,0.242741832752914,0.000841622619927225,0.0412785527247812,1,1.15494334255549,0.978166727433865,0.00392697098132581,0.30399,0.00026749,0.00053399,0.026756,TRUE,388,514
